PGC1,DMzp,e_DMzp,Dist,Vh,Vls,V3k,Vpds,Vpwf,Vpec,Hi,z,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,SGX,SGY,SGZ
1158,34.435,0.276,77.1,5918,6162,5578,-119,-51,-51,73.4,0.01860620523015292,4.4567,24.6222,113.2771,-37.6186,318.3867,14.7254,4455,-3958,1566
1160,31.314,0.225,18.3,1152,1353,797,-572,-188,-399,43.6,0.002658505838729272,4.5355,11.3564,109.989,-50.6767,305.0892,11.8009,761,-1083,277
1173,34.49,0.52,79.1,7548,7540,7280,1461,705,705,93.8,0.02428346613042547,4.5195,-33.8746,347.6828,-80.1509,261.506,-1.2978,-1114,-7455,-171
1175,34.845,0.5,93.1,5518,5743,5169,-1704,-642,-642,56.3,0.01724192808079248,4.5439,18.2924,111.9515,-43.8691,312.0117,13.372,3739,-4152,1328
1176,34.585,0.44,82.6,6982,6954,6730,641,292,292,82.9,0.022448863606835633,4.5248,-37.7095,334.3907,-77.3064,257.8594,-2.4909,-1462,-6792,-302
1194,34.836,0.156,92.7,6827,7084,6498,-337,-143,-143,71.3,0.021674994905975922,4.5089,29.9228,114.3592,-32.3923,323.8019,15.6108,5505,-4030,1906
1196,33.925,0.39,61.0,5235,5460,4886,372,168,168,81.2,0.01629794169138171,4.605,18.5163,112.0856,-43.659,312.2493,13.3633,3571,-3933,1262
1201,34.115,0.5,66.5,6525,6652,6179,1269,614,614,94.4,0.020610925442293815,4.639,-6.272,100.9087,-67.7268,287.8862,7.0081,2027,-6283,812
1211,34.997,0.44,99.9,7675,7760,7347,0,0,0,75.0,0.02450695407420823,4.6624,-15.3223,88.4353,-75.9482,279.2041,4.3105,1237,-7638,583
1223,34.52,0.54,80.2,6773,6890,6431,517,234,234,81.6,0.02145150696219316,4.7112,-8.4586,98.9776,-69.8,285.8002,6.3056,1864,-6590,757
1228,34.54,0.52,80.9,6287,6427,5937,-37,-16,-16,74.5,0.019803700331914288,4.6488,-3.2659,103.3075,-64.8788,290.7951,7.855,2260,-5953,878
1231,33.865,0.39,59.3,4473,4713,4132,-266,-112,-112,70.5,0.013782868413587644,4.7526,23.4762,113.3792,-38.7933,317.2781,14.2414,3356,-3100,1159
1237,35.955,0.4,155.2,10985,11200,10633,-686,-289,-289,70.4,0.03546787024241951,4.7842,15.7495,111.6234,-46.4118,309.5179,12.5885,6955,-8433,2441
1238,34.456,0.302,77.8,5331,5559,4984,-773,-313,-313,64.9,0.0166248345046759,4.8706,19.4002,112.6347,-42.8317,313.1918,13.306,3702,-3944,1279
1241,35.255,0.39,112.5,9839,9878,9537,1305,607,607,86.9,0.031812007759047765,4.789,-24.5231,50.8683,-82.2846,270.4695,1.3811,80,-9875,238
1248,34.905,0.51,95.7,7099,7205,6762,-289,-123,-123,71.9,0.022555604117299042,4.8368,-10.9442,96.3909,-72.142,283.4482,5.4572,1667,-6975,685
1258,33.735,0.61,55.8,5456,5676,5106,973,467,467,92.7,0.017031782700817646,4.8608,16.8661,112.0139,-45.3263,310.6503,12.7662,3605,-4200,1254
1264,34.471,0.262,78.4,5178,5463,4906,-891,-357,-357,63.4,0.01636465451042134,5.041,47.3138,117.447,-15.2246,341.8602,17.331,4956,-1624,1627
1265,34.385,0.55,75.3,5643,5850,5290,-281,-119,-119,71.2,0.017645540635982244,4.8624,13.161,111.0227,-48.9697,306.9579,11.9192,3441,-4574,1208
1273,34.815,0.53,91.8,5263,5486,4914,-1867,-690,-690,54.2,0.016391339638037194,4.9448,18.3598,112.4877,-43.869,312.1635,13.0148,3588,-3963,1236
1276,34.825,0.47,92.3,5831,6071,5490,-1319,-515,-515,60.4,0.01831266882637855,4.9531,23.7727,113.6718,-38.5297,317.615,14.1188,4348,-3969,1481
1285,34.525,0.42,80.4,5368,5559,5013,-928,-371,-371,63.2,0.016721568092283364,4.9472,9.167,109.911,-52.9027,303.0248,10.8733,2975,-4578,1049
1286,34.815,0.57,91.8,7809,8038,7463,706,322,322,82.9,0.024893888424638088,4.9986,20.0049,112.9328,-42.2555,313.8254,13.3156,5416,-5644,1851
1288,33.239,0.172,44.4,3695,3821,3350,46,20,20,76.0,0.011174397189138095,5.0002,-6.3337,101.7525,-67.9034,287.9307,6.6465,1168,-3611,442
1291,36.52,0.74,201.4,11957,12093,11609,-2989,-1164,-1164,59.4,0.038723455811553474,5.0118,-4.0518,103.5756,-65.7369,290.1376,7.2857,4129,-11263,1534
1293,34.865,0.41,94.0,7630,7843,7278,361,161,161,78.9,0.024276794848521507,4.9894,15.0921,111.7345,-47.094,308.9083,12.2467,4813,-5964,1664
1295,35.565,0.39,129.7,8941,8830,8773,-729,-305,-305,69.2,0.02926357807173388,5.0259,-54.5232,312.6356,-62.0108,241.8312,-7.7994,-4130,-7712,-1198
1301,34.175,0.39,68.4,5717,5902,5362,304,136,136,79.5,0.017885706784524915,5.0837,7.7003,109.6271,-54.366,301.6146,10.3749,3043,-4945,1063
1325,34.78,0.289,90.4,7519,7565,7213,560,253,253,81.3,0.024059978186642707,4.9295,-23.0645,60.7067,-81.7517,271.8973,1.7079,250,-7558,225
1332,37.465,0.41,311.2,16445,16626,16090,-6096,-2280,-2280,53.9,0.053670462917382665,5.2077,6.8075,109.5146,-55.2648,300.7691,10.0289,8375,-14068,2895
1346,36.395,0.41,190.1,11847,12031,11492,-2309,-920,-920,62.3,0.03833318582017164,5.2497,7.6221,109.8762,-54.4762,301.58,10.196,6200,-10088,2130
1347,35.945,0.46,154.5,11663,11910,11328,73,32,32,75.5,0.037786140704046664,5.277,26.5133,114.5541,-35.8645,320.4485,14.3502,8896,-7348,2952
1351,34.435,0.096,77.1,5764,5999,5422,-277,-117,-117,71.3,0.018085845241643805,5.4074,22.309,113.9149,-40.0403,316.2235,13.4183,4213,-4038,1392
1372,33.605,0.39,52.6,5282,5502,4933,1039,505,505,95.0,0.016454716816124842,5.3343,17.3408,112.7606,-44.9356,311.2274,12.4301,3541,-4041,1184
1381,35.705,0.4,138.4,10973,11141,10619,521,232,232,78.9,0.03542117126909177,5.3911,3.594,108.5803,-58.4429,297.6712,9.0159,5109,-9745,1746
1384,35.065,0.39,103.0,6627,6863,6285,-1305,-517,-517,62.0,0.020964503383203856,5.3895,22.5921,113.9492,-39.7579,316.5051,13.4918,4841,-4594,1601
1404,34.285,0.42,71.9,6266,6377,5927,613,280,280,83.7,0.019770343922394473,5.463,-9.4923,99.9388,-71.0313,285.024,5.2939,1645,-6132,588
1413,34.185,0.39,68.7,4495,4734,4155,-936,-368,-368,61.1,0.013859588155483219,5.5212,23.737,114.3224,-38.6436,317.6839,13.6019,3402,-3098,1113
1414,33.205,0.47,43.8,5141,5427,4877,1641,863,863,112.9,0.016267920922813876,5.5051,49.1336,117.9916,-13.4558,343.7851,17.1648,4979,-1448,1602
1419,33.695,0.64,54.8,4524,4658,4177,110,48,48,77.0,0.013932972256426812,5.5425,-4.3464,104.611,-66.1715,290.0035,6.6948,1582,-4347,543
1426,33.805,0.39,57.7,5376,5572,5023,753,354,354,88.2,0.01675492450180318,5.5564,10.4916,111.2922,-51.7187,304.4821,10.6186,3100,-4514,1027
1451,35.245,0.5,111.9,5684,5799,5344,-2895,-1012,-1012,48.4,0.017825665247389245,5.6411,-8.4864,101.4682,-70.1456,286.0421,5.4174,1595,-5549,547
1460,35.605,0.45,132.1,9194,9448,8867,-809,-337,-337,68.7,0.029577128321220145,5.6905,29.9398,115.5632,-32.5213,323.9976,14.6043,7396,-5375,2382
1461,35.215,0.41,110.4,7557,7737,7203,-915,-375,-375,66.5,0.024026621777122892,5.7077,6.8175,110.3726,-55.3551,300.9079,9.5515,3919,-6547,1284
1462,35.165,0.41,107.9,12537,12776,12198,4378,2319,2319,116.7,0.040688148332270586,5.7083,24.1523,114.6145,-38.257,318.1375,13.5164,9251,-8291,2986
1470,34.63,0.54,84.3,6429,6515,6101,-123,-53,-53,73.5,0.02035074544803926,5.6464,-14.562,93.3493,-75.7494,280.2166,3.631,1153,-6399,413
1472,36.445,0.41,194.5,12213,12455,11876,-2235,-895,-895,63.0,0.03961407194573254,5.7391,25.2123,114.8369,-37.2113,319.2127,13.696,9161,-7906,2949
1474,35.095,0.39,104.5,7374,7423,7066,-621,-259,-259,68.9,0.023569638966701424,5.7389,-22.1187,69.1372,-81.8181,273.026,1.2838,391,-7411,166
1478,34.605,0.41,83.4,5247,5463,4898,-1265,-490,-490,59.5,0.01633796938280549,5.7378,16.2531,113.0533,-46.0715,310.2319,11.8095,3453,-4082,1118
1481,35.442,0.36,122.6,10379,10256,10225,1268,586,586,85.7,0.03410692873401105,5.7614,-56.8779,310.6513,-59.8228,239.654,-8.8365,-5121,-8746,-1576
1506,34.105,0.42,66.2,5327,5557,4984,82,36,36,76.3,0.0166248345046759,6.0203,20.959,114.3985,-41.459,314.9893,12.5811,3834,-3836,1210
1511,33.995,0.41,63.0,5324,5534,4974,313,140,140,80.1,0.016591478095156084,5.9507,14.684,112.9847,-47.6533,308.7217,11.2486,3395,-4235,1079
1520,34.545,0.39,81.1,5692,5931,5354,-639,-263,-263,67.0,0.01785902165690906,5.986,24.3058,114.9607,-38.14,318.3437,13.2985,4312,-3837,1364
1524,35.175,0.41,108.4,7383,7627,7048,-925,-379,-379,66.2,0.023509597429565758,6.0094,25.6625,115.2162,-36.7984,319.7157,13.5435,5656,-4795,1786
1534,33.825,0.49,58.2,4264,4399,3918,-401,-166,-166,68.0,0.013069041249863599,6.1176,-3.8569,106.2933,-65.8537,290.6387,6.282,1541,-4092,481
1542,35.005,0.271,100.2,7300,7387,6972,-407,-172,-172,70.8,0.023256088717215163,6.1677,-14.2034,95.822,-75.6469,280.7093,3.2546,1370,-7246,419
1544,32.795,0.47,36.2,4777,5030,4450,1770,973,973,124.3,0.014843602236317767,6.1538,29.2873,115.9395,-33.22,323.4078,14.0929,3916,-2908,1225
1546,33.575,0.5,51.9,4843,5105,4526,680,320,320,88.3,0.015097110948668363,6.1611,33.2563,116.5112,-29.2812,327.4471,14.7643,4160,-2656,1301
1547,35.075,0.5,103.5,8183,8308,7840,233,102,102,77.3,0.02615142506353512,6.181,-6.0229,104.9816,-67.9588,288.5674,5.6102,2632,-7838,812
1572,34.225,0.39,70.0,6791,7048,6469,1308,632,632,94.0,0.021578261318368458,6.2639,31.3449,116.3473,-31.1893,325.5149,14.36,5628,-3866,1748
1577,34.755,0.276,89.3,8670,8848,8317,1760,854,854,95.1,0.027742525797630306,6.2712,6.5768,111.2637,-55.6968,300.818,8.9488,4477,-7507,1376
1583,34.093,0.09,65.9,5130,5332,4779,-98,-42,-42,73.5,0.015941028109519688,6.3199,12.884,113.0916,-49.4873,307.0274,10.474,3157,-4186,969
1588,35.145,0.39,106.9,8031,7981,7800,-56,-24,-24,74.5,0.02601799942545586,6.3545,-41.6024,321.5034,-74.5743,254.5553,-4.9945,-2118,-7664,-695
1592,35.055,0.41,102.6,5055,5336,4779,-2782,-959,-959,47.2,0.015941028109519688,6.425,45.8935,118.2599,-16.7447,340.4746,16.2532,4828,-1713,1493
1594,33.695,0.39,54.8,4560,4800,4224,157,69,69,77.9,0.014089747381169943,6.375,24.8111,115.4893,-37.6855,318.9245,13.0522,3525,-3073,1084
1606,34.095,0.57,65.9,6293,6407,5954,1086,519,519,91.7,0.019860406228097975,6.4258,-8.2828,103.8296,-70.1943,286.4621,4.7326,1809,-6124,529
1609,34.155,0.39,67.8,5380,5521,5033,17,8,8,75.3,0.016788280911322992,6.4489,-2.2848,107.9639,-64.4087,292.2506,6.4026,2077,-5078,616
1619,33.795,0.39,57.4,4735,4986,4408,151,67,67,77.7,0.014703505316334542,6.4988,29.2122,116.286,-33.331,323.3878,13.7833,3887,-2889,1188
1621,35.915,0.41,152.4,11189,11395,10839,-272,-117,-117,73.1,0.0361550122785277,6.4957,14.348,113.6851,-48.0662,308.5152,10.6568,6973,-8763,2107
1634,33.455,0.44,49.1,4018,4149,3674,28,12,12,75.6,0.012255144857580107,6.5727,-4.4923,106.9885,-66.5825,290.1535,5.6681,1422,-3876,410
1654,34.575,0.39,82.2,6286,6543,5966,-105,-45,-45,73.7,0.019900433919521753,6.703,31.7034,116.8295,-30.8764,325.9457,14.0531,5259,-3555,1589
1658,33.515,0.4,50.5,5175,5459,4916,1180,584,584,98.7,0.016398010919941156,6.7355,50.0309,118.9046,-12.6492,344.7874,16.443,5053,-1374,1545
1665,32.255,0.39,28.2,2102,2298,1751,-357,-141,-192,62.3,0.005840707306919643,6.7589,11.583,113.4428,-50.8386,305.8512,9.7421,1326,-1836,389
1693,33.5,0.21,50.1,4149,4290,3802,80,35,35,76.6,0.012682106899433741,6.8108,-1.9449,108.9507,-64.1579,292.6798,6.1491,1644,-3936,460
1714,32.015,0.39,25.3,1380,1545,1030,-859,-272,-557,40.8,0.003435710180540966,6.9647,3.4896,111.4992,-58.8577,297.9903,7.4738,719,-1352,201
1726,34.255,0.54,71.0,7356,7470,7018,1794,895,895,100.7,0.02340952820100631,7.0102,-8.121,105.6025,-70.2016,286.7834,4.2245,2150,-7132,550
1736,34.668,0.143,85.8,6365,6619,6043,-291,-123,-123,71.5,0.02015727827282433,7.2112,30.8085,117.2229,-31.8127,325.1183,13.4668,5280,-3682,1541
1737,34.125,0.47,66.8,4370,4533,4020,-934,-366,-366,60.8,0.013409276626965713,7.0575,3.2336,111.5886,-59.1261,297.7662,7.3165,2094,-3979,577
1738,35.73,0.59,140.0,9439,9353,9243,-994,-411,-411,67.6,0.030831329319165195,7.0648,-48.6676,313.1837,-67.9967,247.8631,-7.4261,-3496,-8591,-1209
1743,35.565,0.39,129.7,9601,9846,9271,-224,-96,-96,73.2,0.030924727265820677,7.0884,27.3691,116.6564,-35.2212,321.6277,12.9266,7523,-5958,2203
1750,30.685,0.72,13.7,1344,1514,993,-32,-14,-23,72.6,0.00331229146531765,7.1108,5.0044,112.2617,-57.3902,299.5031,7.7332,739,-1306,204
1751,35.005,0.46,100.2,7674,7791,7335,-39,-17,-17,74.6,0.024466926382784453,7.1161,-7.3905,106.4511,-69.5238,287.5157,4.3315,2337,-7408,588
1754,34.385,0.39,75.3,4742,5001,4426,-1151,-446,-446,59.4,0.01476354685347021,7.1432,33.2723,117.4493,-29.3559,327.6044,13.9572,4098,-2601,1206
1755,34.87,0.52,94.2,7676,7766,7347,416,186,186,79.5,0.02450695407420823,7.1653,-13.0101,101.1347,-74.9096,282.1353,2.6749,1630,-7584,362
1760,33.135,0.44,42.4,4468,4629,4118,975,482,482,98.3,0.013736169440259903,7.159,2.9541,111.6885,-59.419,297.5219,7.1443,2122,-4074,576
1762,34.96,0.56,98.2,6191,6288,5859,-1379,-540,-540,60.6,0.01954352033765973,7.1069,-11.6042,102.6298,-73.5623,283.4667,3.1352,1462,-6106,344
1768,33.105,0.39,41.8,5110,5305,4760,1669,887,887,115.4,0.01587765093143204,7.2014,11.6426,114.1356,-50.8422,306.0178,9.3366,3078,-4235,861
1771,30.915,0.75,15.2,2169,2418,1843,706,386,448,121.5,0.006147586274501943,7.2131,28.9397,116.9934,-33.6715,323.2315,13.1193,1887,-1410,549
1773,35.03,0.56,101.4,6225,6337,5888,-1584,-612,-612,59.0,0.019640253925267193,7.2525,-8.3183,106.1352,-70.4552,286.6622,3.9384,1812,-6057,435
1774,32.765,0.57,35.7,2893,3150,2575,-86,-37,-37,72.6,0.008589275451352416,7.2085,32.174,117.3835,-30.4542,326.5001,13.7129,2552,-1689,747
1777,29.12,0.1,6.7,188,466,-95,-594,0,-594,0.0,-0.00031688589043824445,7.2673,43.4309,118.633,-19.2541,338.0042,15.3737,416,-168,123
1791,33.49,0.276,49.9,4229,4390,3880,176,78,78,78.6,0.0129422868936883,7.2938,2.8421,111.9116,-59.5525,297.4493,6.9847,2008,-3867,534
1806,35.92,0.63,152.8,16180,16265,15854,4869,2484,2484,108.1,0.05288325165271503,7.3824,-13.9934,100.5787,-75.9055,281.2541,2.1888,3171,-15941,621
1814,32.795,0.41,36.2,4210,4360,3862,1174,605,605,107.7,0.012882245356552633,7.41,0.4103,111.2743,-61.967,295.1233,6.2178,1840,-3924,472
1816,33.29,0.54,45.5,3103,2984,3120,-264,-110,-111,69.1,0.010407199770182344,79.5961,-8.309,209.8094,-24.4384,311.03,-65.2643,820,-942,-2710
1817,34.825,0.41,92.3,5597,5825,5257,-1553,-593,-593,57.8,0.017535464484566853,7.4321,21.4769,116.2232,-41.1119,315.795,11.4067,4093,-3981,1152
1833,35.055,0.47,102.6,7329,7347,7042,-506,-213,-213,69.9,0.02348958358385387,7.4825,-27.4973,27.2832,-85.2086,268.3553,-1.8181,-211,-7341,-233
1844,34.215,0.45,69.7,5361,5519,5013,-143,-61,-61,72.9,0.016721568092283364,7.5446,2.0935,112.1531,-60.3326,296.7906,6.5428,2471,-4894,629
1845,36.905,0.5,240.4,8990,8940,8758,-8558,-2643,-2643,37.3,0.02921354345745416,7.5509,-41.1013,318.9442,-75.36,255.2909,-5.7165,-2259,-8604,-890
1851,31.516,0.241,20.1,1649,1638,1383,-119,-50,-81,69.1,0.0046131914365904435,7.6188,-33.2044,338.3565,-82.4233,262.9148,-3.5652,-202,-1622,-102
1858,36.08,0.67,164.4,9928,9869,9706,-2285,-897,-897,60.5,0.03237573107993264,7.6224,-43.0904,316.4911,-73.482,253.3805,-6.308,-2806,-9399,-1084
1861,34.385,0.56,75.3,5626,5900,5338,-232,-99,-99,71.9,0.017805651401677357,7.6322,42.1099,118.7914,-20.5937,336.684,14.9344,5235,-2257,1521
1879,35.125,0.39,105.9,7285,7294,7005,-789,-325,-325,67.4,0.02336616486863055,7.6912,-29.3429,5.7878,-84.9374,266.6392,-2.5245,-428,-7274,-321
1886,35.695,0.47,137.7,7839,7955,7501,-2590,-973,-973,55.5,0.025020642780813385,7.745,-7.2158,108.3014,-69.5044,287.8605,3.7825,2434,-7555,525
1897,35.71,0.72,138.7,10825,10930,10490,366,162,162,77.7,0.03499087358628615,7.7424,-9.404,106.7203,-71.6286,285.7571,3.1658,2963,-10504,604
1901,35.505,0.39,126.2,8063,8105,7761,-1497,-597,-597,62.8,0.02588790942832858,7.8082,-22.6101,76.4349,-83.5661,273.1208,-0.6897,441,-8093,-98
1903,36.005,0.43,158.9,12609,12775,12260,712,318,318,79.7,0.040894958071293445,7.7892,4.5031,113.3638,-57.9914,299.1949,6.949,6185,-11071,1546
1905,34.025,0.49,63.8,5826,5972,5480,760,355,355,87.1,0.018279312416858734,7.8003,-0.4073,111.7932,-62.8406,294.4391,5.6197,2458,-5411,585
1906,34.96,0.56,98.2,8010,7886,7857,641,290,290,81.7,0.026208130959718808,8.0377,-56.5059,308.3239,-60.42,240.3335,-9.9551,-3845,-6749,-1363
1908,34.845,0.39,93.1,6148,6261,5811,-1058,-424,-424,63.4,0.019383409571964615,7.8088,-7.8407,108.0657,-70.1272,287.2776,3.5456,1855,-5967,387
1910,34.39,0.54,75.5,7318,7288,7068,1508,733,733,95.4,0.02357631024860539,7.7118,-36.9845,325.4768,-79.2263,259.2988,-4.7001,-1349,-7137,-597
1913,33.465,0.39,49.3,4645,4893,4320,662,312,312,88.6,0.014409968912560168,7.8242,28.9931,117.6391,-33.6715,323.3901,12.6047,3833,-2848,1068
1914,33.387,0.286,47.6,4347,4529,3998,466,215,215,84.9,0.01333589252602212,7.8285,8.4751,114.4329,-54.0642,303.0733,7.9436,2448,-3759,626
1924,31.085,0.5,16.5,2085,2258,1736,506,259,320,105.8,0.0057906726926399196,7.8588,6.2067,113.943,-56.3155,300.87,7.329,1149,-1923,288
1926,34.935,0.39,97.1,7095,7150,6784,-364,-154,-154,71.2,0.022628988218242635,7.8674,-19.7613,90.0337,-81.3281,275.8647,0.0788,730,-7113,10
1932,33.405,0.248,48.0,3535,3634,3203,-363,-150,-150,67.3,0.01068405796919681,7.6996,-10.7946,105.3863,-72.9595,284.4102,2.8103,903,-3516,178
1933,36.165,0.4,171.0,11433,11638,11087,-1357,-558,-558,66.7,0.036982251234619117,7.8993,14.6124,115.7514,-47.9825,309.1049,9.4,7241,-8910,1901
1942,35.005,0.5,100.2,7251,7272,6962,-417,-176,-176,70.7,0.023222732307695348,7.9558,-26.7205,37.146,-85.6091,269.2209,-1.9984,-99,-7267,-254
1957,34.435,0.39,77.1,6351,6605,6033,341,152,152,79.5,0.020123921863304514,8.0504,31.6815,118.157,-31.0119,326.1347,12.9213,5345,-3588,1477
1958,33.515,0.41,50.5,6139,6392,5820,2098,1121,1121,117.1,0.019413430340532452,8.0505,31.4165,118.1301,-31.2758,325.8676,12.8721,5158,-3497,1424
1961,35.165,0.39,107.9,7904,7852,7674,-256,-109,-109,72.6,0.02559770866550619,8.0619,-41.384,317.1619,-75.2098,255.1219,-6.1629,-2005,-7544,-843
1968,35.62,0.54,133.0,9879,9823,9654,-76,-33,-33,74.4,0.0322022777504296,8.1069,-42.2815,316.0729,-74.3582,254.2606,-6.4347,-2648,-9395,-1101
1970,32.935,0.39,38.6,2377,2535,2030,-849,-309,-392,52.8,0.006771351132522487,8.1115,2.5869,113.4318,-59.9341,297.4216,6.1294,1161,-2238,271
1971,33.815,0.39,57.9,4674,4907,4339,43,19,19,75.7,0.014473346090647819,8.1351,23.3951,117.3285,-39.271,317.8481,11.1871,3568,-3231,952
1977,32.815,0.4,36.6,2963,2989,2671,-52,-22,-22,73.6,0.008909496982742642,8.1672,-25.6076,51.7637,-85.5297,270.3423,-1.8628,18,-2988,-97
1979,33.875,0.41,59.6,4004,4100,3674,-747,-296,-296,62.3,0.012255144857580107,8.1777,-11.3181,106.476,-73.5886,284.0416,2.2115,994,-3974,158
1982,34.29,0.276,72.1,6121,6373,5801,473,214,214,81.7,0.019350053162444803,8.185,30.7508,118.1974,-31.949,325.2194,12.634,5107,-3548,1394
1986,33.915,0.39,60.7,4932,5125,4584,88,38,38,76.5,0.01529057812388329,8.2102,11.7369,115.707,-50.8738,306.3578,8.4028,3005,-4083,749
2001,34.435,0.39,77.1,6183,6270,5857,163,72,72,77.2,0.019536849055755767,8.2928,-13.1464,105.0433,-75.3799,282.3199,1.5837,1337,-6123,173
2007,33.845,0.53,58.7,4433,4580,4087,-271,-114,-114,70.3,0.013632764570748475,8.3117,0.2009,113.1032,-62.3231,295.1669,5.2931,1939,-4128,422
2011,36.37,0.59,187.9,12289,12118,12198,-1439,-593,-593,67.0,0.040688148332270586,8.2564,-67.4764,305.6481,-49.5547,229.4305,-12.402,-7698,-8990,-2602
2022,33.585,0.39,52.1,4392,4549,4045,177,79,79,78.4,0.01349266765076525,8.4006,2.6809,114.0287,-59.8821,297.5905,5.8763,2096,-4011,466
2023,34.485,0.39,78.9,5192,5423,4857,-978,-388,-388,62.4,0.016201208103774244,8.3996,23.3978,117.641,-39.2906,317.9042,10.9507,3951,-3570,1030
2026,34.675,0.39,86.1,5863,6132,5568,-790,-322,-322,65.6,0.018572848820633106,8.4243,39.5449,119.212,-23.1987,334.1546,13.9654,5355,-2595,1480
2029,34.425,0.39,76.7,5391,5567,5043,-633,-259,-259,66.6,0.016821637320842808,8.5101,7.2934,115.3344,-55.3215,302.097,6.987,2936,-4681,677
2035,33.815,0.39,57.9,3731,3834,3399,-903,-349,-349,59.2,0.011337843595785189,8.5115,-9.7053,108.8602,-72.1002,285.6827,2.3531,1035,-3688,157
2042,36.59,0.63,208.0,16907,17043,16565,1601,728,728,83.1,0.05525489236957389,8.796,-2.1519,113.3865,-64.7219,293.0284,4.1848,6648,-15644,1244
2052,31.835,0.39,23.3,1472,1486,1188,-551,-197,-376,51.2,0.003962741450954046,8.5644,-27.8037,21.8949,-86.1299,268.3344,-2.824,-43,-1484,-73
2056,36.275,0.51,179.9,12704,12874,12356,-703,-298,-298,70.9,0.04121517960268367,8.5834,5.9367,115.1733,-56.6772,300.7971,6.563,6547,-10987,1471
2058,34.75,0.52,89.1,8030,8118,7703,1150,539,539,88.2,0.025694442253113653,8.683,-12.5409,107.0986,-74.8968,283.0086,1.3907,1826,-7908,197
2060,34.565,0.5,81.8,6294,6563,6000,-42,-18,-18,74.5,0.020013845711889123,8.5913,39.6012,119.3562,-23.152,334.2327,13.8471,5739,-2771,1571
2062,35.645,0.41,134.6,9524,9719,9178,-671,-282,-282,69.8,0.030614512657286395,8.6025,12.2685,116.3996,-50.3871,306.9746,8.1634,5786,-7686,1380
2068,34.935,0.46,97.1,6434,6595,6087,-1068,-429,-429,63.7,0.020304046474711516,8.6361,3.6023,114.7274,-59.0001,298.5462,5.8956,3134,-5762,677
2069,34.915,0.41,96.2,9411,9591,9063,2019,985,985,96.5,0.03023091394780852,8.6206,8.4505,115.7546,-54.1848,303.252,7.18,5217,-7958,1199
2071,31.235,0.4,17.7,1528,1531,1252,-68,-29,-48,71.1,0.004176222471880864,8.6361,-30.018,354.0144,-85.2989,266.2225,-3.5025,-101,-1525,-94
2081,30.335,0.39,11.7,1685,1793,1351,479,257,346,116.2,0.004506450926127035,8.6948,-8.3966,110.2758,-70.8578,286.9907,2.5475,523,-1713,80
2085,33.425,0.41,48.4,4188,4433,3864,269,121,121,80.6,0.012888916638456595,8.7037,28.41,118.5057,-34.3188,322.9614,11.7332,3465,-2615,902
2094,34.385,0.39,75.3,5916,6169,5600,32,14,14,75.4,0.018679589331096515,8.7331,31.9487,118.8561,-30.7924,326.5151,12.4014,5025,-3325,1325
2098,35.115,0.48,105.4,5113,5391,4840,-2929,-1002,-1002,46.5,0.01614450220759056,8.7761,45.5294,119.9378,-17.2474,340.3031,14.5798,4912,-1759,1357
2112,34.4,0.56,75.9,7168,7134,6923,1335,641,641,92.9,0.023092642310568068,8.8046,-37.5581,320.0563,-79.0253,258.9825,-5.6931,-1357,-6968,-708
2113,35.025,0.53,101.2,6995,7243,6674,-776,-319,-319,67.1,0.02226206771352467,8.8026,29.7995,118.7369,-32.94,324.37,11.9264,5760,-4129,1497
2122,32.995,0.65,39.7,3825,3861,3527,575,272,272,89.6,0.011764805637638823,8.8462,-23.375,78.0165,-84.7795,272.6597,-1.8235,179,-3855,-123
2131,34.439,0.323,77.2,5910,6042,5568,-140,-60,-60,73.2,0.018572848820633106,8.6666,-2.9968,112.7764,-65.5373,292.1783,4.0768,2275,-5581,430
2133,33.685,0.41,54.6,5060,5184,4721,678,317,317,87.6,0.01574756093430476,8.9008,-4.7332,112.6668,-67.2889,290.5706,3.3724,1818,-4846,305
2134,34.362,0.229,74.5,5311,5492,4965,-550,-227,-227,67.5,0.01656145732658825,9.1847,8.8896,116.7761,-53.8063,303.824,6.7541,3035,-4531,646
2138,33.915,0.49,60.7,3306,3358,2999,-1505,-532,-532,49.8,0.01000358721499258,8.9145,-20.1253,94.8174,-82.1211,275.7965,-0.9685,339,-3340,-57
2142,29.785,0.41,9.1,1558,1584,1267,591,345,461,140.4,0.004226257086160587,8.9444,-25.3739,58.6046,-86.0751,270.7648,-2.4699,21,-1582,-68
