sn_name,z,z_frame,mu,mu_source,mu_err,m_b_corr,m_b_corr_err,host_logmass,host_logmass_err,ra,dec,vpec,is_calibrator
1996C,0.02875,CMB,35.5152,SH0ES,0.250819,16.2622,0.249362,9.36646,0.19,207.702,49.3186,-112.455,0
2011hb,0.02775,CMB,35.2874,SH0ES,0.292934,16.0344,0.291687,11.031,0.004,351.981,8.7794,-131.722,0
2009aa,0.02827,CMB,35.3174,SH0ES,0.173415,16.0644,0.171301,9.29935,0.02,170.926,-22.2707,25.3172,0
PSNJ0252467,0.02748,CMB,35.3613,SH0ES,0.190628,16.1083,0.188706,7.0,0.083,43.1946,46.9464,-197.78,0
2010ii,0.02704,CMB,35.1306,SH0ES,0.184771,15.8776,0.182787,7.97988,0.002,339.555,35.4917,-294.382,0
PSNJ1204051,0.04502,CMB,36.4541,SH0ES,0.196266,17.2011,0.1944,10.0939,0.002,181.021,14.0681,-123.442,0
2005hc,0.04496,CMB,36.4634,SH0ES,0.173532,17.2104,0.171419,7.0,0.161,29.1998,-0.2137,-228.691,0
2005na,0.02717,CMB,35.1117,SH0ES,0.170295,15.8587,0.168141,8.83614,,105.403,14.1333,-88.8817,0
1992P,0.02643,CMB,35.313,SH0ES,0.220137,16.06,0.218475,10.1744,,190.704,10.3601,-272.653,0
2007co,0.02655,CMB,35.227,SH0ES,0.261645,15.974,0.260248,9.81719,3.818,275.765,29.8971,-221.823,0
2002eb,0.02633,CMB,35.2673,SH0ES,0.172357,16.0143,0.170229,7.0,,334.772,24.5944,-284.347,0
PS16cvc,0.02844,CMB,35.6948,SH0ES,0.183345,16.4418,0.181346,7.95752,0.258,318.097,14.7793,-206.273,0
2005ku,0.04397,CMB,36.2916,SH0ES,0.249078,17.0386,0.247611,9.64568,0.61,344.927,-0.0137,-120.6,0
2004ef,0.02978,CMB,35.4761,SH0ES,0.233488,16.2231,0.231922,10.3255,0.049,340.542,19.9946,-99.5544,0
Gaia16bba,0.02934,CMB,35.4354,SH0ES,0.185335,16.1824,0.183358,7.97207,0.023,15.398,17.1013,-161.216,0
1992bl,0.0428,CMB,36.2101,SH0ES,0.208042,16.9571,0.206282,10.8343,0.28089,348.805,-44.7433,167.011,0
ASASSN-16hh,0.02935,CMB,35.5015,SH0ES,0.190369,16.2485,0.188445,7.0,,31.1559,21.5861,-126.591,0
2007kk,0.0413,CMB,36.2521,SH0ES,0.175538,16.9991,0.17345,10.8891,0.002,55.5969,39.2418,-446.686,0
AT2016htm,0.04265,CMB,36.2018,SH0ES,0.162522,16.9488,0.160264,9.40838,0.014,38.0109,-26.6659,-67.4911,0
2001az,0.04059,CMB,36.3153,SH0ES,0.150794,17.0623,0.148357,10.239,0.059,248.615,76.0297,-120.833,0
2002de,0.0305,CMB,35.3638,SH0ES,0.283742,16.1108,0.282455,9.07466,,244.127,35.7084,289.982,0
2000cw,0.02896,CMB,35.6079,SH0ES,0.224233,16.3549,0.222602,7.0,,356.855,28.3877,-153.644,0
LSQ12gdj,0.02886,CMB,35.0939,SH0ES,0.272694,15.8409,0.271354,8.87386,0.083,358.681,-25.6761,-175.715,0
PSNJ0859349,0.02874,CMB,35.472,SH0ES,0.225755,16.219,0.224134,10.2177,0.01,134.895,45.9259,-185.72,0
2009do,0.04027,CMB,36.0403,SH0ES,0.147245,16.7873,0.144749,10.4649,0.02,188.743,50.8512,-206.576,0
AT2017lm,0.03002,CMB,35.5542,SH0ES,0.216273,16.3012,0.214581,9.52589,0.013,45.3849,-15.016,-83.3033,0
2014bj,0.04239,CMB,36.5106,SH0ES,0.426487,17.2576,0.425631,7.87303,,290.663,43.8908,-53.1604,0
2006cf,0.04223,CMB,36.2931,SH0ES,0.151018,17.0401,0.148584,10.9479,0.01,163.511,46.0267,-129.538,0
110716,0.31577,CMB,41.2033,SH0ES,0.233304,21.9503,0.231736,7.0,1.0,128.986,43.4945,-23.4387,0
7475,0.32265,CMB,40.9316,SH0ES,0.211904,21.6786,0.210177,7.0,,4.7535,-0.2815,-25.4046,0
05D2ab,0.32454,CMB,41.0699,SH0ES,0.126468,21.8169,0.123552,10.098,0.08,150.462,2.1063,17.7948,0
15213,0.31053,CMB,40.9962,SH0ES,0.221391,21.7432,0.219739,10.721,0.089,53.0191,-0.1001,-19.6778,0
14456,0.32794,CMB,41.0002,SH0ES,0.171833,21.7472,0.169699,11.095,0.176,343.551,1.0507,-23.4,0
1283878,0.31287,CMB,41.0195,SH0ES,0.203499,21.7665,0.2017,11.409,0.1955,37.1332,-4.0413,-20.3147,0
530112,0.31444,CMB,41.1251,SH0ES,0.155711,21.8721,0.153352,10.678,0.1275,333.569,0.9209,-21.6633,0
100163,0.31773,CMB,41.0738,SH0ES,0.195921,21.8208,0.194052,10.434,0.358,35.4423,-5.1516,-19.4378,0
050303,0.32829,CMB,41.3079,SH0ES,0.308428,22.0549,0.307244,11.248,0.022,241.437,56.0744,-28.7618,0
1300516,0.31043,CMB,40.6197,SH0ES,0.336421,21.3667,0.335336,9.557,0.0975,34.5464,-5.0101,-20.1323,0
19632,0.31377,CMB,41.0228,SH0ES,0.214434,21.7698,0.212727,11.113,0.108,40.2865,0.1444,-23.1219,0
500100,0.31077,CMB,41.046,SH0ES,0.182638,21.793,0.180631,10.898,0.069,131.639,45.3562,-24.3872,0
21042,0.30955,CMB,40.72,SH0ES,0.257177,21.467,0.255756,9.374,0.062,315.012,0.8276,-15.6226,0
15776,0.31582,CMB,40.933,SH0ES,0.227638,21.68,0.226031,11.211,0.101,32.8294,-0.9983,-23.52,0
530219,0.32838,CMB,41.351,SH0ES,0.278699,22.098,0.277388,11.1019,0.1,351.529,-0.3194,-23.6845,0
16211,0.30939,CMB,41.0177,SH0ES,0.300429,21.7647,0.299213,11.5,0.093,348.164,0.2669,-24.8395,0
5844,0.3093,CMB,40.9757,SH0ES,0.270379,21.7227,0.269028,7.0,,327.786,-0.8429,-18.7703,0
580104,0.32214,CMB,40.8628,SH0ES,0.158186,21.6098,0.155864,11.5,0.016,36.1196,-4.9673,-19.2699,0
120085,0.32214,CMB,40.7271,SH0ES,0.199265,21.4741,0.197428,10.9,0.115,150.471,2.0426,17.9774,0
1338128,0.31185,CMB,41.0377,SH0ES,0.210925,21.7847,0.209189,9.265,0.0255,8.0837,-43.7408,13.7419,0
000420,0.31152,CMB,41.0123,SH0ES,0.141744,21.7593,0.139148,9.742,0.708,149.82,1.6135,18.6456,0
500301,0.3255,CMB,41.2625,SH0ES,0.255286,22.0095,0.253854,10.1963,0.1,215.548,52.6318,-22.3311,0
170078,0.32089,CMB,41.2315,SH0ES,0.207296,21.9785,0.20553,10.419,0.045,186.183,47.6681,-16.9551,0
15383,0.31495,CMB,41.0194,SH0ES,0.227804,21.7664,0.226199,10.786,0.162,34.1495,-0.1552,-24.0543,0
1305626,0.32573,CMB,41.0478,SH0ES,0.141716,21.7948,0.13912,9.283,0.032,35.6546,-4.1333,-19.8576,0
18617,0.3257,CMB,41.1639,SH0ES,0.271274,21.9109,0.269927,10.076,0.15,345.762,0.8492,-23.8098,0
310188,0.31893,CMB,41.141,SH0ES,0.177674,21.888,0.17561,11.264,0.071,35.2776,-4.5196,-19.9471,0
1308326,0.32622,CMB,41.0504,SH0ES,0.157201,21.7974,0.154865,9.665,0.015,42.2701,0.5823,-22.2701,0
330128,0.32095,CMB,40.9546,SH0ES,0.156373,21.7016,0.154025,10.812,0.024,36.8228,-3.8213,-20.1508,0
1261579,0.32214,CMB,40.8774,SH0ES,0.138773,21.6244,0.136121,11.163,0.072,36.1196,-4.9673,-19.2699,0
550059,0.31839,CMB,41.3345,SH0ES,0.327925,22.0815,0.326812,10.2438,0.1,351.303,-1.0245,-23.6889,0
20142,0.31259,CMB,40.6239,SH0ES,0.2062,21.3709,0.204424,9.365,0.13,23.0082,-0.4297,-25.5244,0
1345553,0.31795,CMB,41.0772,SH0ES,0.167213,21.8242,0.165019,10.034,0.1035,35.3447,-4.668,-19.8667,0
1266657,0.32108,CMB,41.1921,SH0ES,0.293444,21.9391,0.292199,2.0,2.0,43.2731,0.5575,-22.2994,0
080646,0.31813,CMB,41.0199,SH0ES,0.153489,21.7669,0.151096,10.768,0.023,334.622,0.9415,-21.779,0
6649,0.31509,CMB,40.8837,SH0ES,0.219964,21.6307,0.218301,7.0,,34.2759,0.5348,-24.5629,0
1294743,0.31258,CMB,41.0352,SH0ES,0.279475,21.7822,0.278167,10.263,0.0945,36.1025,-4.6749,-20.0068,0
1263369,0.31252,CMB,40.9565,SH0ES,0.149709,21.7035,0.147254,10.845,0.085,43.2295,-0.5418,-21.9244,0
1337838,0.31195,CMB,40.9503,SH0ES,0.160446,21.6973,0.158158,8.424,0.4435,35.496,-6.4982,-18.5736,0
440509,0.31892,CMB,40.8941,SH0ES,0.203876,21.6411,0.20208,11.5,0.1,34.8496,-5.4304,-19.2548,0
1341894,0.31294,CMB,41.0061,SH0ES,0.176794,21.7531,0.174721,10.003,0.009,35.3025,-4.6502,-20.1526,0
050291,0.32535,CMB,41.2273,SH0ES,0.193265,21.9743,0.19137,11.169,0.036,244.566,55.3847,-29.1603,0
6100,0.31613,CMB,41.1979,SH0ES,0.274091,21.9449,0.272758,10.194,0.117,333.483,1.0865,-21.6793,0
2011fe,0.00122,CMB,28.9987,SH0ES,1.51645,9.74571,1.51621,10.677,,210.774,54.2737,0.0,1
6699,0.30915,CMB,41.046,SH0ES,0.250639,21.793,0.24918,10.655,0.14,322.815,-1.057,-16.9341,0
1303883,0.25911,CMB,40.5418,SH0ES,0.163699,21.2888,0.161457,10.894,0.014,8.8633,-44.9171,17.2789,0
3451,0.24835,CMB,40.203,SH0ES,0.17717,20.95,0.175101,10.839,0.115,334.069,0.7081,-26.3738,0
1334645,0.24701,CMB,40.1983,SH0ES,0.137434,20.9453,0.134755,10.453,0.132,36.3796,-5.879,-23.0108,0
05D3mq,0.24649,CMB,40.3907,SH0ES,0.15515,21.1377,0.152782,10.723,0.0765,214.752,52.3851,-27.8154,0
12977,0.24643,CMB,40.2829,SH0ES,0.214739,21.0299,0.213035,9.614,0.095,13.6956,-0.2509,-31.9665,0
15219,0.24637,CMB,40.378,SH0ES,0.17135,21.125,0.16921,11.081,0.078,34.6111,0.2267,-29.7731,0
13835,0.24604,CMB,40.3473,SH0ES,0.149416,21.0943,0.146956,10.507,0.06,6.0596,-0.2483,-31.9454,0
000010,0.24594,CMB,40.4318,SH0ES,0.167359,21.1788,0.165167,10.786,0.225,149.749,3.1575,21.086,0
20039,0.24539,CMB,40.3582,SH0ES,0.219468,21.1052,0.217801,11.428,0.133,9.8786,1.0243,-33.4001,0
420407,0.24512,CMB,40.4957,SH0ES,0.181643,21.2427,0.179625,10.504,0.158,333.949,-0.3155,-25.5814,0
000174,0.24497,CMB,40.3336,SH0ES,0.209543,21.0806,0.207796,10.532,0.1,162.029,56.8502,-33.1773,0
3377,0.24449,CMB,40.1263,SH0ES,0.186144,20.8733,0.184175,9.666,0.194,54.1562,1.0792,-24.7739,0
15466,0.24436,CMB,40.2064,SH0ES,0.221704,20.9534,0.220053,10.622,0.073,317.645,-0.1232,-19.2918,0
19023,0.24405,CMB,40.2956,SH0ES,0.242814,21.0426,0.241308,7.0,,307.117,0.0062,-14.362,0
13506,0.24341,CMB,40.538,SH0ES,0.306318,21.285,0.305126,10.19,0.081,25.2433,-0.7278,-30.8525,0
20088,0.24316,CMB,40.2516,SH0ES,0.143114,20.9986,0.140544,11.383,0.098,13.2052,0.6315,-33.2258,0
480064,0.24271,CMB,40.5734,SH0ES,0.259119,21.3204,0.257709,8.867,0.462,128.796,44.4482,-30.1347,0
20111,0.24267,CMB,40.4217,SH0ES,0.219858,21.1687,0.218194,10.934,0.119,354.394,0.2481,-31.5667,0
14481,0.24207,CMB,40.564,SH0ES,0.221356,21.311,0.219703,11.215,0.112,2.6817,0.2013,-32.6534,0
17223,0.24151,CMB,40.172,SH0ES,0.261675,20.919,0.260278,7.0,,26.3614,-0.0194,-31.6453,0
460064,0.24153,CMB,40.1214,SH0ES,0.184136,20.8684,0.182146,9.381,0.55,53.7742,-26.7649,5.021,0
510550,0.24106,CMB,40.3291,SH0ES,0.130654,21.0761,0.127834,10.6566,0.1,243.275,55.6117,-37.2784,0
580300,0.24072,CMB,40.4016,SH0ES,0.166736,21.1486,0.164535,9.477,0.585,130.334,44.7877,-30.1183,0
510251,0.24004,CMB,40.3847,SH0ES,0.264226,21.1317,0.262843,11.5,0.133,244.494,55.7428,-37.8445,0
18486,0.23971,CMB,40.13,SH0ES,0.180786,20.877,0.178758,7.0,,55.18,1.0031,-24.6991,0
470008,0.23954,CMB,39.9059,SH0ES,0.208409,20.6529,0.206653,10.3869,0.1,53.0828,-29.0138,7.3128,0
17884,0.23776,CMB,40.2317,SH0ES,0.172272,20.9787,0.170143,10.453,0.083,27.5998,1.1721,-33.0914,0
20768,0.23735,CMB,40.7365,SH0ES,0.305716,21.4835,0.304522,11.024,0.092,40.6259,-0.9712,-27.8916,0
420087,0.24848,CMB,40.4912,SH0ES,0.215929,21.2382,0.214234,7.0,99.0,352.767,0.1062,-30.5351,0
450082,0.24848,CMB,40.4276,SH0ES,0.195634,21.1746,0.193762,10.292,0.082,353.356,0.3105,-30.8406,0
560152,0.24851,CMB,40.3657,SH0ES,0.261564,21.1127,0.260166,11.416,0.056,334.8,1.1602,-27.0203,0
9032,0.25249,CMB,40.4066,SH0ES,0.259149,21.1536,0.257739,9.252,0.149,337.885,-0.4936,-26.021,0
550041,0.25847,CMB,40.4663,SH0ES,0.209281,21.2133,0.207532,7.4,0.1,352.54,-0.8664,-28.5996,0
6108,0.258,CMB,40.528,SH0ES,0.231214,21.275,0.229632,9.323,0.119,1.8066,0.349,-31.0302,0
8046,0.2576,CMB,40.6088,SH0ES,0.22531,21.3558,0.223687,11.335,0.082,39.1168,0.5113,-27.9004,0
18325,0.25723,CMB,40.4941,SH0ES,0.193606,21.2411,0.191714,11.5,0.138,8.9057,0.37,-31.4794,0
19207,0.25721,CMB,40.5776,SH0ES,0.249962,21.3246,0.248499,10.626,0.066,333.464,-0.9203,-23.8102,0
9457,0.25672,CMB,40.5023,SH0ES,0.251739,21.2493,0.250287,11.129,0.134,335.814,0.253,-25.7586,0
17340,0.25625,CMB,40.3729,SH0ES,0.207312,21.1199,0.205546,11.443,0.105,41.2121,0.3648,-27.3453,0
1112,0.25609,CMB,40.5593,SH0ES,0.271675,21.3063,0.27033,11.351,0.059,339.018,-0.3752,-26.1527,0
1336480,0.25605,CMB,40.6458,SH0ES,0.194176,21.3928,0.192289,10.476,0.5175,41.7246,-1.1646,-25.7023,0
5736,0.25394,CMB,40.4546,SH0ES,0.167762,21.2016,0.165575,10.474,0.179,22.8627,-0.6316,-30.164,0
17464,0.25345,CMB,40.0303,SH0ES,0.262822,20.7773,0.261432,9.285,0.142,6.6408,0.042,-31.4743,0
000034,0.25319,CMB,40.3688,SH0ES,0.15705,21.1158,0.154711,8.938,0.669,36.0664,-3.1865,-25.3984,0
310161,0.25247,CMB,40.4622,SH0ES,0.166497,21.2092,0.164293,9.577,0.348,352.966,-0.6604,-29.432,0
15161,0.24853,CMB,40.3256,SH0ES,0.178325,21.0726,0.176269,11.065,0.068,35.8429,0.819,-29.8694,0
17552,0.25191,CMB,40.4698,SH0ES,0.207347,21.2168,0.205582,10.693,0.104,322.321,-1.0032,-19.9476,0
16213,0.25077,CMB,40.3873,SH0ES,0.202604,21.1343,0.200797,7.0,,8.9711,0.2584,-32.0388,0
500004,0.25052,CMB,40.3009,SH0ES,0.188277,21.0479,0.186331,9.155,0.296,213.023,51.6739,-26.5164,0
5717,0.25037,CMB,40.5692,SH0ES,0.188725,21.3162,0.186783,9.431,0.116,17.896,-0.0059,-31.6171,0
13689,0.2503,CMB,40.4145,SH0ES,0.179616,21.1615,0.177575,10.45,0.07,4.0161,0.8076,-32.4272,0
390449,0.25008,CMB,40.3764,SH0ES,0.218218,21.1234,0.216542,7.0,,242.951,54.4558,-35.0899,0
520077,0.25004,CMB,40.5965,SH0ES,0.224495,21.3435,0.222865,11.3931,0.1,244.663,55.6842,-36.5638,0
15868,0.24974,CMB,40.3915,SH0ES,0.163714,21.1385,0.161473,10.387,0.094,38.0998,-0.7136,-27.6808,0
16106,0.24973,CMB,40.2961,SH0ES,0.206796,21.0431,0.205026,11.035,0.108,332.089,-1.1488,-23.6997,0
3199,0.24961,CMB,40.6733,SH0ES,0.220606,21.4203,0.218948,7.0,,333.293,1.0505,-26.3118,0
120585,0.24899,CMB,40.3167,SH0ES,0.167358,21.0637,0.165166,9.363,0.274,35.7735,-3.6103,-25.3474,0
19990,0.24883,CMB,40.427,SH0ES,0.180619,21.174,0.178589,10.628,0.154,34.8064,-0.3848,-28.9042,0
1317277,0.23711,CMB,40.2245,SH0ES,0.203948,20.9715,0.202153,10.05,0.0115,35.9031,-5.4815,-24.3726,0
16350,0.23684,CMB,40.2279,SH0ES,0.210237,20.9749,0.208496,10.79,0.088,323.639,-0.8858,-21.6765,0
12881,0.23671,CMB,40.119,SH0ES,0.236651,20.866,0.235106,9.679,0.113,10.1623,-0.0736,-33.3162,0
19230,0.22005,CMB,39.9228,SH0ES,0.242946,20.6698,0.241441,10.516,0.102,332.891,0.7648,-28.7501,0
030066,0.22552,CMB,40.1491,SH0ES,0.174035,20.8961,0.171928,9.134,0.243,150.183,3.404,22.5747,0
1292560,0.22482,CMB,40.1126,SH0ES,0.160616,20.8596,0.158331,8.646,0.106,35.0558,-5.3611,-25.8085,0
550096,0.22451,CMB,39.9449,SH0ES,0.245775,20.6919,0.244287,10.175,0.278,52.7766,-26.3979,4.5348,0
1304442,0.22451,CMB,40.1293,SH0ES,0.19721,20.8763,0.195353,9.568,0.0135,52.1631,-28.1083,6.3321,0
330083,0.22373,CMB,40.0162,SH0ES,0.172818,20.7632,0.170696,8.78,0.241,129.496,43.2977,-30.8366,0
14846,0.22335,CMB,40.1511,SH0ES,0.167278,20.8981,0.165084,11.075,0.059,7.6632,0.1416,-35.1216,0
13025,0.22287,CMB,40.3257,SH0ES,0.281229,21.0727,0.27993,10.836,0.052,341.567,0.4159,-31.0353,0
1331123,0.22157,CMB,40.1937,SH0ES,0.166162,20.9407,0.163954,11.23,0.0,8.0363,-42.5542,16.8468,0
480464,0.22141,CMB,40.0588,SH0ES,0.204756,20.8058,0.202968,10.917,0.028,149.8,3.2216,22.9813,0
370098,0.22141,CMB,40.0441,SH0ES,0.143254,20.7911,0.140687,10.491,0.134,150.006,2.4311,23.9549,0
15354,0.22069,CMB,40.0798,SH0ES,0.266821,20.8268,0.265452,10.783,0.081,6.7737,-0.126,-35.1349,0
7512,0.22055,CMB,40.1876,SH0ES,0.225274,20.9346,0.22365,7.0,,52.0903,-0.3261,-26.2724,0
14331,0.21976,CMB,40.2387,SH0ES,0.220195,20.9857,0.218533,9.696,0.095,7.8887,-0.1358,-35.3067,0
15229,0.22536,CMB,40.1856,SH0ES,0.197444,20.9326,0.19559,9.165,0.109,4.832,1.0907,-35.735,0
18466,0.21967,CMB,40.0882,SH0ES,0.173376,20.8352,0.171261,10.917,0.062,48.4185,0.63,-28.8799,0
000220,0.21982,CMB,40.0616,SH0ES,0.124319,20.8086,0.121352,11.335,0.122,150.537,2.7186,23.9857,0
15433,0.21935,CMB,40.1098,SH0ES,0.160031,20.8568,0.157737,10.806,0.088,14.8796,-0.2565,-35.2083,0
1302187,0.21943,CMB,40.0048,SH0ES,0.208962,20.7518,0.20721,10.95,0.873,52.1619,-27.1421,5.2945,0
1342255,0.21886,CMB,40.0296,SH0ES,0.130815,20.7766,0.127998,10.024,0.0665,40.7435,-0.2674,-30.6372,0
5533,0.21887,CMB,40.1292,SH0ES,0.218822,20.8762,0.21715,9.959,0.08,328.67,0.4134,-26.8368,0
9467,0.21885,CMB,40.1925,SH0ES,0.240729,20.9395,0.23921,10.93,0.072,328.951,1.1808,-27.8066,0
1304678,0.21884,CMB,40.1416,SH0ES,0.247596,20.8886,0.24612,11.23,0.0265,54.8701,-27.6439,6.9199,0
1290816,0.21848,CMB,40.2216,SH0ES,0.204417,20.9686,0.202626,8.859,0.009,54.1725,-27.84,6.8899,0
13641,0.21781,CMB,39.9942,SH0ES,0.174837,20.7412,0.17274,7.0,,345.219,-0.9811,-31.1376,0
20364,0.21729,CMB,40.1395,SH0ES,0.269611,20.8865,0.268256,10.389,0.079,25.7566,-0.9455,-33.6053,0
7473,0.21677,CMB,40.0932,SH0ES,0.185301,20.8402,0.183323,8.954,0.275,4.3264,-0.2573,-35.4047,0
13727,0.22534,CMB,40.1329,SH0ES,0.188923,20.8799,0.186984,9.953,0.084,317.588,0.9326,-21.7516,0
020096,0.22563,CMB,39.9865,SH0ES,0.175963,20.7335,0.17388,9.059,0.642,161.314,58.1927,-37.0486,0
13511,0.23653,CMB,40.4674,SH0ES,0.193131,21.2144,0.191234,11.411,0.122,40.6124,-0.7941,-28.1862,0
1275946,0.23212,CMB,40.2045,SH0ES,0.159507,20.9515,0.157205,8.458,0.4345,10.404,-43.6378,17.4259,0
310574,0.23649,CMB,40.2636,SH0ES,0.156727,21.0106,0.154383,10.234,0.143,352.986,0.5363,-32.328,0
15287,0.2363,CMB,40.3805,SH0ES,0.155735,21.1275,0.153376,10.621,0.152,323.96,-1.0574,-21.6713,0
19341,0.23543,CMB,40.2336,SH0ES,0.214202,20.9806,0.212494,11.015,0.083,15.8603,0.3314,-33.745,0
1298281,0.23508,CMB,40.1629,SH0ES,0.275154,20.9099,0.273826,9.297,0.0785,40.2679,-0.9553,-28.2728,0
1319366,0.23483,CMB,40.158,SH0ES,0.183242,20.905,0.181242,9.611,0.02,41.4955,-1.0881,-27.7729,0
1279500,0.23471,CMB,40.2784,SH0ES,0.167703,21.0254,0.165515,9.699,0.0695,36.9257,-4.3149,-25.5726,0
110536,0.23475,CMB,40.1912,SH0ES,0.32799,20.9382,0.326877,10.577,0.198,54.3325,-26.9017,5.4879,0
12971,0.23381,CMB,40.1389,SH0ES,0.214099,20.8859,0.21239,11.5,0.099,6.6485,-0.3021,-33.2941,0
1336687,0.23381,CMB,40.1788,SH0ES,0.292139,20.9258,0.290889,8.58,0.016,35.6058,-6.1499,-23.9821,0
350047,0.23364,CMB,40.4148,SH0ES,0.19637,21.1618,0.194504,10.491,0.02,163.262,58.1363,-35.6575,0
1292336,0.23356,CMB,40.1857,SH0ES,0.255059,20.9327,0.253626,9.099,0.015,40.9988,-0.9061,-28.2712,0
15369,0.23269,CMB,39.8341,SH0ES,0.180906,20.5811,0.17888,9.078,0.267,348.833,-0.5626,-30.7499,0
1302648,0.23171,CMB,40.0875,SH0ES,0.237265,20.8345,0.235724,10.131,0.013,10.0026,-44.0541,17.9512,0
19992,0.22632,CMB,40.3912,SH0ES,0.201078,21.1382,0.199257,10.628,54.33,357.104,-1.185,-32.3218,0
430004,0.2315,CMB,40.201,SH0ES,0.226906,20.948,0.225294,10.51,0.012,351.113,-0.7542,-31.2039,0
17875,0.23111,CMB,40.3169,SH0ES,0.189753,21.0639,0.187823,10.702,0.11,20.9834,1.255,-34.8366,0
360140,0.23083,CMB,40.2958,SH0ES,0.226289,21.0428,0.224673,8.834,1.377,185.618,47.7162,-22.3994,0
19008,0.23075,CMB,40.1049,SH0ES,0.204707,20.8519,0.202919,10.401,0.071,331.963,-1.0699,-25.3551,0
040780,0.23066,CMB,40.0717,SH0ES,0.296847,20.8187,0.295617,10.963,0.021,243.62,54.7258,-37.9823,0
000006,0.23044,CMB,40.3062,SH0ES,0.260109,21.0532,0.258704,10.793,0.055,53.3665,-28.3715,6.9244,0
21033,0.23006,CMB,40.1283,SH0ES,0.227444,20.8753,0.225836,7.0,,28.8137,0.6431,-33.1961,0
3452,0.22967,CMB,40.1351,SH0ES,0.188066,20.8821,0.186118,9.23,0.082,334.672,0.6392,-28.2734,0
13072,0.22917,CMB,40.2229,SH0ES,0.202405,20.9699,0.200596,10.874,54.96,334.96,0.0244,-27.7702,0
180561,0.22853,CMB,40.1604,SH0ES,0.308241,20.9074,0.307057,8.444,0.724,334.462,1.4684,-29.1911,0
1315259,0.22806,CMB,40.2236,SH0ES,0.183395,20.9706,0.181397,11.5,0.044,40.8641,-1.6036,-28.0938,0
1315192,0.22714,CMB,40.097,SH0ES,0.228488,20.844,0.226887,10.654,0.028,42.9859,-0.5231,-28.7223,0
1297026,0.25855,CMB,40.51,SH0ES,0.149785,21.257,0.147331,10.607,0.163,35.821,-5.1821,-23.0112,0
1289664,0.25908,CMB,40.2879,SH0ES,0.178603,21.0349,0.176551,7.0,2.0,40.8968,-1.1299,-25.7409,0
1319821,0.30881,CMB,40.9954,SH0ES,0.152417,21.7424,0.150006,10.417,0.0095,53.3579,-29.4719,6.408,0
1335694,0.25912,CMB,40.4255,SH0ES,0.162943,21.1725,0.16069,10.969,1.111,42.845,-0.6485,-25.6258,0
1119,0.29639,CMB,40.9938,SH0ES,0.366054,21.7408,0.365057,10.804,0.066,320.414,0.8947,-18.3441,0
580270,0.29576,CMB,40.9989,SH0ES,0.165779,21.7459,0.163566,9.851,0.1865,130.2,44.5906,-25.2656,0
19794,0.29568,CMB,41.0209,SH0ES,0.307913,21.7679,0.306727,11.367,0.108,359.319,0.2494,-27.3763,0
1303004,0.29496,CMB,40.762,SH0ES,0.173778,21.509,0.171668,9.369,0.2945,35.2946,-6.4631,-19.5348,0
6249,0.29354,CMB,40.857,SH0ES,0.204834,21.604,0.203047,10.047,0.107,3.2656,-0.6201,-27.1083,0
130755,0.29291,CMB,40.8268,SH0ES,0.203556,21.5738,0.201757,8.952,0.821,183.732,46.5759,-17.345,0
150509,0.2928,CMB,40.7458,SH0ES,0.174302,21.4928,0.172198,10.78,0.004,241.234,54.8781,-30.7233,0
420414,0.29246,CMB,40.6952,SH0ES,0.224836,21.4422,0.223209,11.004,0.032,334.276,0.0287,-22.4746,0
21006,0.29241,CMB,40.6378,SH0ES,0.228825,21.3848,0.227227,7.0,,47.9418,0.0919,-22.4349,0
390264,0.29208,CMB,40.4229,SH0ES,0.292471,21.1699,0.291222,9.619,0.515,243.373,53.9909,-30.5734,0
12841,0.29208,CMB,40.7505,SH0ES,0.483728,21.4975,0.482974,10.12,0.133,321.347,-1.0337,-17.2315,0
1263715,0.29186,CMB,40.7653,SH0ES,0.172199,21.5123,0.170069,8.977,0.106,41.6099,-1.5799,-22.7176,0
1291090,0.29199,CMB,40.7606,SH0ES,0.177707,21.5076,0.175644,9.711,0.0445,9.4631,-43.7215,14.4744,0
19027,0.29114,CMB,40.484,SH0ES,0.219145,21.231,0.217476,9.592,0.127,328.884,-0.372,-20.517,0
19596,0.29036,CMB,40.7861,SH0ES,0.23085,21.5331,0.229265,9.959,0.161,53.8843,0.7034,-21.2044,0
570056,0.28998,CMB,40.7298,SH0ES,0.234493,21.4768,0.232933,10.819,0.19,37.0067,-3.495,-22.1744,0
1289288,0.29001,CMB,40.7393,SH0ES,0.271437,21.4863,0.270091,10.645,0.0235,10.1789,-43.9483,14.7816,0
350180,0.28952,CMB,40.9765,SH0ES,0.256114,21.7235,0.254687,8.885,0.558,53.4627,-28.1376,5.5244,0
1310395,0.28899,CMB,40.702,SH0ES,0.277224,21.449,0.275906,7.0,2.0,36.5343,-6.76,-19.34,0
1334597,0.28896,CMB,40.6763,SH0ES,0.168052,21.4233,0.165869,8.88,0.1735,35.8313,-4.0678,-21.9705,0
2789,0.2889,CMB,40.7428,SH0ES,0.228497,21.4898,0.226897,11.224,0.16,344.202,0.4011,-25.5839,0
2165,0.28882,CMB,40.9433,SH0ES,0.226038,21.6903,0.22442,9.485,0.186,17.0917,-0.0962,-28.0052,0
091869,0.28843,CMB,40.7458,SH0ES,0.165419,21.4928,0.1632,10.347,0.444,351.908,-1.7625,-25.1756,0
