sn_name,z,z_frame,mu,mu_source,mu_err,m_b_corr,m_b_corr_err,host_logmass,host_logmass_err,ra,dec,vpec,is_calibrator
04D1pc,0.7686,CMB,43.2929,SH0ES,0.311675,24.0399,0.310504,10.418,0.1795,36.6037,-4.3994,-9.7699,0
04D4id,0.76707,CMB,43.5587,SH0ES,0.25715,24.3057,0.255729,10.324,0.196,334.089,-17.229,-2.9948,0
05D3hh,0.76668,CMB,43.3623,SH0ES,0.27025,24.1093,0.268898,10.4,0.1605,214.792,52.9593,-11.3197,0
04D1de,0.7666,CMB,43.4224,SH0ES,0.250162,24.1694,0.2487,9.64,0.1665,36.6496,-4.4226,-9.7697,0
04D1qd,0.7656,CMB,43.2369,SH0ES,0.225434,23.9839,0.223812,10.496,0.0645,36.6378,-4.1072,-9.9162,0
05D1if,0.76159,CMB,43.131,SH0ES,0.239872,23.878,0.238347,7.0,5.0,36.1239,-4.5703,-9.8073,0
05D4cn,0.76108,CMB,43.1767,SH0ES,0.236628,23.9237,0.235082,10.461,0.3055,333.381,-17.2888,-2.8934,0
05D3mn,0.76069,CMB,43.0667,SH0ES,0.201161,23.8137,0.199341,10.432,0.1145,214.689,52.3231,-11.1181,0
05D2nt,0.75904,CMB,43.2469,SH0ES,0.233153,23.9939,0.231584,9.054,0.355,150.243,2.3727,8.8506,0
04D3ks,0.75068,CMB,42.9012,SH0ES,0.318716,23.6482,0.317571,8.459,0.226,215.64,52.1852,-11.2276,0
1285160,0.74932,CMB,43.1772,SH0ES,0.163225,23.9242,0.160977,7.978,0.345,52.3989,-28.6476,2.6428,0
04D4im,0.7491,CMB,42.9396,SH0ES,0.262488,23.6866,0.261096,11.199,0.1025,333.754,-17.396,-2.9305,0
04D2kr,0.74613,CMB,42.9817,SH0ES,0.25474,23.7287,0.253305,7.0,5.0,150.156,1.7119,9.2285,0
Manipogo,0.85474,CMB,43.6168,SH0ES,0.299913,24.3638,0.298695,10.3,0.03,189.145,62.2636,-13.3104,0
Ombo,0.97424,CMB,44.1111,SH0ES,0.201519,24.8581,0.199702,9.25,0.04,53.1056,-27.7508,1.9331,0
1343871,0.63787,CMB,42.8637,SH0ES,0.31082,23.6107,0.309645,8.743,0.9285,43.5025,-0.3703,-12.3025,0
SCP05D0,1.01236,CMB,44.1177,SH0ES,0.367085,24.8647,0.36609,10.0,0.1,35.4253,-3.3648,-8.4391,0
wilson,1.9116,CMB,45.4233,SH0ES,0.358642,26.1703,0.357624,10.0,0.18,34.4431,-5.2566,-5.2911,0
stone,1.80111,CMB,45.4865,SH0ES,0.281981,26.2335,0.280685,10.0,0.31,189.32,62.2782,-8.1955,0
geta,1.69702,CMB,45.2863,SH0ES,0.38048,26.0333,0.379521,10.0,99.0,322.35,0.1402,-5.0291,0
rutledge,1.61499,CMB,45.1595,SH0ES,0.333024,25.9065,0.331927,10.0,,215.2,53.0728,-6.8872,0
Primo,1.54903,CMB,45.293,SH0ES,0.233771,26.04,0.232206,9.46,0.23,53.1584,-27.7775,1.4385,0
carter,1.54295,CMB,45.0902,SH0ES,0.371014,25.8372,0.370031,10.0,0.13,150.061,2.1924,5.4869,0
SCP06K0,1.41631,CMB,44.4579,SH0ES,0.735776,25.2049,0.735281,10.0,,219.535,34.2384,-2.3837,0
Sasquatch,1.39096,CMB,44.7944,SH0ES,0.374345,25.5414,0.37337,10.9,0.07,189.225,62.1397,-9.5207,0
Mcguire,1.3561,CMB,44.8094,SH0ES,0.238282,25.5564,0.236747,10.0,99.0,53.0418,-27.8305,1.5666,0
SCP06G4,1.35134,CMB,44.5492,SH0ES,0.31846,25.2962,0.317314,7.0,0.1,217.328,34.6437,-2.4497,0
Borg,1.34093,CMB,44.7541,SH0ES,0.306395,25.5011,0.305203,9.69,0.04,189.288,62.1914,-9.7576,0
washington,1.32911,CMB,44.8745,SH0ES,0.238344,25.6215,0.23681,10.0,99.0,53.0869,-27.8282,1.5904,0
SCP05D6,1.31311,CMB,44.7867,SH0ES,0.316349,25.5337,0.315195,10.0,0.1,35.4437,-3.3823,-7.0868,0
Inanna,1.30612,CMB,45.0197,SH0ES,0.445162,25.7667,0.444343,10.0,,53.1847,-27.9184,1.6442,0
Thoth,1.30412,CMB,44.7206,SH0ES,0.316517,25.4676,0.315363,10.9,0.06,53.1033,-27.7716,1.5944,0
Aphrodite,1.29912,CMB,44.8641,SH0ES,0.275291,25.6111,0.273963,8.76,0.09,53.1563,-27.7796,1.6056,0
Lancaster,1.23589,CMB,44.905,SH0ES,0.273735,25.652,0.2724,10.7,0.03,189.236,62.2148,-10.2917,0
SCP06H5,1.23223,CMB,44.3207,SH0ES,0.610496,25.0677,0.609899,10.0,,218.626,34.4492,-2.6146,0
Gabi,1.12085,CMB,44.4405,SH0ES,0.22363,25.1875,0.221994,8.54,0.18,189.058,62.2021,-10.9769,0
SCP06U4,1.04819,CMB,44.4229,SH0ES,0.488758,25.1699,0.488011,10.0,,356.373,-36.546,2.9791,0
Strolger,1.02781,CMB,44.5364,SH0ES,0.353385,25.2834,0.352352,9.61,0.02,189.086,62.1807,-11.6431,0
Ferguson,1.02081,CMB,43.9706,SH0ES,0.47547,24.7176,0.474703,9.02,0.04,189.105,62.2566,-11.7205,0
Eagle,1.0198,CMB,44.2757,SH0ES,0.225903,25.0227,0.224284,9.77,0.04,189.337,62.2282,-11.7178,0
05D3jb,0.74566,CMB,43.1675,SH0ES,0.195179,23.9145,0.193302,10.471,0.0465,215.542,52.8781,-11.5666,0
04D3fq,0.74269,CMB,43.0825,SH0ES,0.327179,23.8295,0.326063,9.299,0.0455,214.241,52.3795,-11.327,0
04D2ja,0.74202,CMB,43.4813,SH0ES,0.32514,24.2283,0.324017,10.991,0.0945,149.702,1.7717,9.1688,0
05D3jk,0.73668,CMB,42.992,SH0ES,0.21489,23.739,0.213187,9.457,0.3105,214.198,52.5925,-11.4807,0
03D4cz,0.69316,CMB,42.9162,SH0ES,0.318024,23.6632,0.316876,10.389,0.245,334.174,-17.9263,-2.916,0
06D3em,0.69065,CMB,42.9143,SH0ES,0.425857,23.6613,0.425,9.459,0.2445,214.848,53.023,-12.2919,0
1262214,0.68937,CMB,43.0444,SH0ES,0.271991,23.7914,0.270648,8.864,0.0575,53.5027,-28.6602,2.9794,0
1262715,0.68937,CMB,42.8535,SH0ES,0.15677,23.6005,0.154427,11.052,0.3255,53.37,-28.4427,2.8583,0
05D1ke,0.68867,CMB,42.8137,SH0ES,0.226508,23.5607,0.224893,8.851,0.3325,36.6929,-4.8625,-10.3943,0
04D4ic,0.68517,CMB,43.0166,SH0ES,0.366173,23.7636,0.365177,9.325,0.155,333.591,-17.9435,-2.8509,0
06D3cc,0.68365,CMB,43.1716,SH0ES,0.407734,23.9186,0.406839,10.083,0.127,214.382,52.9125,-12.3107,0
05D2bt,0.68195,CMB,42.8376,SH0ES,0.239367,23.5846,0.23784,7.0,5.0,150.418,2.5662,9.5415,0
03D1co,0.67767,CMB,43.2251,SH0ES,0.311797,23.9721,0.310626,8.647,0.284,36.5677,-4.9351,-10.5042,0
05D3mh,0.67065,CMB,43.0677,SH0ES,0.274795,23.8147,0.273465,10.078,0.2765,214.749,52.6676,-12.4066,0
05D3hs,0.66463,CMB,42.8698,SH0ES,0.233989,23.6168,0.232426,9.004,0.13,215.307,52.9038,-12.6268,0
04D1sk,0.66207,CMB,42.9793,SH0ES,0.279772,23.7263,0.278466,10.416,0.15,36.0949,-4.3536,-11.0185,0
1334707,0.64964,CMB,42.7805,SH0ES,0.149571,23.5275,0.147114,9.267,0.2315,51.7764,-28.6278,2.8487,0
05D3kt,0.64863,CMB,42.7335,SH0ES,0.310678,23.4805,0.309502,9.138,0.1745,214.974,52.743,-12.7764,0
1338266,0.64846,CMB,43.0397,SH0ES,0.272369,23.7867,0.271027,8.965,0.3485,34.905,-5.8691,-10.6006,0
05D3lb,0.64763,CMB,42.819,SH0ES,0.288435,23.566,0.287168,8.931,0.23,214.382,53.1679,-12.9571,0
05D3ax,0.64363,CMB,42.8034,SH0ES,0.316528,23.5504,0.315374,8.442,0.39,214.823,52.6875,-12.8139,0
04D3cy,0.64364,CMB,42.7992,SH0ES,0.309841,23.5462,0.308662,9.98,0.212,214.552,52.6583,-12.7833,0
1308568,0.64305,CMB,42.3609,SH0ES,0.407842,23.1079,0.406947,8.873,0.2085,33.8732,-5.0525,-11.1669,0
05D2ec,0.6419,CMB,42.8476,SH0ES,0.256941,23.5946,0.255519,9.997,0.0565,149.859,2.0136,10.1652,0
1334879,0.63936,CMB,42.79,SH0ES,0.171844,23.537,0.16971,9.666,0.025,52.4089,-28.2164,2.7727,0
1337325,0.63866,CMB,42.7804,SH0ES,0.261646,23.5274,0.26025,7.0,2.0,35.135,-4.6525,-11.2937,0
05D4ag,0.63823,CMB,42.6594,SH0ES,0.367516,23.4064,0.366523,8.381,0.3925,333.448,-18.1653,-2.8787,0
04D4ib,0.69716,CMB,42.9692,SH0ES,0.212738,23.7162,0.211018,10.994,0.118,334.174,-18.1051,-2.8183,0
06D4ba,0.69816,CMB,42.9671,SH0ES,0.342807,23.7141,0.341743,8.544,0.424,333.899,-18.2291,-2.72,0
05D4bj,0.69916,CMB,42.9402,SH0ES,0.338462,23.6872,0.337384,9.265,0.0965,333.749,-18.1334,-2.7401,0
06D3gh,0.72067,CMB,43.0459,SH0ES,0.305174,23.7929,0.303977,9.3,0.2445,214.631,52.4429,-11.6381,0
05D2ct,0.73602,CMB,43.1675,SH0ES,0.425639,23.9145,0.424782,9.761,0.0685,150.426,2.1238,9.1907,0
05D1eo,0.73562,CMB,43.1807,SH0ES,0.25711,23.9277,0.255688,11.125,0.177,36.3464,-4.6427,-10.013,0
05D2fq,0.73501,CMB,43.2537,SH0ES,0.224615,24.0007,0.222986,10.875,0.1345,149.785,2.602,8.8986,0
04D2gp,0.734,CMB,43.22,SH0ES,0.388289,23.967,0.387349,8.834,0.23,149.835,2.5089,8.9586,0
04D1pp,0.73362,CMB,42.9845,SH0ES,0.195902,23.7315,0.194032,11.382,0.0895,36.302,-4.7016,-10.014,0
1329166,0.73163,CMB,43.1799,SH0ES,0.196424,23.9269,0.194559,9.996,0.9185,52.3035,-28.9116,2.7973,0
06D4bw,0.73012,CMB,42.9186,SH0ES,0.321961,23.6656,0.320827,9.276,0.1495,333.766,-17.8835,-2.767,0
1304127,0.72861,CMB,43.005,SH0ES,0.283498,23.752,0.282209,9.315,0.7895,35.1805,-6.9511,-9.1909,0
06D3bz,0.72767,CMB,43.008,SH0ES,0.257091,23.755,0.25567,10.293,0.062,214.292,53.0248,-11.7796,0
06D3do,0.72667,CMB,43.0811,SH0ES,0.248363,23.8281,0.246891,8.709,0.183,214.247,52.8825,-11.7255,0
05D4ev,0.72013,CMB,43.1612,SH0ES,0.243162,23.9082,0.241658,10.883,0.0615,333.377,-17.7008,-2.8268,0
05D4cq,0.69916,CMB,43.0691,SH0ES,0.215345,23.8161,0.213646,10.554,0.1595,333.54,-18.2267,-2.6674,0
04D1aj,0.71964,CMB,42.97,SH0ES,0.342226,23.717,0.34116,7.0,5.0,36.4748,-4.9946,-10.0174,0
1331993,0.71962,CMB,43.1638,SH0ES,0.204549,23.9108,0.202759,8.931,0.0265,35.9718,-4.4593,-10.3024,0
05D3jh,0.71867,CMB,42.8739,SH0ES,0.18843,23.6209,0.186486,10.815,0.1385,214.356,52.6188,-11.715,0
05D3gv,0.71565,CMB,42.9944,SH0ES,0.245932,23.7414,0.244445,10.726,0.113,215.247,53.1789,-12.0502,0
05D2le,0.70198,CMB,43.0433,SH0ES,0.252753,23.7903,0.251306,8.033,0.69,150.479,2.0929,9.5476,0
04D2iu,0.70197,CMB,42.8962,SH0ES,0.462713,23.6432,0.461925,7.0,5.0,150.305,2.415,9.3797,0
04D4hu,0.70115,CMB,43.0968,SH0ES,0.261582,23.8438,0.260185,9.475,0.222,333.901,-17.8389,-2.8928,0
04D1si,0.70064,CMB,42.917,SH0ES,0.223194,23.664,0.221555,10.638,0.127,36.2033,-4.569,-10.4416,0
05D2ck,0.69997,CMB,43.1147,SH0ES,0.29538,23.8617,0.294144,10.941,0.095,150.188,2.5729,9.3137,0
1335718,0.69933,CMB,43.1107,SH0ES,0.155898,23.8577,0.153542,8.642,0.5365,52.3094,-28.3854,2.6513,0
03D1ax,0.49572,CMB,42.0817,SH0ES,0.153945,22.8287,0.151559,11.5,0.1125,36.0972,-4.7207,-13.6507,0
1305504,0.4956,CMB,42.1453,SH0ES,0.120919,22.8923,0.117866,10.953,0.0735,36.0584,-5.1646,-13.3948,0
1343208,0.49501,CMB,42.0821,SH0ES,0.165011,22.8291,0.162788,10.385,0.031,52.8465,-28.5442,3.6797,0
1343533,0.36844,CMB,41.5479,SH0ES,0.336428,22.2949,0.335343,10.759,0.1305,7.3584,-42.2673,10.7923,0
350083,0.3678,CMB,41.2627,SH0ES,0.165575,22.0097,0.163359,9.755,0.426,130.138,44.3739,-20.9228,0
1308582,0.36705,CMB,41.2088,SH0ES,0.151911,21.9558,0.149493,10.698,0.01,37.1372,-4.3728,-17.5331,0
190209,0.36648,CMB,41.2327,SH0ES,0.155657,21.9797,0.153297,11.5,0.093,333.082,1.0359,-19.0332,0
100358,0.36613,CMB,41.136,SH0ES,0.226225,21.883,0.224608,9.553,0.972,352.444,0.5905,-22.4201,0
560121,0.36491,CMB,41.4626,SH0ES,0.291566,22.2096,0.290313,8.461,0.1,36.3388,-4.3953,-17.7473,0
1346137,0.36326,CMB,41.364,SH0ES,0.215101,22.111,0.2134,10.093,0.101,53.2592,-26.8541,3.5115,0
1294014,0.36272,CMB,41.2452,SH0ES,0.209997,21.9922,0.208254,9.451,0.622,42.8035,-0.6691,-19.3605,0
420417,0.36138,CMB,41.1159,SH0ES,0.288022,21.8629,0.286753,10.934,0.067,333.495,-0.1916,-18.4619,0
470244,0.36081,CMB,41.4328,SH0ES,0.197529,22.1798,0.195675,9.115,0.901,130.408,43.7715,-20.7789,0
160126,0.36023,CMB,41.0791,SH0ES,0.230289,21.8261,0.2287,10.914,0.088,163.283,57.2013,-24.1796,0
050293,0.36005,CMB,41.187,SH0ES,0.191161,21.934,0.189244,8.555,8.052,244.449,55.3023,-26.7242,0
1307830,0.35949,CMB,41.4213,SH0ES,0.15447,22.1683,0.152092,10.399,0.063,53.2945,-27.9578,4.4292,0
160070,0.35897,CMB,41.4429,SH0ES,0.171109,22.1899,0.168965,11.119,0.008,243.192,54.8737,-26.2898,0
1280217,0.35901,CMB,41.1532,SH0ES,0.305677,21.9002,0.304482,8.92,0.1485,40.8943,-1.5184,-19.309,0
04D2fs,0.35858,CMB,41.1484,SH0ES,0.288995,21.8954,0.287731,8.386,0.294,150.092,1.7654,16.5283,0
04D3fk,0.35833,CMB,41.2423,SH0ES,0.215992,21.9893,0.214298,10.189,0.0765,214.609,52.5285,-20.4581,0
1334423,0.35791,CMB,41.3539,SH0ES,0.215252,22.1009,0.213552,9.499,0.0825,42.2137,-0.1522,-20.1008,0
1688,0.35767,CMB,41.3574,SH0ES,0.291964,22.1044,0.290713,10.379,0.125,321.358,0.3245,-15.5707,0
05D2mp,0.35527,CMB,41.4647,SH0ES,0.223042,22.2117,0.221402,8.657,0.1825,149.786,2.204,16.245,0
160197,0.35361,CMB,41.3657,SH0ES,0.191944,22.1127,0.190035,10.158,0.073,241.617,53.8718,-25.6572,0
120400,0.35156,CMB,41.3343,SH0ES,0.138963,22.0813,0.136315,9.83,0.04,149.628,2.8718,15.8428,0
05D2hc,0.35157,CMB,41.4798,SH0ES,0.209505,22.2268,0.207758,10.977,0.092,150.019,1.886,16.7029,0
050296,0.35087,CMB,41.2532,SH0ES,0.161378,22.0002,0.159103,10.905,0.029,243.451,55.6085,-27.2996,0
04D1hd,0.36791,CMB,41.4699,SH0ES,0.158375,22.2169,0.156057,8.199,0.0905,36.5368,-4.1096,-17.8129,0
1283936,0.36862,CMB,41.463,SH0ES,0.345551,22.21,0.344494,9.65,0.0185,8.8776,-44.3713,12.4563,0
1292145,0.49246,CMB,42.2783,SH0ES,0.335403,23.0253,0.334315,9.218,0.3125,53.6305,-29.6489,4.5164,0
15704,0.36952,CMB,41.4498,SH0ES,0.244353,22.1968,0.242857,10.933,0.115,40.2107,0.6588,-20.5501,0
040150,0.38174,CMB,41.5615,SH0ES,0.198898,22.3085,0.197057,8.413,0.738,162.098,57.1482,-23.1195,0
000011,0.3816,CMB,41.6775,SH0ES,0.218983,22.4245,0.217312,11.5,0.1,149.976,2.4119,15.2154,0
1299785,0.38131,CMB,41.4549,SH0ES,0.20413,22.2019,0.202337,10.185,0.0105,53.9115,-28.3193,4.6369,0
110425,0.38083,CMB,41.4511,SH0ES,0.201434,22.1981,0.199616,9.563,0.342,132.012,44.4493,-19.918,0
500057,0.38052,CMB,41.4614,SH0ES,0.188044,22.2084,0.186096,9.102,8.025,214.473,53.8417,-20.381,0
320099,0.37989,CMB,41.4154,SH0ES,0.163795,22.1624,0.161555,10.7107,0.1,36.0675,-3.916,-17.5651,0
7779,0.37986,CMB,41.2959,SH0ES,0.219919,22.0429,0.218255,11.174,0.153,310.08,-0.0072,-10.9475,0
590031,0.37859,CMB,41.4271,SH0ES,0.182401,22.1741,0.180392,10.283,0.147,149.073,2.0023,15.3693,0
1282736,0.37798,CMB,41.3598,SH0ES,0.223183,22.1068,0.221544,10.603,0.0155,35.8093,-6.2681,-15.9435,0
1299643,0.37678,CMB,41.4155,SH0ES,0.15471,22.1625,0.152336,9.253,0.028,55.1026,-26.7221,3.7503,0
16232,0.37426,CMB,41.4722,SH0ES,0.234786,22.2192,0.233228,10.651,0.173,17.2054,-0.9896,-21.9358,0
05D4cw,0.37351,CMB,41.3114,SH0ES,0.133039,22.0584,0.13027,10.503,0.0725,333.709,-17.7388,-4.8316,0
05D4fo,0.3715,CMB,41.4289,SH0ES,0.165418,22.1759,0.1632,8.381,0.3655,333.837,-17.2681,-5.2531,0
000199,0.3716,CMB,41.3842,SH0ES,0.116639,22.1312,0.11347,10.475,0.379,151.231,2.5909,15.7583,0
1291957,0.37143,CMB,41.334,SH0ES,0.168104,22.081,0.165922,7.0,2.0,7.2,-43.5623,11.7592,0
320469,0.37087,CMB,41.4098,SH0ES,0.39052,22.1568,0.389586,11.5,0.199,34.4183,-4.8371,-17.5088,0
390471,0.37053,CMB,41.0698,SH0ES,0.135854,21.8168,0.133144,10.504,0.209,214.52,53.014,-20.2286,0
05D3jr,0.37053,CMB,41.273,SH0ES,0.282407,22.02,0.281113,8.008,0.833,214.87,52.8648,-20.1544,0
13136,0.37046,CMB,41.6395,SH0ES,0.256631,22.3865,0.255207,11.433,0.093,6.1407,-0.2791,-22.6729,0
05D4bm,0.37051,CMB,41.3833,SH0ES,0.160025,22.1303,0.157731,9.047,0.077,334.269,-17.6776,-5.0388,0
04D2cf,0.37059,CMB,41.3759,SH0ES,0.163241,22.1229,0.160993,10.809,0.1575,150.484,1.8795,16.1049,0
510578,0.37012,CMB,41.3794,SH0ES,0.188778,22.1264,0.186837,9.8142,0.1,241.233,53.9121,-24.6625,0
18091,0.36977,CMB,41.2185,SH0ES,0.255045,21.9655,0.253612,10.972,0.086,23.3675,0.5247,-22.8517,0
000196,0.35066,CMB,41.2342,SH0ES,0.163121,21.9812,0.160871,9.66,0.254,150.115,2.694,16.1341,0
1248677,0.35017,CMB,41.1867,SH0ES,0.147015,21.9337,0.144515,9.845,0.014,53.6462,-28.127,4.7492,0
20186,0.34957,CMB,41.4873,SH0ES,0.287684,22.2343,0.286414,7.0,,357.295,0.7979,-24.0098,0
440185,0.34952,CMB,41.1526,SH0ES,0.205831,21.8996,0.204053,7.0,99.0,54.3495,-28.44,5.1868,0
100206,0.21653,CMB,39.8253,SH0ES,0.141535,20.5723,0.138936,11.5,0.013,52.5182,-28.2567,6.832,0
500511,0.3349,CMB,41.0251,SH0ES,0.171864,21.7721,0.16973,9.633,0.836,184.696,47.6473,-16.3906,0
16093,0.33439,CMB,41.1204,SH0ES,0.23572,21.8674,0.234169,10.215,0.123,350.362,1.1325,-24.2804,0
1346956,0.33353,CMB,41.0366,SH0ES,0.176123,21.7836,0.174041,7.0,2.0,54.3435,-28.8264,5.7196,0
1309492,0.33353,CMB,41.0025,SH0ES,0.141896,21.7495,0.139304,9.562,0.0665,53.3008,-28.0249,4.7713,0
130862,0.3329,CMB,41.3299,SH0ES,0.201675,22.0769,0.199859,9.5892,0.1,184.002,47.9204,-16.7148,0
1306141,0.3324,CMB,40.977,SH0ES,0.159233,21.724,0.156927,9.678,0.075,54.8978,-28.9108,5.9536,0
470041,0.33179,CMB,41.0149,SH0ES,0.143999,21.7619,0.141445,11.162,0.018,131.337,44.7548,-22.7415,0
370344,0.33155,CMB,41.1012,SH0ES,0.166036,21.8482,0.163826,9.538,0.1,150.174,1.8316,17.633,0
20106,0.33137,CMB,41.2335,SH0ES,0.285481,21.9805,0.284201,10.277,0.198,346.554,0.329,-23.214,0
580235,0.33154,CMB,41.0301,SH0ES,0.218692,21.7771,0.217018,9.2832,0.1,150.235,2.5796,17.0512,0
03D1fc,0.33094,CMB,41.0098,SH0ES,0.137116,21.7568,0.134432,10.391,0.036,36.4316,-4.1441,-19.4532,0
370394,0.3308,CMB,40.996,SH0ES,0.212048,21.743,0.210322,10.291,6.456,132.379,45.0022,-22.7043,0
480184,0.3308,CMB,41.1586,SH0ES,0.239453,21.9056,0.237926,11.073,0.04,129.736,43.3139,-22.2102,0
4241,0.33052,CMB,41.1689,SH0ES,0.23109,21.9159,0.229507,9.261,0.21,12.2377,-0.9057,-24.5151,0
1338675,0.33048,CMB,41.1674,SH0ES,0.214426,21.9144,0.21272,9.507,0.017,36.7437,-4.9677,-18.7455,0
120369,0.33055,CMB,41.2306,SH0ES,0.131607,21.9776,0.128807,10.563,0.166,150.995,2.2624,17.5466,0
13830,0.32985,CMB,40.8444,SH0ES,0.209813,21.5914,0.208068,11.174,0.075,351.562,-0.3823,-23.573,0
1301933,0.3296,CMB,41.1031,SH0ES,0.114803,21.8501,0.111583,10.006,0.0995,36.6637,-4.9708,-18.7847,0
540163,0.32943,CMB,41.2391,SH0ES,0.162498,21.9861,0.16024,10.359,0.374,36.0723,-3.3093,-20.2573,0
13934,0.32931,CMB,41.4109,SH0ES,0.310571,22.1579,0.309396,10.791,0.119,342.111,-0.4353,-21.8579,0
1316465,0.3291,CMB,41.0566,SH0ES,0.165152,21.8036,0.16293,9.316,0.0565,52.7975,-27.9593,4.6372,0
6924,0.3286,CMB,40.9276,SH0ES,0.222195,21.6746,0.220549,7.0,,358.969,0.877,-25.5238,0
1314897,0.33663,CMB,41.0367,SH0ES,0.18424,21.7837,0.182251,11.148,0.0,36.6066,-4.1552,-19.1161,0
470015,0.33752,CMB,41.1678,SH0ES,0.278653,21.9148,0.277342,11.5,0.064,54.1486,-28.6251,5.4459,0
040782,0.33739,CMB,41.0098,SH0ES,0.23724,21.7568,0.235699,10.152,0.358,242.077,54.9081,-27.4723,0
470110,0.34547,CMB,41.2033,SH0ES,0.23021,21.9503,0.228622,10.57,0.018,52.0706,-28.6233,4.8209,0
05D2ie,0.34956,CMB,41.3756,SH0ES,0.171432,22.1226,0.169292,9.287,0.0525,150.262,2.6581,16.2452,0
04D2mc,0.34957,CMB,41.005,SH0ES,0.226318,21.752,0.224702,10.96,0.118,150.148,1.7842,16.8833,0
380279,0.34946,CMB,41.2033,SH0ES,0.168604,21.9503,0.166428,10.971,0.026,149.827,2.9349,15.9341,0
070955,0.3492,CMB,41.1406,SH0ES,0.157954,21.8876,0.155629,9.513,0.464,241.475,55.1978,-26.7751,0
1258906,0.34918,CMB,41.282,SH0ES,0.206036,22.029,0.204259,9.195,0.017,10.262,-44.3941,13.0328,0
160198,0.34899,CMB,41.2499,SH0ES,0.158604,21.9969,0.156289,9.881,0.717,242.905,53.9703,-26.2462,0
330089,0.34872,CMB,41.3721,SH0ES,0.218415,22.1191,0.21674,9.651,0.264,36.1903,-4.8221,-18.1298,0
050301,0.34704,CMB,41.1174,SH0ES,0.244272,21.8644,0.242775,10.5212,0.1,244.724,55.7829,-27.9114,0
310090,0.34686,CMB,41.4163,SH0ES,0.370346,22.1633,0.36936,11.5,0.017,351.308,-0.6051,-22.3822,0
03D1bp,0.34594,CMB,41.3318,SH0ES,0.136683,22.0788,0.13399,10.821,0.1235,36.6572,-4.8388,-18.1542,0
1329312,0.34479,CMB,41.2333,SH0ES,0.171671,21.9803,0.169534,11.115,0.0305,36.2633,-5.5418,-17.7164,0
04D3kr,0.33753,CMB,41.1477,SH0ES,0.176101,21.8947,0.174019,9.287,0.0665,214.15,52.4789,-21.4147,0
350606,0.3445,CMB,41.2914,SH0ES,0.299203,22.0384,0.297982,10.6991,0.1,54.2033,-26.7605,3.8351,0
1346387,0.34448,CMB,41.3081,SH0ES,0.152468,22.0551,0.150058,10.812,0.0525,52.695,-28.6493,5.0032,0
1336009,0.34176,CMB,41.2122,SH0ES,0.321008,21.9592,0.319871,9.634,0.081,8.9162,-44.8937,13.6972,0
2533,0.34101,CMB,41.0641,SH0ES,0.255103,21.8111,0.25367,9.755,0.188,31.2207,-0.3265,-22.8416,0
320258,0.3409,CMB,41.0587,SH0ES,0.1943,21.8057,0.192415,10.956,0.045,34.748,-4.8807,-18.6863,0
04D3nh,0.34051,CMB,41.1737,SH0ES,0.192422,21.9207,0.190519,9.356,0.0205,215.611,52.3334,-21.3099,0
1343337,0.339,CMB,41.0555,SH0ES,0.356511,21.8025,0.355487,9.832,0.0825,54.5592,-28.7099,5.6006,0
580276,0.33851,CMB,41.1131,SH0ES,0.200412,21.8601,0.198585,10.421,0.108,53.5214,-28.8077,5.421,0
380318,0.33825,CMB,41.145,SH0ES,0.211242,21.892,0.20951,11.443,0.016,150.413,3.2498,16.289,0
1300912,0.3378,CMB,41.1537,SH0ES,0.233862,21.9007,0.232298,9.744,0.0145,52.0379,-27.5329,3.9852,0
580275,0.3825,CMB,41.3726,SH0ES,0.265174,22.1196,0.263796,11.33,0.127,54.1391,-28.6139,4.8943,0
1343401,0.38284,CMB,41.3678,SH0ES,0.206585,22.1148,0.204813,10.74,0.073,34.5721,-5.6549,-16.4318,0
1281886,0.38394,CMB,41.5182,SH0ES,0.20184,22.2652,0.200026,9.727,0.1685,41.7252,-1.0099,-18.4519,0
100101,0.42967,CMB,41.9219,SH0ES,0.19807,22.6689,0.196222,11.5,0.16,132.141,43.9852,-17.7323,0
04D3gt,0.45155,CMB,41.7162,SH0ES,0.305385,22.4632,0.304189,11.34,0.0945,215.636,52.6469,-17.0711,0
120094,0.45169,CMB,41.9923,SH0ES,0.154715,22.7393,0.152341,11.5,7.62,150.526,2.0878,13.5622,0
04D2gb,0.45169,CMB,41.5892,SH0ES,0.225346,22.3362,0.223723,10.246,0.09,150.594,1.8942,13.6972,0
520016,0.451,CMB,41.9281,SH0ES,0.213431,22.6751,0.211716,10.011,0.385,185.338,46.9708,-12.3378,0
050580,0.4506,CMB,41.6446,SH0ES,0.157686,22.3916,0.155357,10.422,0.14,212.991,52.0718,-16.5137,0
1320166,0.44896,CMB,41.9875,SH0ES,0.215648,22.7345,0.213951,7.0,2.0,9.3464,-43.8719,10.2428,0
1328066,0.4489,CMB,41.8853,SH0ES,0.221814,22.6323,0.220164,9.902,0.0275,7.3173,-42.0522,9.0248,0
040137,0.44756,CMB,41.8552,SH0ES,0.223954,22.6022,0.222321,8.743,0.953,214.46,52.801,-17.1789,0
1291080,0.44384,CMB,41.8069,SH0ES,0.290347,22.5539,0.289089,8.582,0.172,35.6846,-6.0636,-14.1164,0
06D2gb,0.44368,CMB,41.793,SH0ES,0.182219,22.54,0.180208,10.905,0.1245,150.198,1.9854,13.7614,0
