AGC,RAJ2000,DEJ2000,cz,rgal,Vgal
31193,15 28 02.7,-26 30 03,6734,5736,998
250896,15 29 21.9,+09 05 27,10116,11690,-1574
9873,15 29 50.5,+42 37 44,5711,4546,1202
31205,15 29 55.0,-26 35 45,6147,5681,466
31206,15 29 55.4,-18 37 02,7241,8199,-958
9896,15 31 45.3,+67 33 20,6479,8332,-1853
31212,15 31 57.1,-24 46 20,4601,4418,183
31217,15 32 17.4,-20 28 19,6872,5115,1757
9888,15 33 05.7,-01 37 42,2951,2473,478
9906,15 33 27.8,+56 33 32,701,1982,-1281
9914,15 34 02.2,+56 41 07,3460,3671,-211
9901,15 34 26.9,+12 16 10,3305,3851,-541
9905,15 34 42.9,+08 20 02,6024,9162,-3138
9919,15 35 39.7,+12 36 22,3319,3771,-461
9926,15 36 31.7,+16 36 27,2087,2926,-872
9925,15 36 32.0,+16 26 22,2039,3338,-1284
31233,15 36 37.9,-18 47 08,6634,6459,175
9935,15 37 36.2,+05 58 25,1588,1914,-358
9943,15 38 30.0,+12 11 10,2089,2079,-46
31241,15 38 57.3,-22 39 55,5918,6197,-279
31244,15 39 19.7,-29 59 48,5693,4169,1524
9969,15 39 36.7,+59 19 52,2555,2905,-266
9971,15 39 57.4,+58 04 47,3044,3463,-85
31252,15 40 20.8,-18 26 38,7192,6628,564
31251,15 40 25.9,-29 06 20,4120,4220,-100
9975,15 41 22.6,+28 13 46,9725,3698,6027
9977,15 41 59.6,+00 42 46,2054,2025,29
9987,15 42 53.0,+14 13 54,1230,1567,-356
31263,15 42 56.9,-18 23 52,10294,8823,1471
9990,15 43 29.9,+04 47 39,6569,7090,-521
31271,15 44 32.8,-25 22 29,5851,7443,-1592
10006,15 44 42.9,+32 24 13,9531,9764,-672
10000,15 44 49.5,+03 57 22,3673,6292,-2619
10022,15 44 53.6,+57 21 40,3981,5633,-1652
31274,15 44 59.7,-25 15 33,9102,9313,-211
31270,15 48 14.6,-78 10 43,2764,1847,917
31275,15 48 16.1,-75 40 22,2999,3077,-78
10042,15 48 57.1,+07 13 18,4347,4929,-582
31297,15 49 37.1,-40 19 35,4641,3853,788
31301,15 49 54.2,-21 02 58,7435,8872,-1437
550113,15 50 02.1,-02 49 28,8468,7011,1457
10056,15 50 22.7,+18 56 20,3936,2857,1079
10075,15 51 25.4,+62 18 38,850,1415,-527
31316,15 53 00.8,-27 17 28,8848,10649,-1801
31318,15 53 04.5,-24 38 09,5827,4771,1056
10081,15 54 19.0,+00 32 34,2154,1481,661
10094,15 55 45.3,+24 29 37,9845,10712,-867
31331,15 56 28.4,-36 53 57,5907,5417,490
251371,15 57 35.6,+18 01 48,9509,8418,1091
251498,15 57 46.3,+16 22 24,10972,11085,-113
251753,15 57 46.9,+16 16 34,10724,7763,2961
251744,15 57 51.3,+16 21 44,11582,12999,-1417
251746,15 58 22.4,+16 06 10,11679,12168,-489
251400,15 58 53.9,+14 58 53,10686,11301,-615
251413,15 59 21.0,+15 08 20,12908,11015,1893
31348,15 59 23.8,-25 20 34,8483,9848,-1365
10121,15 59 45.8,+18 48 03,8973,12252,-3279
251424,15 59 58.6,+15 35 28,10202,12857,-2655
251503,16 00 06.8,+15 01 11,10273,9203,1070
251434,16 00 35.6,+15 41 07,10795,6919,3876
251436,16 00 42.9,+16 43 03,10749,7759,2990
251442,16 00 52.1,+17 32 42,13286,12751,535
251445,16 00 56.2,+15 31 33,11679,7177,4502
10136,16 01 01.9,+36 35 27,9442,8798,644
251509,16 01 12.3,+15 45 22,11532,11150,382
10131,16 01 14.3,+14 04 43,11818,13510,-1692
251511,16 01 18.6,+15 35 31,9991,9442,549
10133,16 01 34.0,+01 42 28,2034,2134,8
10137,16 01 49.7,+08 08 52,5356,5296,60
251473,16 01 56.1,+13 24 23,11859,13251,-1392
31365,16 02 34.6,-25 48 21,7549,5773,1776
10212,16 03 00.6,+77 36 21,3918,4771,-853
31370,16 03 14.5,-22 19 20,5658,5485,173
10166,16 03 52.2,+39 59 02,9346,8924,422
260947,16 04 15.9,+16 27 37,12880,13499,-619
260091,16 04 30.4,+17 28 09,11979,9446,2533
260112,16 04 45.5,+17 26 54,10725,7660,3065
260953,16 04 58.6,+16 48 35,13023,15342,-2319
10177,16 05 07.8,+17 45 26,10074,10444,-308
10180,16 05 12.6,+17 25 20,10510,8510,2000
260146,16 05 15.2,+17 32 21,12323,10890,1433
261199,16 05 20.5,+14 44 21,12585,13774,-1189
10190,16 05 26.3,+17 41 47,11163,10705,458
260165,16 05 30.9,+17 46 13,11275,8915,2360
260183,16 05 36.6,+22 11 09,12064,8097,3967
261206,16 05 40.8,+14 47 58,12280,7772,4508
260184,16 05 42.0,+17 47 59,10292,12374,-2082
260186,16 05 44.2,+17 21 43,10521,13614,-3093
10195,16 05 52.3,+18 13 13,10809,12287,-1478
260959,16 05 57.8,+16 27 54,12953,16649,-3696
260202,16 06 00.4,+18 11 42,11218,14071,-2853
260208,16 06 01.9,+18 40 13,11667,10555,1112
260212,16 06 12.0,+17 18 06,10117,9252,865
260214,16 06 14.2,+18 24 52,11157,11750,-593
260226,16 06 33.2,+17 46 33,11546,14114,-2568
261203,16 06 42.5,+15 35 34,11726,11052,674
260230,16 06 44.5,+18 14 45,11689,11669,20
260239,16 06 48.2,+17 38 53,11332,8324,3008
260245,16 06 57.0,+17 51 24,11565,9253,2312
260247,16 07 01.8,+18 01 17,10913,10106,807
10210,16 07 13.0,+07 58 43,2943,3281,-338
10218,16 07 58.3,+10 46 45,4974,4840,134
10219,16 08 17.0,+07 32 16,1462,1828,-272
31390,16 08 34.1,-25 01 11,7224,6709,515
260963,16 08 37.0,+15 52 36,9384,9147,237
260284,16 08 45.5,+16 45 30,10709,10158,551
10226,16 09 00.6,+35 47 35,9119,9031,88
31397,16 09 45.3,-29 00 24,4481,5229,-748
10232,16 09 50.7,+20 10 39,3394,3487,-80
10233,16 09 51.3,+22 36 54,9893,8874,1019
10236,16 10 05.0,+22 38 00,10020,12966,-2946
260302,16 10 51.1,+17 03 33,10231,10829,-598
10282,16 12 57.5,+32 30 45,9321,5606,3755
10286,16 13 25.4,+32 17 08,9431,7533,1828
10287,16 14 03.2,+14 16 55,9181,11069,-1890
260350,16 14 28.1,+29 58 32,10233,12790,-2557
10297,16 15 28.9,+18 54 18,2375,2833,-458
10306,16 16 43.6,+00 14 46,9266,8670,596
10328,16 18 47.3,+07 24 39,1527,1890,-150
10350,16 21 48.5,-02 17 02,1654,1617,37
10373,16 24 42.2,+07 10 57,7748,6584,1102
10388,16 27 02.9,+16 22 55,4684,5488,-804
10394,16 27 50.2,-01 45 50,5731,5834,-103
10406,16 29 16.5,+03 06 55,10127,12449,-2322
10413,16 29 27.1,+21 20 12,3036,3394,-358
10416,16 30 20.4,+08 37 43,6272,11885,-5613
260934,16 31 06.8,+39 25 49,18873,21454,-2581
31467,16 31 35.8,-67 52 02,4828,5827,-999
10442,16 31 40.8,+59 37 34,5628,5915,-287
31474,16 32 00.6,-29 33 14,5369,5705,-336
10439,16 32 21.1,+19 49 31,2413,2922,-491
10445,16 33 47.6,+28 59 04,994,2177,-1183
10478,16 35 44.1,+68 25 40,7609,9046,-1435
31484,16 36 35.1,-66 00 23,4854,4342,512
10475,16 37 53.5,+07 33 44,9533,8999,534
560008,16 38 08.1,-04 49 15,1633,1604,29
31493,16 39 06.8,-66 54 38,6701,7122,-421
10504,16 40 22.6,+33 40 46,9272,8020,1252
560012,16 42 03.1,-05 01 57,1617,1691,-74
10521,16 43 03.8,+36 49 58,861,1346,-482
10537,16 43 20.1,+70 37 56,4412,1236,3176
10546,16 44 34.2,+70 46 49,1252,1856,-628
10542,16 45 07.6,+61 50 22,5893,6690,-797
31503,16 45 55.1,-81 27 25,8572,7233,1339
10564,16 46 22.7,+70 21 18,1102,1892,-790
31530,16 46 35.5,-31 35 22,6703,6235,468
10560,16 46 59.0,+58 25 22,5234,5274,-101
31539,16 47 24.9,-20 08 30,6692,3993,2699
31529,16 48 40.7,-69 29 41,4783,3943,840
31535,16 49 53.6,-71 12 13,5218,4929,289
10577,16 50 05.5,+42 44 21,917,1571,-654
261190,16 50 39.2,+78 39 07,16783,12863,3920
10582,16 51 10.8,+23 56 48,11147,11453,-306
261191,16 51 48.4,+78 45 13,5084,5312,-228
10632,16 53 29.3,+79 04 08,4209,5713,-1504
10596,16 54 16.3,+10 26 56,12116,9384,2732
10606,16 54 47.3,+36 30 05,913,1455,-542
31558,16 54 58.9,-72 35 09,5917,5465,452
10619,16 55 53.3,+54 23 51,5317,5269,48
10641,16 58 06.4,+58 53 08,5213,5759,-586
31570,16 58 34.7,-71 27 37,4982,5674,-692
270010,16 58 46.3,+78 25 22,15592,16956,-1364
270040,17 02 07.0,+78 17 30,17689,16890,799
10684,17 03 03.5,+61 02 37,3381,4179,-915
31400,17 03 04.3,-88 55 04,5031,4318,713
270364,17 03 22.0,+78 46 56,19567,19510,57
31597,17 03 28.1,-19 10 28,9643,9392,251
10681,17 03 32.8,+45 27 33,9823,11527,-1704
10692,17 05 28.0,+23 09 11,9308,9329,-21
10716,17 07 44.5,+30 19 34,9673,11776,-2103
270144,17 09 07.6,+78 52 33,18696,12988,5708
31602,17 09 23.1,-73 19 10,5245,5356,-111
270385,17 09 37.3,+78 32 45,16057,17575,-1518
270172,17 10 31.0,+78 29 11,15799,17374,-1575
10738,17 11 05.9,+05 51 07,6713,9668,-2955
10752,17 12 38.7,+23 16 11,6614,5568,1046
31623,17 13 53.5,-60 48 34,4955,5061,-106
10780,17 16 34.2,+07 19 37,6725,7762,-1051
31630,17 16 58.1,-62 49 11,1149,1239,-90
10790,17 17 06.4,+40 50 41,2072,1816,256
10826,17 23 05.4,+12 41 43,9110,8396,714
10876,17 26 31.5,+71 05 47,1112,1482,-254
31655,17 26 53.4,-64 53 34,11466,10478,988
31660,17 27 46.4,-64 33 36,7351,7851,-500
10881,17 28 28.1,+60 05 38,3126,3496,-232
10874,17 28 57.3,+29 18 26,6754,8224,-1470
31666,17 29 28.3,-64 01 35,5050,6846,-1796
31664,17 30 45.2,-74 27 27,4963,6697,-1623
31676,17 36 25.4,-77 32 11,5102,5168,-66
10934,17 36 48.8,+72 05 19,2432,2817,-385
10931,17 37 20.3,+60 25 37,6164,7875,-1711
31695,17 37 54.3,-55 31 02,6987,7116,-129
31661,17 39 32.0,-85 18 34,2461,2513,-5
10951,17 41 13.3,+60 26 57,6268,5424,844
31700,17 41 45.2,-61 42 11,5397,3836,1561
31654,17 41 50.1,-86 42 53,5910,4629,1281
10972,17 46 22.0,+26 32 36,4583,4834,-174
10981,17 47 39.4,+09 32 48,10840,10825,15
10998,17 48 38.2,+51 09 24,6705,6292,413
31728,17 48 58.0,-63 15 09,5027,3254,1773
11016,17 52 06.7,+28 54 18,6413,5575,872
11021,17 52 39.4,+29 03 30,5107,7211,-2104
31753,17 55 16.3,-55 54 11,6787,7125,-338
11050,17 55 43.1,+34 35 13,4777,5148,-367
270368,17 55 52.6,+69 03 03,18779,15372,3407
270370,17 56 16.1,+69 02 59,18763,23551,-4788
270373,17 58 02.3,+69 04 27,25262,21087,4175
270375,17 58 02.9,+69 17 30,24369,17447,6922
270376,17 58 21.9,+69 36 40,12524,11808,716
270378,17 58 49.1,+69 05 40,24446,21664,2782
11073,17 58 59.3,+10 32 20,6342,6146,196
270379,17 59 00.3,+69 01 42,24342,27999,-3657
11085,17 59 14.0,+56 13 54,5404,5271,133
280122,17 59 44.6,+69 11 26,23682,29285,-5603
11090,18 00 43.1,+28 42 43,4553,3516,1029
11091,18 00 43.7,+35 00 49,7130,7093,37
280126,18 00 45.0,+69 19 30,25165,22088,3077
280128,18 00 56.4,+69 29 40,18451,25348,-6897
280130,18 01 44.6,+69 30 54,18408,17586,822
280132,18 01 48.9,+69 14 38,25318,27580,-2262
11093,18 01 51.5,+06 58 01,1880,1758,122
280131,18 01 52.5,+68 42 43,27351,24460,2891
31783,18 02 32.6,-63 18 59,8662,8687,-25
11102,18 02 58.2,+52 06 51,14442,10531,3911
11101,18 03 04.2,+45 15 22,5770,5086,684
280133,18 03 12.1,+69 17 05,24653,35489,-10836
280134,18 03 46.7,+69 22 57,15667,22082,-6415
31784,18 04 17.3,-73 42 30,7992,10974,-2982
280136,18 04 23.9,+69 15 41,27287,24925,2362
11125,18 08 11.8,+11 42 42,5930,4671,1259
11140,18 11 09.3,+39 10 14,2714,4747,-2021
11142,18 11 38.6,+25 39 27,4405,5636,-1187
31823,18 11 48.0,-67 38 13,3352,2932,420
11176,18 14 02.6,+61 19 10,6629,6200,429
11194,18 17 56.7,+26 45 27,4617,4583,60
11218,18 19 46.4,+74 34 07,1411,1604,-145
31878,18 20 00.5,-51 32 16,5299,5405,-106
31860,18 22 12.3,-80 09 53,5092,5064,28
31899,18 23 18.0,-43 08 37,5971,4867,1104
31877,18 24 07.9,-78 41 32,9025,9495,-470
11236,18 24 19.5,+71 36 05,5679,5220,459
31904,18 24 59.2,-60 03 38,4673,4037,636
11237,18 27 17.2,+24 53 05,5199,4955,244
31931,18 28 50.4,-52 53 32,6066,6608,-542
11255,18 28 57.4,+51 39 03,9612,8791,821
11254,18 29 43.0,+30 26 13,4858,4316,528
11262,18 30 35.7,+42 41 33,5435,6005,-570
11268,18 32 06.9,+37 36 48,7766,8247,-481
31952,18 33 17.6,-57 58 25,3153,3637,-300
31955,18 33 32.4,-58 24 19,2024,1602,553
11275,18 33 39.6,+32 08 21,5323,8509,-3173
31970,18 34 16.1,-46 45 32,6559,6962,-403
31947,18 34 25.9,-72 53 30,5161,7075,-1901
11300,18 34 49.9,+70 31 26,402,1048,-646
31979,18 35 29.5,-46 57 03,6717,7640,-923
31974,18 35 51.7,-59 26 33,5990,5590,400
31985,18 36 07.2,-37 56 42,4317,4701,-384
11294,18 36 37.2,+19 55 16,4760,7214,-2454
31978,18 36 58.6,-67 16 30,10220,10535,-315
11297,18 37 15.5,+19 58 42,5706,5076,630
11305,18 37 26.5,+40 03 28,2368,3129,-761
31998,18 37 28.9,-47 09 17,6850,7046,-196
11307,18 37 55.3,+27 47 35,3005,2915,90
32003,18 38 25.3,-57 29 28,4647,5738,-909
32005,18 38 38.9,-57 53 38,3372,3218,1611
11320,18 40 48.1,+23 41 02,4665,5316,-651
11328,18 40 49.9,+38 00 14,5516,6742,-1226
32057,18 42 33.4,-35 34 28,5258,5335,-77
11341,18 42 50.9,+39 32 55,5691,6943,-1252
32081,18 45 29.2,-39 10 49,4803,5207,-404
32084,18 46 02.0,-50 45 48,5158,5612,-454
11351,18 46 04.3,+32 16 46,4440,6102,-1662
32088,18 46 23.1,-52 09 23,5205,4720,207
32027,18 47 11.4,-82 07 38,6508,5630,878
32106,18 47 12.4,-48 20 43,5321,4990,331
32108,18 48 22.5,-63 13 03,10250,9574,676
32116,18 48 26.3,-57 11 01,3480,3429,-92
32133,18 50 03.8,-50 46 01,9179,9186,-7
32150,18 51 43.3,-40 55 58,5860,5981,-121
32157,18 52 23.1,-48 21 21,10546,10091,455
32158,18 52 37.0,-51 28 04,4676,4046,630
32167,18 53 34.4,-40 01 09,7904,8580,-676
32170,18 54 09.3,-42 55 13,5756,6375,-619
32189,18 55 36.8,-34 43 18,5642,6092,-450
32196,18 56 20.6,-43 08 51,4854,4701,153
32205,18 57 39.6,-47 32 58,5010,4995,15
32218,18 58 17.5,-35 13 24,5913,5564,349
32223,18 59 38.5,-41 45 43,5675,4959,716
32238,19 01 07.1,-45 18 49,4999,3974,1025
32277,19 05 52.6,-54 06 24,4727,4392,122
32313,19 08 43.9,-51 02 47,4944,5115,-171
32316,19 09 46.2,-63 51 26,791,659,167
32364,19 11 47.2,-21 09 57,8030,8424,-394
32367,19 12 08.7,-32 07 32,5614,6141,-527
32399,19 14 36.4,-46 57 28,5129,4196,933
32421,19 14 59.6,-23 45 31,6068,6400,-332
32397,19 15 07.8,-58 21 58,10807,9965,842
32418,19 15 36.9,-47 53 13,4843,3761,1481
32414,19 15 51.5,-56 12 29,4026,2864,298
32430,19 16 55.9,-53 42 02,7071,6308,763
32437,19 17 13.8,-46 41 18,5151,5915,-673
32443,19 17 23.2,-36 17 40,9713,8533,1180
32452,19 17 59.5,-30 12 19,5753,4683,1070
32459,19 18 42.6,-38 20 29,5512,5262,250
32454,19 19 02.4,-56 01 34,3382,4319,-1157
32465,19 19 38.0,-35 43 25,5278,5372,-94
32469,19 19 50.4,-28 48 48,6322,9672,-3350
11429,19 20 57.4,+43 07 56,4464,4395,69
32476,19 21 09.4,-28 54 18,6233,4394,1839
32480,19 21 41.1,-25 02 57,7921,8497,-576
32499,19 23 40.5,-55 03 51,3134,3400,-238
11435,19 23 50.8,+55 59 13,3594,2668,964
32507,19 24 10.8,-35 10 53,5241,4222,1019
32523,19 25 23.1,-32 13 07,7374,7538,-164
32508,19 25 36.1,-62 55 56,9237,7341,1896
11438,19 26 37.3,+49 45 30,3822,3944,-122
32530,19 26 49.6,-54 57 02,3085,3312,-150
11443,19 27 35.9,+54 22 22,4204,3146,1058
32556,19 29 16.5,-57 34 34,5058,4654,403
11455,19 29 56.0,+72 06 44,5285,6622,-1337
32571,19 30 30.2,-57 16 54,5045,5627,-570
11448,19 30 33.3,+35 46 35,4376,2809,1567
32436,19 30 59.5,-86 00 56,2464,2521,-57
32594,19 31 09.4,-33 18 55,7341,10540,-3199
32606,19 32 21.7,-30 16 26,10953,11341,-388
32608,19 32 27.2,-29 56 19,7239,7161,78
32614,19 33 18.9,-33 08 59,5781,5610,171
32622,19 34 14.4,-34 08 19,5379,4398,981
32628,19 34 54.6,-46 08 09,5584,4201,1383
32625,19 35 21.5,-57 02 04,11483,10153,1330
32641,19 36 17.1,-48 31 35,5065,3585,1480
32665,19 37 27.5,-17 27 21,5947,6175,-228
32681,19 39 06.4,-33 02 47,5909,7540,-1631
32679,19 39 09.1,-37 52 36,6161,5956,205
32693,19 39 50.9,-27 53 09,7211,8219,-1008
32702,19 41 31.3,-36 20 20,5226,5923,-697
32699,19 42 00.1,-55 32 38,4352,4941,-233
590024,19 42 23.2,-15 51 52,5798,5789,9
32720,19 42 52.5,-28 30 03,5735,5722,-94
32730,19 43 32.4,-27 42 00,5673,4924,704
32716,19 43 36.0,-58 39 50,1954,2011,-57
32736,19 43 59.5,-28 29 16,5007,6658,-1030
32742,19 44 21.0,-27 24 21,5609,5473,155
32752,19 44 55.3,-32 38 48,9701,8992,709
32754,19 45 18.3,-38 20 05,5550,5160,390
32765,19 46 32.9,-52 05 56,8999,9757,-758
32791,19 48 12.7,-23 30 30,6205,5778,427
32812,19 50 26.9,-24 31 15,5711,6606,-937
32814,19 50 38.7,-28 15 43,7513,6601,912
32808,19 50 49.3,-47 22 27,5653,5334,319
32830,19 52 00.4,-23 27 02,6591,5514,1077
11492,19 52 39.9,+57 27 35,3398,3149,249
32834,19 52 55.5,-25 08 58,5628,5638,31
32850,19 54 04.5,-30 29 01,6484,6819,-335
32880,19 56 34.5,-38 05 58,5511,6183,-597
590070,19 56 35.1,-38 27 12,19220,14248,4972
590071,19 56 57.1,-38 32 49,15732,14533,1199
32885,19 57 21.9,-55 08 13,4693,4444,-157
590069,19 57 36.1,-00 14 05,6586,3821,2765
32903,19 57 37.4,-37 56 05,5557,4562,1024
32909,19 57 43.5,-30 43 10,5847,1036,4811
32901,19 58 12.4,-55 40 47,5021,5677,-656
32923,19 58 16.9,-31 46 21,6216,5099,1117
32920,19 58 20.8,-36 24 45,8423,7923,500
590083,19 58 59.9,-37 59 09,11857,11415,442
32932,19 59 05.3,-38 00 37,5962,6819,-1233
590073,19 59 06.0,-38 29 12,11968,11197,771
590074,19 59 32.0,-38 19 29,8943,10601,-1658
590076,20 00 35.6,-38 37 32,5667,5884,-298
32965,20 00 56.6,-38 20 47,12041,12070,-29
590088,20 01 19.5,-39 05 45,17184,18522,-1338
32988,20 02 21.9,-38 36 53,9107,3526,5581
32972,20 02 41.0,-64 04 43,5617,5183,434
33002,20 03 34.7,-50 05 10,11353,11421,-68
33001,20 03 47.3,-54 58 26,4889,2434,1853
33019,20 04 14.6,-38 10 00,5308,4631,955
33027,20 04 18.6,-19 03 48,2010,2255,-245
600331,20 04 33.6,-39 07 10,6045,7477,-1891
600332,20 05 13.6,-39 10 11,9225,9987,-762
600333,20 05 14.2,-39 09 10,8961,10158,-1197
600334,20 05 23.4,-39 08 58,13984,12958,1026
33037,20 05 35.7,-42 42 11,5568,6650,-1229
33044,20 05 37.6,-25 08 40,8036,7762,274
33035,20 05 39.4,-47 58 42,3287,2724,-41
33007,20 06 49.5,-77 21 27,6128,5101,1027
33065,20 07 13.8,-53 47 31,5124,4318,1209
33086,20 07 37.8,-21 07 32,2095,2407,-312
33090,20 08 04.7,-29 19 07,6766,6858,-92
33080,20 08 26.8,-56 09 37,4227,3862,425
33093,20 08 30.8,-25 27 24,8007,6504,1503
33100,20 08 59.5,-35 19 15,7693,8068,-375
33091,20 09 31.1,-61 50 46,714,586,128
33103,20 09 34.2,-49 13 17,3159,3184,-501
33110,20 09 43.8,-44 09 15,5621,3940,1680
33116,20 09 48.0,-37 19 50,5760,5405,355
33117,20 10 13.3,-48 17 07,2815,4383,-1700
600203,20 10 50.5,-56 32 57,15796,18543,-2065
33123,20 11 01.4,-48 41 26,2419,2878,-195
33124,20 11 11.6,-48 16 32,3049,2053,630
33132,20 11 27.2,-38 11 55,5477,4615,954
33126,20 11 29.1,-53 07 33,5591,4903,649
600208,20 11 42.9,-57 03 27,16325,16824,-346
33142,20 11 43.8,-28 51 53,6892,9917,-3025
33135,20 11 55.4,-46 08 37,3000,2515,488
33136,20 12 00.3,-47 01 23,7612,9257,-1645
33152,20 12 39.2,-40 08 03,6218,7069,-851
33158,20 12 47.1,-33 35 14,9993,7658,2335
600216,20 13 05.5,-57 10 42,17103,19791,-3313
33167,20 13 33.8,-43 21 41,9264,12009,-2745
33166,20 13 34.5,-44 48 59,5075,4275,1345
11527,20 13 54.5,-01 09 27,5228,4946,282
600220,20 14 13.3,-57 19 01,16733,18335,-1857
33204,20 14 50.9,-18 01 19,6769,6033,736
33202,20 15 05.2,-37 14 11,5871,5998,-127
33189,20 15 08.2,-52 43 06,5551,5420,132
33211,20 15 44.2,-43 07 00,5221,4277,944
600042,20 15 48.6,-02 54 18,5261,4676,585
33229,20 16 18.7,-37 00 55,5816,4200,1616
33227,20 16 30.8,-44 42 31,5614,4351,1269
33247,20 16 51.6,-36 59 12,5813,5248,565
33242,20 17 03.0,-47 46 12,5140,3046,2170
33238,20 17 11.3,-55 02 05,2032,2265,-233
33250,20 17 11.6,-40 55 25,2684,3255,-571
33278,20 18 22.5,-27 27 18,5917,5749,168
11537,20 18 37.8,-00 09 02,5155,4606,549
33296,20 19 56.0,-37 12 29,8481,6870,1611
33312,20 20 46.3,-24 07 39,2887,3225,-338
600049,20 21 01.4,-12 15 13,5502,4444,772
33327,20 21 30.1,-20 25 30,8278,9129,-851
33334,20 22 09.9,-38 18 29,6517,7203,-686
33332,20 22 30.7,-50 45 09,4650,5664,-380
33373,20 23 39.0,-28 16 34,2834,3068,-234
33366,20 23 51.0,-48 21 32,5462,4957,505
33381,20 23 56.3,-26 00 52,2925,2641,275
11552,20 24 35.6,+12 26 37,4247,5674,-1427
11551,20 24 36.5,+06 54 38,4600,4304,288
33387,20 24 41.8,-41 30 38,5309,4853,456
33397,20 24 52.7,-18 20 42,3149,2479,670
33399,20 25 06.5,-24 48 30,2940,2495,421
33398,20 25 24.2,-40 09 41,4153,3320,833
33419,20 25 50.1,-18 31 24,6725,7473,-748
33400,20 26 01.3,-54 22 57,6058,5799,259
33424,20 26 33.1,-32 27 42,5543,5400,119
33431,20 27 31.8,-51 39 17,5714,2855,2896
33458,20 27 35.1,-18 50 09,7421,7591,-170
33465,20 28 01.0,-18 46 48,6655,6114,541
33470,20 28 11.5,-18 17 31,6412,7183,-771
11568,20 28 18.5,+10 45 19,3948,4646,-698
33446,20 28 33.7,-61 43 02,11221,10234,987
11569,20 28 45.2,+10 37 41,4168,5621,-1308
11571,20 29 01.4,+10 40 43,4477,3156,1250
33476,20 29 32.4,-56 44 33,6126,5597,529
33493,20 29 47.0,-45 24 43,5983,6720,-737
33501,20 30 14.8,-34 48 41,5655,6981,-1392
33512,20 30 46.2,-39 14 59,6346,8411,-2065
11579,20 30 55.2,-00 38 59,5623,6064,-441
33520,20 30 57.3,-30 40 04,5708,6434,-726
33525,20 31 12.9,-33 28 38,2855,3905,-1034
33538,20 31 18.2,-19 02 55,6076,5288,788
33537,20 31 21.8,-26 59 01,5722,8544,-2822
33531,20 31 37.4,-44 13 07,6523,5435,1088
11584,20 31 49.6,+01 32 40,5071,7674,-2603
33571,20 33 20.7,-27 05 49,5920,6644,-724
33564,20 33 25.7,-49 34 31,6029,6323,-294
33592,20 34 20.8,-31 58 50,2574,2155,419
11595,20 35 04.5,+01 56 07,3729,4475,-910
600084,20 35 23.6,-06 14 40,5524,6470,-946
33608,20 35 35.0,-44 22 30,6895,9157,-2262
33611,20 35 39.2,-43 36 32,8202,6928,1274
33627,20 36 46.5,-45 18 25,6569,9892,-3323
33649,20 37 41.3,-21 36 22,8051,8451,-400
33635,20 38 11.7,-67 11 05,3147,4476,-1329
33656,20 38 23.0,-31 55 14,9839,7852,1987
33657,20 38 53.7,-43 22 55,8213,9318,-1105
33670,20 39 07.1,-20 14 25,8163,10429,-2266
33676,20 39 33.8,-28 29 16,9822,9735,87
33679,20 40 13.0,-50 47 38,6234,7004,-770
33685,20 40 26.5,-35 32 19,6866,7711,-845
11611,20 40 31.7,+14 16 29,5125,6096,-971
33687,20 41 07.2,-53 29 53,4223,3753,470
33704,20 41 15.4,-32 29 16,5373,5373,0
33716,20 41 55.8,-32 49 26,5583,5992,-409
33722,20 41 57.0,-19 37 56,10698,10690,8
33719,20 42 09.3,-37 41 26,7326,8835,-1509
33710,20 42 10.6,-55 14 20,8096,8369,-273
33728,20 42 28.6,-24 09 05,5614,5683,-69
33726,20 43 02.3,-52 31 05,4523,4841,-350
33738,20 43 14.3,-29 51 13,2484,1839,644
33730,20 43 25.0,-56 12 16,4288,4539,-251
33741,20 43 33.8,-29 42 25,2483,2488,-5
33755,20 44 40.2,-45 58 42,2548,2205,343
33715,20 45 00.1,-76 59 02,6482,5629,853
33765,20 45 18.5,-35 14 26,8083,9478,-1395
600242,20 45 32.2,-52 42 58,14486,13329,288
600243,20 45 44.7,-52 45 41,14006,13456,161
600125,20 46 16.0,-14 01 21,8088,7639,449
11628,20 47 19.0,+00 19 15,3922,3997,-108
600230,20 48 01.1,-52 58 07,13549,13433,116
33795,20 48 05.9,-30 13 36,8072,8467,-395
600237,20 48 09.5,-52 29 28,14432,10595,3837
33799,20 48 11.9,-19 49 55,8630,7207,1423
300152,20 48 21.2,+16 20 16,8872,10302,-1430
11633,20 48 27.6,+07 44 25,4391,4672,-281
33763,20 48 27.8,-78 04 09,2732,2492,240
600238,20 48 47.2,-52 23 28,14466,12366,2100
600251,20 49 44.3,-51 56 58,9440,9088,352
600231,20 49 50.5,-52 55 13,12338,10214,2124
600138,20 49 52.1,-07 01 17,5723,7627,-1904
600259,20 50 26.8,-52 03 11,14349,13171,446
33829,20 50 32.4,-52 27 20,13005,9553,4064
600260,20 50 43.8,-53 09 26,12643,12595,1022
600232,20 50 49.3,-52 56 05,12584,10080,2504
600264,20 50 59.8,-53 07 23,12504,13767,-150
600240,20 51 03.0,-52 39 49,14046,12817,800
600266,20 51 04.8,-52 45 00,14223,12330,1287
33844,20 51 06.5,-52 42 44,12265,14727,-1110
600270,20 51 08.2,-53 02 38,12413,15349,-1732
33859,20 51 10.5,-25 42 48,5716,5724,-8
33851,20 51 40.4,-52 35 00,14376,13129,488
