6dFGS,RAJ2000,DEJ2000,czgal,czgr,log(Dz/DH),e_log(Dz/DH)
g2110272-291512,317.61346,-29.2534,12666,,-0.1207,0.1266
g2110289-231248,317.62021,-23.2134,10309,10166,-0.0097,0.1117
g2110290-085660,317.62095,-8.9499,14083,,0.0399,0.1254
g2110476-232231,317.69835,-23.3752,9679,10166,0.0228,0.1199
g2110512-532517,317.71319,-53.4212,11778,,0.0501,0.1087
g2110542-034635,317.72595,-3.7763,9099,,-0.1402,0.1242
g2110545-035146,317.7273,-3.8628,9099,,-0.0012,0.1065
g2110564-020548,317.73511,-2.0967,9157,9199,-0.2015,0.1728
g2110572-434240,317.7384,-43.711,8765,8959,0.0681,0.1088
g2111041-225748,317.76721,-22.9634,10157,10166,-0.2414,0.1862
g2111074-204357,317.781,-20.7326,11590,11591,-0.0345,0.1736
g2111079-231411,317.7828,-23.2362,10248,10166,-0.2952,0.1432
g2111102-220635,317.7927,-22.1096,9765,,0.1746,0.1181
g2111125-805048,317.802,-80.8468,8718,,0.0339,0.1006
g2111148-483016,317.81161,-48.5045,9296,,0.0245,0.0946
g2111175-504941,317.823,-50.8281,13265,,0.1331,0.1138
g2111324-423852,317.88511,-42.6478,12208,,0.101,0.131
g2111521-491701,317.96685,-49.2837,2584,,0.0064,0.1003
g2111577-230936,317.99054,-23.16,10067,10166,-0.0299,0.1005
g2111577-482700,317.9904,-48.4501,9356,,0.0866,0.0933
g2112080-232445,318.03346,-23.4125,9708,10166,-0.1437,0.1222
g2112122-461744,318.05085,-46.2957,9436,,-0.0812,0.1222
g2112284-051708,318.11834,-5.2854,14406,,-0.0284,0.1265
g2112305-432056,318.12704,-43.349,13679,,0.1025,0.1581
g2112346-815201,318.14429,-81.8668,13520,,-0.0994,0.138
g2112429-230845,318.17894,-23.1459,10876,10166,-0.4058,0.1585
g2112467-194901,318.1947,-19.817,8978,9298,0.0574,0.1446
g2112478-443727,318.19934,-44.6241,15663,,-0.0114,0.1071
g2113002-550248,318.25095,-55.0466,12835,,0.1635,0.1084
g2113120-000837,318.29999,-0.1436,9333,,0.1593,0.1101
g2113154-373213,318.31424,-37.5369,7508,,-0.1105,0.1335
g2113208-475712,318.33675,-47.9534,9413,,0.0668,0.1154
g2113232-722920,318.34665,-72.4889,15326,15329,-0.0118,0.1366
g2113283-742656,318.36794,-74.449,11410,,0.1215,0.1049
g2113327-012248,318.38611,-1.38,13472,,0.3031,0.106
g2113355-430022,318.39781,-43.0062,12118,,-0.1266,0.1329
g2113371-540026,318.40439,-54.0071,10401,,-0.2062,0.1802
g2113400-290257,318.41655,-29.049,15871,,0.0086,0.1482
g2114014-123444,318.50564,-12.579,15106,,0.0414,0.1045
g2114125-424048,318.55185,-42.6799,15804,,0.1189,0.1289
g2114146-651336,318.56086,-65.2267,12198,,0.1255,0.1148
g2114163-514722,318.5679,-51.7893,14947,14835,-0.1628,0.1123
g2114203-790702,318.58469,-79.1172,14524,,-0.1139,0.1277
g2114236-050557,318.59819,-5.099,7779,,0.0697,0.1198
g2114300-232626,318.62506,-23.4406,10786,10417,0.2284,0.1323
g2114401-282721,318.6672,-28.4557,16048,,0.0155,0.1335
g2114560-672924,318.73335,-67.49,12090,,-0.1414,0.1183
g2115082-232131,318.78436,-23.3585,10515,10417,-0.0185,0.1048
g2115146-514859,318.81074,-51.8164,14826,14835,-0.1742,0.1251
g2115153-511959,318.8136,-51.333,14734,,-0.0433,0.1413
g2115192-722212,318.83011,-72.37,15205,15329,0.0435,0.1005
g2115356-465229,318.89834,-46.8746,10845,,-0.3054,0.1202
g2115358-471730,318.89926,-47.2916,15914,,-0.046,0.1245
g2115443-225924,318.93451,-22.9899,10094,10417,0.1941,0.1293
g2116009-464030,319.0038,-46.6749,15611,,0.1394,0.115
g2116144-221404,319.06019,-22.2345,7843,,-0.0136,0.1049
g2116171-553039,319.07129,-55.5109,12416,12394,-0.0464,0.1387
g2116254-513934,319.10594,-51.6594,15425,14835,0.0372,0.1107
g2116324-482149,319.13489,-48.3636,1858,,-0.0577,0.1093
g2116415-525733,319.173,-52.9591,14472,,-0.2084,0.1706
g2116462-421542,319.19249,-42.2617,4948,,-0.0856,0.0939
g2116571-281935,319.2378,-28.3264,10080,,0.1016,0.1076
g2117064-230717,319.27651,-23.1215,8745,,0.045,0.0947
g2117104-755710,319.29345,-75.9527,11657,,-0.0159,0.1468
g2117120-555616,319.29975,-55.9378,15176,,-0.1338,0.1455
g2117127-193737,319.30304,-19.627,9244,,-0.052,0.1114
g2117283-224858,319.36801,-22.8161,7994,7608,0.0852,0.1021
g2117291-804809,319.37116,-80.8024,8747,,0.1115,0.1366
g2117423-845043,319.42606,-84.8453,11318,,0.0754,0.1348
g2117551-224624,319.47959,-22.7734,15338,,0.0138,0.1211
g2118041-514338,319.5171,-51.7273,14795,14835,0.0138,0.1511
g2118055-223950,319.52296,-22.664,10511,,0.0923,0.103
g2118159-235622,319.56631,-23.9395,8866,,0.0222,0.1152
g2118215-272053,319.58971,-27.348,11005,,-0.0126,0.1123
g2118270-662650,319.61251,-66.4471,10105,,0.036,0.1506
g2118419-450026,319.67445,-45.0072,8946,,0.0022,0.1195
g2118529-552644,319.72034,-55.4454,12385,12394,-0.0294,0.1196
g2119068-214155,319.77811,-21.6985,9129,,-0.089,0.1171
g2119154-711500,319.8141,-71.2501,12650,,0.0512,0.1009
g2119187-061441,319.82789,-6.2448,8736,,0.0197,0.0995
g2119259-064530,319.8579,-6.7584,7957,,0.0028,0.1059
g2119344-552203,319.89315,-55.3674,7827,,0.1524,0.1179
g2119382-670313,319.90934,-67.0536,10677,,0.1608,0.112
g2119475-684744,319.94805,-68.7954,12216,,0.0551,0.1279
g2119517-513108,319.96531,-51.5189,8437,,-0.1701,0.1322
g2119528-474122,319.97011,-47.6895,15734,,0.0566,0.1265
g2119531-304620,319.97114,-30.7723,11376,11442,0.076,0.1088
g2119570-432716,319.98736,-43.4545,11667,,0.1145,0.1327
g2120003-050746,320.0013,-5.1296,8164,,0.1523,0.1062
g2120027-475946,320.0112,-47.996,13936,,-0.0449,0.1062
g2120029-692416,320.01225,-69.4044,9941,,-0.3156,0.1146
g2120054-195004,320.02261,-19.8344,12271,,-0.0304,0.1131
g2120285-201012,320.1186,-20.17,11402,,-0.0547,0.1362
g2120312-432653,320.12984,-43.4482,11846,,0.1085,0.1053
g2120425-530048,320.17696,-53.0133,14710,,-0.1217,0.1656
g2120523-303429,320.21805,-30.5748,11434,11442,0.0859,0.1018
g2120565-724552,320.23544,-72.7643,11608,,0.1928,0.1237
g2121038-724608,320.26606,-72.7688,11189,,0.1634,0.1206
g2121094-600655,320.289,-60.1153,15226,,0.2052,0.1102
g2121240-525332,320.34991,-52.8923,14649,,0.0157,0.1095
g2121366-711814,320.40256,-71.3039,12739,,0.107,0.1018
g2121549-555537,320.47889,-55.9268,12356,,0.0447,0.1006
g2122150-092558,320.56246,-9.4327,12066,,-0.0128,0.0984
g2122204-502644,320.58509,-50.4456,15506,,-0.0356,0.1595
g2122229-560014,320.59545,-56.004,15384,,-0.1054,0.1207
g2122294-451155,320.62231,-45.1986,13922,,0.1005,0.1291
g2122310-495255,320.62906,-49.8818,15623,,0.1555,0.1227
g2122381-192828,320.65859,-19.4743,11638,11931,0.132,0.1098
g2122388-502638,320.66159,-50.4438,15416,,-0.1301,0.1412
g2122457-213658,320.69055,-21.616,12214,,-0.1383,0.1074
g2122485-220456,320.70225,-22.0823,10356,,-0.0466,0.1171
g2122506-494550,320.71095,-49.7638,15592,,0.1234,0.1471
g2122537-195350,320.72385,-19.8972,12209,11931,0.1939,0.1103
g2122565-481851,320.73541,-48.3141,15915,,-0.0048,0.121
g2123046-712030,320.76914,-71.3416,11570,,0.1023,0.1185
g2123064-473917,320.77649,-47.6548,13663,,0.1356,0.0935
g2123130-193624,320.8041,-19.6067,12508,11931,-0.0447,0.1056
g2123340-494711,320.89156,-49.7863,15892,,0.1403,0.1251
g2123397-052602,320.91539,-5.4338,7742,,0.1079,0.0996
g2123544-110513,320.97676,-11.0869,13777,,0.0844,0.1103
g2124260-113111,321.10814,-11.5197,8561,,-0.0441,0.1249
g2124263-491649,321.10966,-49.2802,9054,,0.1012,0.0947
g2124355-193009,321.14791,-19.5025,10948,,-0.1694,0.1724
g2124386-200701,321.16064,-20.117,11519,,0.0647,0.1257
g2124506-592358,321.21091,-59.3993,14741,,0.0329,0.1454
g2124587-422738,321.2445,-42.4604,4974,4974,0.0892,0.0935
g2125005-184802,321.25214,-18.8004,9147,,-0.0914,0.1048
g2125288-423660,321.3699,-42.6166,13969,,-0.0275,0.1379
g2125329-424145,321.387,-42.6957,8962,,-0.0214,0.1076
g2125466-545214,321.444,-54.8704,9351,,0.0774,0.0997
g2125535-095146,321.47281,-9.8627,6608,,-0.1764,0.1199
g2125536-422441,321.47324,-42.4113,4644,4974,0.1464,0.0951
g2125574-090156,321.48914,-9.0321,8196,,-0.0841,0.1058
g2126425-065942,321.67711,-6.9949,7203,,0.3126,0.1202
g2126435-214959,321.681,-21.833,10533,10535,0.105,0.0934
g2126518-190136,321.71579,-19.0266,12684,,-0.1164,0.1081
g2127226-452254,321.8442,-45.3817,11102,,-0.0494,0.115
g2127269-490349,321.86191,-49.0635,8811,9494,0.0599,0.0928
g2127337-011119,321.8904,-1.1886,8874,,0.0138,0.1188
g2127534-111824,321.97231,-11.3067,14074,,0.2049,0.1136
g2128059-013849,322.0245,-1.6469,8814,,0.187,0.0945
g2128439-672232,322.18291,-67.3756,8428,,0.097,0.1091
g2128480-452305,322.20014,-45.3846,5166,,-0.0718,0.1121
g2129125-003718,322.30216,-0.6217,8781,8721,0.0965,0.1141
g2129168-511902,322.32016,-51.3172,15897,,0.0713,0.1069
g2129346-790732,322.39394,-79.1254,9215,,-0.0088,0.1331
g2129374-211144,322.40596,-21.1956,10259,,0.0968,0.092
g2129397-060822,322.4154,-6.1393,13705,,-0.0084,0.1201
g2129522-003753,322.46744,-0.6313,8661,8721,0.1204,0.1011
g2130142-080401,322.55925,-8.067,8521,,0.0024,0.1343
g2130232-512621,322.59659,-51.4393,15597,,-0.0736,0.1229
g2130282-634435,322.61759,-63.7431,8437,,0.1415,0.0963
g2130382-123219,322.6593,-12.5386,15574,,0.0915,0.1178
g2130424-551516,322.6767,-55.2545,12768,,-0.1544,0.1743
g2130540-512521,322.72485,-51.4225,15507,,0.0911,0.0972
g2131212-062615,322.8384,-6.4374,15113,,0.1769,0.1326
g2131303-571921,322.87634,-57.3224,7982,,0.1524,0.1003
g2131357-465315,322.89871,-46.8874,9159,,-0.0427,0.1145
g2131361-104025,322.90049,-10.6736,15720,,-0.0355,0.1157
g2131432-685444,322.93004,-68.9121,12393,,-0.0537,0.1372
g2131515-111007,322.96454,-11.1686,16020,,0.0538,0.122
g2131527-460331,322.96935,-46.0585,8765,,0.2095,0.1152
g2131560-625028,322.98346,-62.8412,14997,,-0.0798,0.1092
g2132062-110744,323.02591,-11.1289,15780,,0.003,0.1237
g2132135-480015,323.05635,-48.0041,6555,,0.1911,0.1277
g2132254-514908,323.10585,-51.8187,15958,,0.056,0.1407
g2132290-761920,323.12084,-76.3222,13246,,0.2354,0.1162
g2132293-714112,323.12204,-71.6866,13339,,-0.0655,0.1327
g2132353-440403,323.14696,-44.0676,2489,,0.1119,0.1038
g2132418-000740,323.17394,-0.1278,14565,,0.1134,0.1403
g2132477-064723,323.19886,-6.7898,7978,,0.0228,0.0993
g2132586-480300,323.24401,-48.0501,8864,,0.0891,0.1108
g2133227-791758,323.34449,-79.2995,9246,,-0.1265,0.1291
g2133240-023701,323.3499,-2.6169,15437,,0.161,0.1139
g2133245-311311,323.35216,-31.2196,9600,,-0.0505,0.1083
g2133435-633439,323.43121,-63.5776,11823,,0.0702,0.1142
g2133526-554048,323.469,-55.6801,10101,,-0.0812,0.1345
g2134202-523951,323.58404,-52.6641,7327,,-0.0608,0.1343
g2134242-194033,323.60101,-19.6759,9353,,-0.0714,0.1071
g2134249-074014,323.60355,-7.6706,15413,,-0.0087,0.1148
g2134250-332507,323.6043,-33.4186,7300,,0.0783,0.1061
g2134301-483348,323.62544,-48.5634,9045,,-0.101,0.1673
g2134511-053731,323.71276,-5.6253,15320,,-0.047,0.1371
g2135000-703543,323.74995,-70.5951,15280,,-0.0521,0.152
g2135004-003041,323.75175,-0.5114,8658,,-0.3341,0.118
g2135052-731450,323.7717,-73.2473,9300,,0.047,0.1056
g2135174-031125,323.82254,-3.1902,15196,,0.2473,0.1259
g2135183-093008,323.826,-9.5022,14696,14869,-0.1238,0.1142
g2135202-205646,323.8341,-20.946,10105,,0.1601,0.114
g2135208-374130,323.83664,-37.6915,5068,,0.0053,0.109
g2135326-581750,323.88585,-58.2971,8196,8237,0.0427,0.1121
g2135355-090554,323.89801,-9.0983,14875,14869,0.006,0.1112
g2135502-344257,323.95921,-34.7157,8683,,-0.0287,0.0988
g2135576-085328,323.98979,-8.8911,15264,14869,-0.1418,0.1247
g2135588-042332,323.99491,-4.3921,15167,,0.0,0.1002
g2136039-032016,324.01606,-3.3378,7641,,0.0349,0.0915
g2136082-073510,324.03405,-7.5862,8067,,-0.2098,0.1163
g2136115-720644,324.04784,-72.1121,10792,,-0.0598,0.1617
g2136155-563041,324.06464,-56.5114,12353,,-0.0499,0.1446
g2136159-275345,324.06601,-27.8958,15793,,0.0466,0.1009
g2136168-083040,324.07019,-8.511,15503,,-0.0028,0.1089
g2136237-035822,324.09885,-3.9729,15316,,0.1891,0.101
g2136238-642532,324.099,-64.4255,3043,3030,-0.1349,0.0992
g2136306-035929,324.12749,-3.9915,15286,,0.0589,0.1173
g2136376-274331,324.15659,-27.7252,5389,,0.0214,0.0992
g2136487-224820,324.20294,-22.8054,8101,,0.127,0.1104
g2136542-202037,324.22574,-20.3437,10312,,0.0837,0.0951
g2137224-035644,324.34336,-3.9454,15706,,-0.0845,0.1297
g2137237-705100,324.34874,-70.85,11384,,0.0007,0.1317
g2137279-554216,324.3663,-55.7046,15586,,-0.0517,0.1119
g2137282-470209,324.36736,-47.0358,8857,,0.1368,0.1444
g2137310-292640,324.37921,-29.4445,5694,,-0.0307,0.0982
g2137318-310203,324.3825,-31.0342,8668,,-0.0405,0.1377
g2137329-144139,324.38716,-14.6941,11167,,-0.0695,0.1197
g2138014-115036,324.50581,-11.8433,15868,,0.1018,0.1512
g2138049-042618,324.5202,-4.4383,15616,,-0.0137,0.125
g2138070-264158,324.52904,-26.6994,10841,,0.0253,0.1011
g2138079-423618,324.5331,-42.6049,5478,,-0.0961,0.0969
g2138082-115212,324.5343,-11.87,15927,,0.2287,0.1436
g2138181-070915,324.57556,-7.1542,15230,,-0.0351,0.1339
g2138201-211906,324.58351,-21.3184,10074,,-0.016,0.1105
g2138252-044616,324.60494,-4.7712,15496,,-0.0809,0.1563
g2138288-542909,324.6201,-54.4859,11352,,0.0506,0.1004
g2138346-075426,324.64411,-7.9072,15321,,-0.0141,0.0992
g2138393-064000,324.66376,-6.6667,14629,,0.0528,0.1448
g2138424-724642,324.67664,-72.7784,9326,,0.0155,0.0967
g2138591-783157,324.74625,-78.5325,12988,,0.0687,0.124
g2139228-504329,324.84481,-50.7247,16039,,-0.0216,0.1179
g2139463-295237,324.94274,-29.8771,6804,,0.0762,0.1129
g2139517-360213,324.96554,-36.037,4849,,-0.0247,0.0974
g2139524-224536,324.96826,-22.76,9718,9427,0.0708,0.138
g2139592-224131,324.99659,-22.692,8758,9427,0.1775,0.1124
g2140007-064325,325.00305,-6.7236,14868,15538,0.0856,0.1099
g2140034-635432,325.0143,-63.9089,3009,3030,-0.0942,0.0984
g2140143-222441,325.05944,-22.4114,9537,9427,0.0467,0.099
g2140198-325421,325.08239,-32.9057,15779,,-0.0526,0.1082
g2140230-571627,325.09561,-57.274,15324,,0.079,0.1061
g2140334-132043,325.13909,-13.3453,14340,,0.1144,0.1122
g2140354-494818,325.1475,-49.805,15854,,-0.018,0.1017
g2140372-222023,325.155,-22.3397,9297,9427,0.0611,0.1068
g2141138-555836,325.30741,-55.9767,15586,,0.1174,0.1204
g2141189-012951,325.32884,-1.4976,15071,,0.1768,0.1132
g2141193-635431,325.33035,-63.9087,2979,3030,-0.0042,0.0975
g2141212-700024,325.33831,-70.0066,14856,,0.0619,0.1586
g2141263-075104,325.35959,-7.8512,15259,15311,-0.1118,0.1669
g2141414-103808,325.42231,-10.6356,5220,,0.1496,0.0933
g2141456-550541,325.43999,-55.0946,11384,,-0.0038,0.1427
g2141469-464916,325.44525,-46.8211,9064,,0.0076,0.1068
g2141538-064232,325.47389,-6.7088,6473,,-0.0173,0.0948
g2141597-064619,325.49864,-6.7721,15197,15538,-0.0006,0.115
g2142074-190440,325.53074,-19.0776,10246,,0.2596,0.1203
g2142217-744107,325.59045,-74.6853,13564,,-0.1997,0.1778
g2142244-123348,325.60169,-12.5633,14337,,0.208,0.1162
g2142299-062540,325.62449,-6.4278,9920,,-0.018,0.105
g2142374-064721,325.65585,-6.7891,14837,15538,-0.1157,0.1075
g2142449-383329,325.68721,-38.5581,16040,,-0.055,0.118
g2142488-065207,325.70326,-6.8685,15646,15538,0.0578,0.098
g2142557-063553,325.73204,-6.5981,15826,15538,-0.0619,0.1263
g2142590-551457,325.746,-55.2492,15702,,0.0585,0.1259
g2143023-070154,325.75965,-7.0316,15646,15538,-0.1961,0.1116
g2143045-715741,325.76866,-71.9613,13338,,-0.0093,0.1644
g2143055-364420,325.7727,-36.7389,9227,,0.0711,0.0924
g2143058-070407,325.77404,-7.0685,14687,15538,-0.0179,0.1086
g2143125-515740,325.80211,-51.9611,15954,15821,-0.1277,0.1494
g2143126-465858,325.80239,-46.9826,14580,,0.1671,0.1667
g2143191-065848,325.82954,-6.98,15226,15538,-0.233,0.1341
g2143405-520646,325.91895,-52.1128,15775,15821,0.093,0.0968
g2143438-532809,325.9326,-53.4692,8557,,-0.0899,0.1108
g2143470-083412,325.94596,-8.57,15288,15638,-0.0589,0.1119
g2143495-080427,325.956,-8.074,14928,15638,0.1143,0.0964
g2143513-001917,325.96381,-0.3214,7633,,0.0233,0.1043
g2143562-513503,325.98421,-51.5843,15742,,-0.1642,0.1076
g2143567-084131,325.9863,-8.6919,15618,15638,0.1326,0.1135
g2144040-085811,326.0166,-8.9697,16128,15638,0.0393,0.1238
g2144047-082735,326.0196,-8.4597,15768,15638,-0.0308,0.131
g2144282-063223,326.11739,-6.5398,11927,,0.0726,0.1472
g2144315-091128,326.13104,-9.1912,14899,,-0.1111,0.1177
g2144334-100128,326.13916,-10.0245,14811,,0.2003,0.1212
g2144357-060922,326.14875,-6.1562,15524,,0.056,0.1063
g2144493-084413,326.20545,-8.7368,15948,15638,0.1067,0.1206
g2144494-722515,326.2056,-72.4208,9473,9427,0.2197,0.1009
g2145124-545434,326.30161,-54.9095,15699,,0.068,0.1046
g2145152-081606,326.31314,-8.2684,15107,15638,0.0114,0.1473
g2145180-350003,326.32499,-35.0008,11677,,-0.0255,0.1178
g2145251-772318,326.3544,-77.3883,8244,,0.0092,0.11
g2145310-753760,326.379,-75.6332,13689,,0.1263,0.1349
g2145376-551851,326.40661,-55.314,11444,,0.0414,0.1311
g2145440-104234,326.43331,-10.7094,14542,,-0.0748,0.1041
g2145471-482514,326.44604,-48.4205,5503,,0.0689,0.0952
g2146097-482114,326.54054,-48.3538,4693,,0.0415,0.106
g2146142-521606,326.55916,-52.2682,15955,15821,-0.0106,0.1178
g2146342-505901,326.64239,-50.9836,15618,,-0.0495,0.1027
g2146358-522460,326.64931,-52.4166,15716,15821,-0.0581,0.1252
g2146426-051345,326.67735,-5.229,6228,,-0.0958,0.0983
g2146561-541602,326.73374,-54.2672,8500,,-0.0308,0.1022
g2147017-103105,326.75686,-10.5179,10463,,0.0935,0.1276
g2147033-463945,326.7639,-46.6625,9571,9236,-0.0185,0.1008
g2147101-533707,326.79211,-53.6186,7447,,-0.1048,0.1265
g2147361-131058,326.9004,-13.1827,5042,,-0.1327,0.098
g2148012-115503,327.00511,-11.9175,14333,,-0.0365,0.1277
g2148065-762603,327.02714,-76.4342,7368,,-0.119,0.1044
g2148158-545855,327.06585,-54.982,11322,,-0.0195,0.1083
g2148307-570325,327.12796,-57.0568,11842,11902,-0.0141,0.1159
g2149090-554015,327.28755,-55.6709,12494,,0.0794,0.118
g2149148-093707,327.31155,-9.6185,9981,,-0.011,0.1297
g2149391-564117,327.41295,-56.6881,11720,11902,0.008,0.1492
g2149531-534937,327.47146,-53.8269,15782,,0.2357,0.1142
g2149570-524219,327.48751,-52.7052,4833,,-0.1297,0.1204
g2149574-045031,327.48899,-4.8418,15879,,-0.0147,0.1157
g2150053-613404,327.52215,-61.5678,15225,15455,-0.1514,0.1232
g2150152-144952,327.56341,-14.8311,11670,,0.0291,0.1174
g2150181-595416,327.57525,-59.9045,12098,,-0.0308,0.1145
g2150206-040411,327.5859,-4.0697,4666,,-0.1235,0.1111
g2150222-055059,327.59251,-5.8496,16090,,0.276,0.1058
g2150470-614551,327.6957,-61.7641,15585,15455,0.1983,0.132
g2150556-025149,327.73184,-2.8636,16086,,0.115,0.1284
g2150564-091560,327.73501,-9.2666,5123,,0.0713,0.0937
g2151067-461631,327.7779,-46.2753,9387,,0.1312,0.0949
g2151119-572636,327.79964,-57.4434,15771,,-0.1113,0.1135
g2151203-551928,327.83475,-55.3245,11472,11340,-0.0986,0.1191
g2151204-013859,327.83489,-1.6496,7900,,0.0066,0.1014
g2151230-542522,327.84599,-54.4226,15844,,-0.0226,0.1473
g2151375-714427,327.9063,-71.7409,13545,,-0.108,0.1093
g2151531-272518,327.97139,-27.4216,9307,,0.0547,0.1049
g2151545-550720,327.97726,-55.1222,11771,11340,-0.242,0.1208
g2152075-801551,328.0311,-80.2641,11468,,-0.0829,0.1254
g2152126-013603,328.05224,-1.6008,15514,,0.1544,0.1477
g2152155-440319,328.06455,-44.0554,15072,,0.2385,0.098
g2152173-620148,328.0719,-62.0301,15647,15455,-0.1113,0.1104
g2152220-522452,328.09141,-52.4144,15774,,0.1613,0.1131
g2152580-623247,328.24156,-62.5464,15919,,-0.2472,0.1559
g2152593-724100,328.24711,-72.6833,13640,,0.098,0.1318
g2153090-132048,328.28759,-13.3467,5009,,0.1098,0.0988
g2153108-073411,328.2948,-7.5698,10005,,0.0845,0.0997
g2153276-572623,328.36501,-57.4396,12113,,0.1042,0.1356
g2153520-174048,328.46669,-17.6799,14853,,-0.059,0.1314
g2153532-030656,328.4715,-3.1156,15965,,-0.0287,0.1091
g2154102-171347,328.54259,-17.2297,10504,10234,0.0694,0.1002
g2154127-551525,328.55281,-55.257,11531,11340,0.0543,0.1301
g2154161-164023,328.56706,-16.673,9813,10234,0.1386,0.0971
g2154196-140938,328.58145,-14.1606,12176,,-0.0533,0.1105
g2154376-062245,328.65661,-6.3792,9853,,-0.1187,0.146
g2154434-124406,328.68061,-12.7349,13342,,-0.0117,0.1355
g2155059-062509,328.77465,-6.4193,9972,,-0.0685,0.1255
g2155079-004613,328.78275,-0.7704,7626,,-0.1264,0.1267
g2155109-120321,328.79551,-12.0557,13220,13404,-0.0249,0.1169
g2155167-553420,328.81951,-55.5723,11113,11340,-0.0174,0.1031
g2155221-475306,328.84214,-47.8849,15030,,-0.1602,0.1089
g2155310-600207,328.87934,-60.0354,9579,,-0.1161,0.1088
g2155515-013138,328.96454,-1.5273,14643,,0.2006,0.1518
g2155588-463539,328.99515,-46.594,15892,,-0.0034,0.1123
g2156022-025401,329.00911,-2.9002,7749,,-0.0809,0.1014
g2156164-570402,329.06834,-57.0672,11870,,-0.0399,0.1104
g2156323-535356,329.1348,-53.8988,9604,,0.0698,0.1027
g2156366-553316,329.15265,-55.5545,10872,11340,0.186,0.1184
g2156479-115949,329.19946,-11.9968,13639,13404,-0.0376,0.126
g2156480-445000,329.19989,-44.8334,9798,,0.207,0.102
g2156516-112632,329.21476,-11.4422,13218,,0.0809,0.1182
g2156545-553943,329.22689,-55.6618,11053,11340,0.1577,0.1018
g2156570-684709,329.23771,-68.7859,10648,,0.0045,0.098
g2157018-712756,329.25765,-71.4655,9106,9072,-0.0395,0.1172
g2157288-562651,329.37015,-56.4474,10907,11002,-0.084,0.1161
g2157334-140223,329.38906,-14.0397,4979,,-0.0393,0.1083
g2157421-162250,329.42519,-16.3807,10890,,0.0792,0.0961
g2157475-124635,329.44771,-12.7762,12531,,-0.069,0.1016
g2157507-042905,329.46104,-4.4847,15724,15707,0.0299,0.1047
g2157534-695025,329.4726,-69.8403,7777,8429,0.1181,0.0921
g2158045-730050,329.51849,-73.0138,8275,,0.1367,0.1069
g2158112-450614,329.54684,-45.1038,14475,,-0.1142,0.1801
g2158145-693845,329.56049,-69.6459,8645,8429,-0.0102,0.1176
g2158373-120755,329.6553,-12.1319,14987,,-0.0616,0.115
g2158435-195647,329.6814,-19.9463,15756,,0.0471,0.1291
g2158436-042316,329.68171,-4.3877,16084,15707,-0.1206,0.1112
g2159063-693841,329.77635,-69.6447,8015,,-0.1252,0.139
g2159119-152602,329.79961,-15.4339,11756,11744,0.0614,0.108
g2159205-562605,329.83529,-56.4348,15643,,0.0971,0.116
g2159212-075049,329.83815,-7.8469,15279,,-0.2367,0.1152
g2159355-544729,329.89769,-54.7915,9818,,-0.0845,0.1167
g2159369-561227,329.90384,-56.2076,10126,,0.0979,0.1054
g2159433-701214,329.93039,-70.2038,8438,8429,0.1246,0.0954
g2159442-152844,329.934,-15.4789,11546,11744,-0.194,0.1088
