curve,z,H0
maxwell_boltzmann_method3,0.17346735176722763,71.38899137085107
maxwell_boltzmann_method3,0.18441023516267455,71.09367122120966
maxwell_boltzmann_method3,0.19468183032939834,70.84344548684409
maxwell_boltzmann_method3,0.2042752356420297,70.63184344725384
maxwell_boltzmann_method3,0.21392554100729552,70.43875442339227
maxwell_boltzmann_method3,0.22363518011155367,70.26267094261252
maxwell_boltzmann_method3,0.23340592135573768,70.10204871974895
maxwell_boltzmann_method3,0.24399815207303394,69.94459605475818
maxwell_boltzmann_method3,0.25542878340538705,69.79182594216488
maxwell_boltzmann_method3,0.26694510566144886,69.65365383392076
maxwell_boltzmann_method3,0.2793249392866055,69.52032625315704
maxwell_boltzmann_method3,0.2918046932725738,69.39977445705952
maxwell_boltzmann_method3,0.3043857650663022,69.2904357542031
maxwell_boltzmann_method3,0.3194588149601826,69.17375111321057
maxwell_boltzmann_method3,0.3411325997797527,69.02754283210193
maxwell_boltzmann_method3,0.3614709380779101,68.91083610359809
maxwell_boltzmann_method3,0.3812492490263058,68.81156930589849
maxwell_boltzmann_method3,0.41223618351809815,68.68077994830934
maxwell_boltzmann_method3,0.43867754202867104,68.58739395049571
maxwell_boltzmann_method3,0.46995257813266544,68.49408894022353
maxwell_boltzmann_method3,0.4947161931960873,68.43098123916239
maxwell_boltzmann_method3,0.534437375264666,68.34480681379108
maxwell_boltzmann_method3,0.607425640419717,68.22256164182656
maxwell_boltzmann_method3,0.7237070452503507,68.08764560087455
maxwell_boltzmann_method3,0.9072694436235897,67.94842985772108
maxwell_boltzmann_method3,0.96956227406656,67.91225971732698
maxwell_boltzmann_method3,1.0071213574220461,67.8928043011158
maxwell_boltzmann_method3,1.1133598465852401,67.84457806079897
maxwell_boltzmann_method3,1.6343377630995068,67.69020660363577
maxwell_boltzmann_method3,1.6895564926884732,67.67938372309446
maxwell_boltzmann_method3,1.76331566449766,67.66534710965772
maxwell_boltzmann_method3,1.8538464590572412,67.65021716441119
maxwell_boltzmann_method3,2.0103694054801142,67.62656143979946
maxwell_boltzmann_method3,2.0894699049377206,67.61612877195793
maxwell_boltzmann_method3,2.6021922959900197,67.5629972635046
maxwell_boltzmann_method3,2.7688029070652522,67.54991961618384
maxwell_boltzmann_method3,2.851389381341724,67.54414189135065
maxwell_boltzmann_method3,2.980863383894953,67.53603577470031
maxwell_boltzmann_method3,3.415544454153852,67.5124978501489
maxwell_boltzmann_method3,3.604168668095328,67.50447640229191
maxwell_boltzmann_method3,4.521825666165482,67.47470979955142
maxwell_boltzmann_method3,4.7300106996544455,67.46974747201071
maxwell_boltzmann_method3,4.911283164071509,67.46583430125716
maxwell_boltzmann_method3,5.15958804488137,67.46116831449318
maxwell_boltzmann_method3,6.032594295476141,67.44740411369591
maxwell_boltzmann_method3,6.268377393927627,67.44461924664505
maxwell_boltzmann_method3,7.052152411158052,67.43643950495702
maxwell_boltzmann_method3,7.481044633486503,67.43264781551568
maxwell_boltzmann_method3,7.8946108868060545,67.42957397019187
maxwell_boltzmann_method3,8.190357281420388,67.42776279426455
