galaxy,ra,dec,v_cmb,DM_baseline,e_DM,catalog,indicator
g1904212-534239,286.08825,-53.7109,8958,35.37674895273097,0.5665000081062317,6dFGSv,FP
g1905011-575907,286.25459,-57.9852,10678,35.36714335142816,0.5195000171661377,6dFGSv,FP
g1905230-294748,286.3458,-29.7965,14860,36.120787721379486,0.5525000095367432,6dFGSv,FP
g1905551-434331,286.47961,-43.7254,5660,34.69427574190957,0.4754999876022339,6dFGSv,FP
g1905599-422157,286.49969,-42.3657,5747,34.29389961980968,0.45749998092651367,6dFGSv,FP
g1906053-251713,286.52206,-25.2868,14280,37.507834672523614,0.7310000061988831,6dFGSv,FP
g1906247-320652,286.60275,-32.1145,5781,35.394208585145236,0.5615000128746033,6dFGSv,FP
g1906477-320057,286.69876,-32.0159,5930,34.8984670718167,0.4789999723434448,6dFGSv,FP
g1906555-420006,286.73115,-42.0016,5805,35.49420478386285,0.7050000429153442,6dFGSv,FP
g1907488-612205,286.95316,-61.3681,4331,32.68763460979012,0.47450000047683716,6dFGSv,FP
g1907567-551751,286.98615,-55.2974,5122,34.64339157437317,0.6209999918937683,6dFGSv,FP
g1909442-643101,287.43419,-64.517,11475,35.21645720135015,0.6599999666213989,6dFGSv,FP
g1909530-433210,287.47064,-43.536,5656,34.0677407390594,0.48350000381469727,6dFGSv,FP
g1910160-431239,287.56651,-43.2109,13989,35.50112708053061,0.47200000286102295,6dFGSv,FP
g1910219-804410,287.59111,-80.736,13326,35.24869264873639,0.6459999680519104,6dFGSv,FP
g1910541-474053,287.72521,-47.6813,14540,35.87101573637972,0.6310000419616699,6dFGSv,FP
g1911137-575317,287.80724,-57.888,11723,36.58738755029928,0.6690000295639038,6dFGSv,FP
g1911217-503734,287.84025,-50.6261,4985,33.62451955752489,0.5254999995231628,6dFGSv,FP
g1911235-570258,287.84806,-57.0494,3176,31.7130960302363,0.4854999780654907,6dFGSv,FP
g1911388-470320,287.91166,-47.0556,5364,35.914137502856676,0.7339999675750732,6dFGSv,FP
g1911479-274013,287.94946,-27.6704,11880,35.873275932899645,0.8065000176429749,6dFGSv,FP
g1912092-341632,288.03855,-34.2754,9287,35.17207084709636,0.621999979019165,6dFGSv,FP
g1912359-175233,288.14941,-17.8759,11740,35.9600342274691,0.5974999666213989,6dFGSv,FP
g1912596-523049,288.24826,-52.5136,5859,34.75331115686103,0.5184999704360962,6dFGSv,FP
g1913190-730055,288.32909,-73.0154,12220,35.89754976589678,0.675000011920929,6dFGSv,FP
g1913401-441544,288.41715,-44.2621,14318,36.54260539002503,0.597000002861023,6dFGSv,FP
g1913486-591740,288.4524,-59.2944,4410,32.735386697616825,0.5299999713897705,6dFGSv,FP
g1913500-440858,288.45855,-44.1496,14348,36.13815049312318,0.7424999475479126,6dFGSv,FP
g1914146-712521,288.56086,-71.4225,12904,36.816315414547105,0.9884999990463257,6dFGSv,FP
g1914243-581544,288.60106,-58.2622,4736,33.837252153347535,0.47600001096725464,6dFGSv,FP
g1914253-461425,288.60555,-46.2402,14203,36.20709405114207,0.5249999761581421,6dFGSv,FP
g1914551-725809,288.7296,-72.9691,12130,36.017997713254054,0.6990000009536743,6dFGSv,FP
g1915359-581918,288.89955,-58.3216,11901,35.560611040181925,0.5479999780654907,6dFGSv,FP
g1915458-765308,288.94094,-76.8855,15260,35.83696629649366,0.6464999914169312,6dFGSv,FP
g1916103-151929,289.04294,-15.3246,14399,36.868855359779324,0.6454999446868896,6dFGSv,FP
g1916326-401233,289.13581,-40.2092,5490,34.28105534400072,0.4620000123977661,6dFGSv,FP
g1916478-251208,289.19895,-25.2022,11808,35.850075386503555,0.5435000061988831,6dFGSv,FP
g1917007-704954,289.2528,-70.8316,13531,35.91484315841659,0.5534999966621399,6dFGSv,FP
g1917095-590549,289.28956,-59.0969,16009,35.49251473547357,0.5569999814033508,6dFGSv,FP
g1917168-190453,289.32,-19.0814,12395,36.860926290523736,0.6755000352859497,6dFGSv,FP
g1917298-212001,289.37399,-21.3337,12069,34.885550219177574,0.6430000066757202,6dFGSv,FP
g1917319-730844,289.383,-73.1454,11560,35.68548286164268,0.7024999856948853,6dFGSv,FP
g1917496-161840,289.45679,-16.3111,12060,36.03293031338171,0.5644999742507935,6dFGSv,FP
g1917515-633229,289.46445,-63.5415,9278,36.1539656164661,0.5544999837875366,6dFGSv,FP
g1918321-284506,289.6338,-28.7516,14962,36.01214197318787,0.7319999933242798,6dFGSv,FP
g1919245-603839,289.85189,-60.6442,4321,33.79861505701115,0.5065000057220459,6dFGSv,FP
g1919261-201003,289.85879,-20.1674,12005,36.06250458379645,0.699999988079071,6dFGSv,FP
g1919395-135654,289.91461,-13.9483,7587,35.3945440813086,0.5960000157356262,6dFGSv,FP
g1920018-604907,290.00745,-60.8187,10887,34.60373473371675,0.5534999966621399,6dFGSv,FP
g1920235-542046,290.09806,-54.3462,5139,34.37158675795985,0.6930000185966492,6dFGSv,FP
g1920288-633006,290.12009,-63.5017,14583,36.533427994449845,0.5864999890327454,6dFGSv,FP
g1920448-601103,290.18669,-60.1841,4588,35.693810755032686,0.7319999933242798,6dFGSv,FP
g1920463-135510,290.19284,-13.9193,11542,35.00759906497704,0.606499969959259,6dFGSv,FP
g1920545-120332,290.22706,-12.059,10970,35.454726801893656,0.49950000643730164,6dFGSv,FP
g1921093-584838,290.28886,-58.8106,11179,34.887208405272084,0.565500020980835,6dFGSv,FP
g1921317-115317,290.38216,-11.8881,10909,36.63311847552429,0.7739999890327454,6dFGSv,FP
g1921569-194355,290.48701,-19.7319,13590,36.38579087038799,0.8335000276565552,6dFGSv,FP
g1921594-600235,290.49751,-60.043,4497,33.674808146735295,0.49449998140335083,6dFGSv,FP
g1922055-113842,290.52286,-11.6451,10758,35.39385142704677,0.5164999961853027,6dFGSv,FP
g1922117-190056,290.54864,-19.0155,11909,35.59407007865878,0.7554999589920044,6dFGSv,FP
g1923079-625813,290.78281,-62.9704,9303,34.651308837046386,0.5674999952316284,6dFGSv,FP
g1923086-174325,290.78596,-17.7235,12025,35.887619081254186,0.6634999513626099,6dFGSv,FP
g1923327-642744,290.8863,-64.4622,14524,36.88812483204845,0.5920000076293945,6dFGSv,FP
g1923378-114803,290.90761,-11.8009,12255,35.6592602137375,0.5730000138282776,6dFGSv,FP
g1924137-154436,291.05684,-15.7432,11541,35.63491094870897,0.5665000081062317,6dFGSv,FP
g1924154-751806,291.06405,-75.3018,14922,35.31632879820981,0.6260000467300415,6dFGSv,FP
g1924185-245725,291.0771,-24.9569,12758,36.464606637596034,0.5874999761581421,6dFGSv,FP
g1925034-630812,291.26415,-63.1366,10382,36.24709870643526,0.8245000243186951,6dFGSv,FP
g1925040-581056,291.2667,-58.1822,11174,36.692736945480526,0.6655000448226929,6dFGSv,FP
g1925277-181025,291.3654,-18.1735,14482,36.43733648296612,0.6830000281333923,6dFGSv,FP
g1925388-100443,291.41175,-10.0785,15667,36.70712288531638,0.578499972820282,6dFGSv,FP
g1925507-452009,291.46111,-45.3358,15569,36.713497236409616,0.5230000019073486,6dFGSv,FP
g1926035-263322,291.51466,-26.5561,14798,37.04620888689966,0.6694999933242798,6dFGSv,FP
g1926133-690721,291.55546,-69.1225,14689,36.368654861878476,0.6050000190734863,6dFGSv,FP
g1926360-653704,291.64996,-65.6177,5323,34.43847594703318,0.49150002002716064,6dFGSv,FP
g1926369-133853,291.65385,-13.648,7637,35.33030754355464,0.7045000195503235,6dFGSv,FP
g1926509-114717,291.71205,-11.788,11261,35.434078551116755,0.6475000381469727,6dFGSv,FP
g1926587-625655,291.74446,-62.9485,10500,36.31564018773807,0.5304999947547913,6dFGSv,FP
g1927253-794108,291.8553,-79.6855,9871,34.83199953029525,0.5889999866485596,6dFGSv,FP
g1927299-100454,291.87449,-10.0816,15755,37.43878564790989,0.6265000104904175,6dFGSv,FP
g1927379-692504,291.90794,-69.4179,11662,35.48205883111617,0.49050000309944153,6dFGSv,FP
g1928127-294026,292.05299,-29.6737,7398,36.15526538581636,0.5385000109672546,6dFGSv,FP
g1928170-293144,292.07085,-29.529,7158,35.20165212269897,0.46299999952316284,6dFGSv,FP
g1929007-755518,292.25295,-75.9217,16092,36.481743832788865,0.7540000081062317,6dFGSv,FP
g1929280-690323,292.36665,-69.0564,14358,36.932663418529394,0.6679999828338623,6dFGSv,FP
g1929462-841220,292.44241,-84.2055,14504,36.947632557639,0.784000039100647,6dFGSv,FP
g1929511-623839,292.46309,-62.6441,11007,35.79603857499188,0.5115000009536743,6dFGSv,FP
g1930032-224946,292.51319,-22.8294,14005,36.57910925473778,0.7689999938011169,6dFGSv,FP
g1930057-703444,292.52386,-70.5789,14693,37.436245999144155,0.6024999618530273,6dFGSv,FP
g1930278-275056,292.61581,-27.849,15006,36.39851840463382,0.5270000100135803,6dFGSv,FP
g1930377-521726,292.65721,-52.2906,13938,35.36169596455315,0.550000011920929,6dFGSv,FP
g1931194-060136,292.83105,-6.0268,9599,35.08132363871291,0.6274999380111694,6dFGSv,FP
g1931590-272129,292.99559,-27.3581,15273,36.06331551643979,0.8460000157356262,6dFGSv,FP
g1932075-111306,293.03101,-11.2184,13712,36.50919771967876,0.5534999966621399,6dFGSv,FP
g1932165-555429,293.06894,-55.9079,3336,33.44732395745975,0.5105000138282776,6dFGSv,FP
g1932228-623256,293.09475,-62.5488,10825,35.48183326706947,0.5770000219345093,6dFGSv,FP
g1932249-642448,293.10359,-64.4134,3937,33.98252070390729,0.4854999780654907,6dFGSv,FP
g1932251-511124,293.10451,-51.1899,15462,36.59652211923773,0.5180000066757202,6dFGSv,FP
g1932318-515642,293.13269,-51.9451,14835,36.73063143665708,0.5600000023841858,6dFGSv,FP
g1932447-611126,293.1861,-61.1906,10730,36.29669231674578,0.7024999856948853,6dFGSv,FP
g1932457-114821,293.19031,-11.8057,13652,36.3391752008331,0.578499972820282,6dFGSv,FP
g1933188-153051,293.32829,-15.5141,11799,35.96141966598883,0.7720000147819519,6dFGSv,FP
g1933224-594310,293.34329,-59.7195,9945,35.365717662772084,0.5180000066757202,6dFGSv,FP
g1934178-753647,293.57431,-75.6131,15070,35.992259910498056,0.6655000448226929,6dFGSv,FP
g1934263-174833,293.60956,-17.8093,9163,34.62288213432336,0.5844999551773071,6dFGSv,FP
g1934275-743744,293.61465,-74.6288,14916,35.795955452653686,0.6525000333786011,6dFGSv,FP
g1935027-604857,293.7612,-60.8157,10577,35.310506145090734,0.5999999642372131,6dFGSv,FP
g1935330-111419,293.88765,-11.2385,12808,36.495100357189784,0.753000020980835,6dFGSv,FP
g1935426-594723,293.92771,-59.7896,4457,33.675406851337186,0.47450000047683716,6dFGSv,FP
g1936121-335942,294.05039,-33.9949,7460,34.2323877685716,0.4814999997615814,6dFGSv,FP
g1936377-150655,294.15705,-15.1154,15991,37.49807175105299,0.5964999794960022,6dFGSv,FP
g1936532-533031,294.22171,-53.5087,13368,36.324025904644756,0.565500020980835,6dFGSv,FP
g1936549-531809,294.2286,-53.3024,13187,36.786923796817405,0.5604999661445618,6dFGSv,FP
g1937090-633114,294.28754,-63.5204,10106,35.63459021242218,0.49800002574920654,6dFGSv,FP
g1937242-174502,294.35071,-17.7505,9189,35.80903495248055,0.512499988079071,6dFGSv,FP
g1938156-524916,294.56489,-52.8211,13454,35.731950790776665,0.6134999990463257,6dFGSv,FP
g1938218-503915,294.59069,-50.6541,12007,36.25536616017014,0.515500009059906,6dFGSv,FP
g1938337-604217,294.6405,-60.7048,11054,36.09979105771019,0.5145000219345093,6dFGSv,FP
g1938392-091509,294.66316,-9.2525,13941,36.1311632499401,0.6485000252723694,6dFGSv,FP
g1938429-053515,294.67875,-5.5876,8270,35.911721134564765,0.5009999871253967,6dFGSv,FP
g1939071-155316,294.77955,-15.8876,15569,36.78749735528095,0.6015000343322754,6dFGSv,FP
g1939176-171423,294.82335,-17.2396,13143,36.08266620359791,0.5429999828338623,6dFGSv,FP
g1939412-601857,294.92191,-60.3159,11352,35.832055616773395,0.597000002861023,6dFGSv,FP
g1939432-003004,294.92984,-0.5011,6584,34.12114277648725,0.6119999885559082,6dFGSv,FP
g1939533-533208,294.97215,-53.5354,13605,36.16868646063368,0.6740000247955322,6dFGSv,FP
g1939583-510323,294.99284,-51.0565,12577,36.85907900967538,0.5119999647140503,6dFGSv,FP
g1939599-223810,294.99959,-22.636,14233,36.44267581615649,0.5730000138282776,6dFGSv,FP
g1940174-190359,295.07235,-19.0664,11347,36.094098927596896,0.5,6dFGSv,FP
g1940309-562437,295.12874,-56.4102,5131,33.984203701494934,0.4764999747276306,6dFGSv,FP
g1940409-185937,295.17045,-18.9936,11137,35.91853484616179,0.5640000104904175,6dFGSv,FP
g1940423-702547,295.17629,-70.4296,11600,35.39548371287451,0.5705000162124634,6dFGSv,FP
g1940471-505743,295.19626,-50.962,12276,35.87547807970523,0.49050000309944153,6dFGSv,FP
g1941013-795818,295.25534,-79.9718,16045,37.76139224281579,0.7699999809265137,6dFGSv,FP
g1941097-064258,295.29044,-6.716,7339,34.80787811561763,0.612500011920929,6dFGSv,FP
g1941239-623357,295.34955,-62.5659,13458,36.489096331895254,0.5985000133514404,6dFGSv,FP
g1941253-102229,295.35539,-10.3746,12889,37.038789721969934,0.7745000123977661,6dFGSv,FP
g1942143-355944,295.55969,-35.9955,5811,35.051448144931896,0.5299999713897705,6dFGSv,FP
g1942411-065603,295.67144,-6.9342,7427,34.914760745933435,0.5995000004768372,6dFGSv,FP
g1943013-535407,295.75544,-53.9021,5330,34.81532970134251,0.5809999704360962,6dFGSv,FP
g1943096-070412,295.78995,-7.07,7546,34.58527764257347,0.47450000047683716,6dFGSv,FP
g1943146-514827,295.81066,-51.8075,12637,34.71241371271991,0.5045000314712524,6dFGSv,FP
g1943245-483207,295.8522,-48.5353,4951,34.30765830698656,0.5820000171661377,6dFGSv,FP
g1943306-080206,295.87755,-8.035,13753,35.837680836966484,0.6875,6dFGSv,FP
g1943392-351715,295.91326,-35.2875,5448,34.924379231059895,0.5019999742507935,6dFGSv,FP
g1943529-224460,295.97039,-22.7499,14558,37.7347021355787,0.6694999933242798,6dFGSv,FP
g1944347-523404,296.1444,-52.5677,14468,35.24623623096625,0.7615000009536743,6dFGSv,FP
g1945152-542039,296.31314,-54.3441,2422,31.556564460859164,0.5135000348091125,6dFGSv,FP
g1945187-521102,296.32785,-52.1838,14975,36.65802790729085,0.5860000252723694,6dFGSv,FP
g1945195-192903,296.33145,-19.4843,14100,36.37378916889046,0.5885000228881836,6dFGSv,FP
g1945242-552049,296.35094,-55.3469,4464,33.80831456592807,0.4684999883174896,6dFGSv,FP
g1945506-061828,296.46089,-6.3078,10000,34.583193617730466,0.5530000329017639,6dFGSv,FP
g1946029-190333,296.51204,-19.0591,10860,36.77984273242501,0.6970000267028809,6dFGSv,FP
g1946137-193140,296.55704,-19.5277,14069,36.7040097583876,0.6819999814033508,6dFGSv,FP
g1946203-554332,296.58451,-55.7254,12349,35.02635257928887,0.6169999837875366,6dFGSv,FP
g1946291-093131,296.62139,-9.5252,15790,37.489104428016184,0.7029999494552612,6dFGSv,FP
g1946333-222256,296.63881,-22.3822,14704,36.851871111105254,0.921500027179718,6dFGSv,FP
g1946445-651449,296.68545,-65.247,4112,34.05395932625385,0.47850000858306885,6dFGSv,FP
g1946472-115721,296.69641,-11.9557,15164,36.66076244276822,0.6140000224113464,6dFGSv,FP
g1947053-201220,296.77199,-20.2056,11641,35.57364510142995,0.4675000309944153,6dFGSv,FP
g1947055-054331,296.77291,-5.7252,7630,35.75431641899301,0.715499997138977,6dFGSv,FP
g1947099-224456,296.79119,-22.749,14315,36.446150489447696,0.5094999670982361,6dFGSv,FP
g1947175-614237,296.82269,-61.7102,9284,35.525369328306226,0.5494999885559082,6dFGSv,FP
g1947203-090052,296.83471,-9.0144,13390,35.706096637511756,0.5054999589920044,6dFGSv,FP
g1947330-100656,296.88749,-10.1156,5656,33.668240693658554,0.5080000162124634,6dFGSv,FP
g1947343-083753,296.89276,-8.6314,13389,35.3469343050325,0.6414999961853027,6dFGSv,FP
g1947453-791139,296.93896,-79.1943,11933,36.06044199152964,0.5290000438690186,6dFGSv,FP
g1947459-141555,296.94119,-14.2653,7551,36.01821602173058,0.8370000123977661,6dFGSv,FP
g1948043-593127,297.01784,-59.5243,7896,34.84272943232803,0.6029999852180481,6dFGSv,FP
g1948077-180353,297.03209,-18.0648,13404,36.12486575832856,0.6144999861717224,6dFGSv,FP
g1948176-141828,297.07349,-14.3078,7521,35.288571719947115,0.6305000185966492,6dFGSv,FP
g1948234-122608,297.09735,-12.4357,14323,36.44136370631592,0.6984999775886536,6dFGSv,FP
g1949065-045555,297.27719,-4.932,8466,35.488584910355655,0.5710000395774841,6dFGSv,FP
g1949251-103830,297.35461,-10.6417,7304,34.44199748036133,0.6584999561309814,6dFGSv,FP
g1949385-215606,297.41026,-21.935,14130,36.240904544387185,0.5575000047683716,6dFGSv,FP
g1949390-225441,297.41266,-22.9114,6368,34.90120890620382,0.5410000085830688,6dFGSv,FP
g1949442-093736,297.43426,-9.6266,13418,35.61013255324826,0.5634999871253967,6dFGSv,FP
g1950020-064752,297.50851,-6.7977,13863,36.96897988086054,0.7005000114440918,6dFGSv,FP
g1950070-090205,297.52919,-9.0347,14286,36.205746928379234,0.5920000076293945,6dFGSv,FP
g1950123-185424,297.55139,-18.9067,13254,36.51292849939964,0.5065000057220459,6dFGSv,FP
g1950129-180444,297.55365,-18.0788,10764,36.013062176264256,0.7944999933242798,6dFGSv,FP
g1950174-641106,297.57254,-64.1851,14838,35.88307047553161,0.6349999904632568,6dFGSv,FP
g1950188-064128,297.5784,-6.6911,15631,36.76012740650407,0.9229999780654907,6dFGSv,FP
g1950221-132809,297.59191,-13.469,11085,36.4468722035257,0.7415000200271606,6dFGSv,FP
g1950284-060027,297.61831,-6.0075,7956,35.9631676039318,0.5540000200271606,6dFGSv,FP
g1950483-191452,297.70125,-19.2476,10555,35.27648496792909,0.550000011920929,6dFGSv,FP
g1951048-304528,297.76995,-30.7576,5757,34.3056747970157,0.4585000276565552,6dFGSv,FP
g1951157-310305,297.81555,-31.0513,5427,35.22499280909193,0.6324999928474426,6dFGSv,FP
g1951206-021542,297.83581,-2.2618,8010,35.01385624887765,0.4919999837875366,6dFGSv,FP
g1951215-324021,297.83941,-32.6724,5732,35.23972454366417,0.5494999885559082,6dFGSv,FP
g1951384-174945,297.90974,-17.8292,9562,35.04793732360247,0.5615000128746033,6dFGSv,FP
g1951432-124435,297.92985,-12.743,7184,35.16902528998024,0.5394999980926514,6dFGSv,FP
g1951466-213455,297.94424,-21.582,14457,36.02608454202083,0.5895000100135803,6dFGSv,FP
g1951519-304830,297.96644,-30.8084,5786,34.721585718376446,0.47699999809265137,6dFGSv,FP
g1951599-834433,297.99946,-83.7426,15638,36.07559969155441,0.8680000305175781,6dFGSv,FP
g1952025-604850,298.01056,-60.814,11076,35.635108452448776,0.4960000216960907,6dFGSv,FP
g1952137-115323,298.05719,-11.8896,14677,36.7553802752154,0.5669999718666077,6dFGSv,FP
g1952191-115214,298.07954,-11.8705,7272,35.61196312578072,0.5680000185966492,6dFGSv,FP
g1952287-694047,298.11931,-69.6796,3947,33.629529370637925,0.5849999785423279,6dFGSv,FP
g1952325-100836,298.13564,-10.1434,15693,35.79822350411821,0.6029999852180481,6dFGSv,FP
g1952359-222242,298.14946,-22.3784,14218,36.247386180369254,0.6944999694824219,6dFGSv,FP
g1952417-490421,298.17361,-49.0726,7014,35.457022542159585,0.5084999799728394,6dFGSv,FP
g1952552-175219,298.23,-17.872,7612,34.13068750997627,0.5090000033378601,6dFGSv,FP
g1952556-605904,298.23149,-60.9845,3851,34.0785612899671,0.48500001430511475,6dFGSv,FP
g1953040-191332,298.26676,-19.2256,15020,36.39404337785624,0.5799999833106995,6dFGSv,FP
g1953074-213016,298.28101,-21.5044,14245,37.26200601251065,0.550000011920929,6dFGSv,FP
g1953098-130934,298.2906,-13.1596,7603,34.787618647469586,0.5005000233650208,6dFGSv,FP
g1953122-550005,298.30081,-55.0014,15729,37.67819921892712,0.6060000061988831,6dFGSv,FP
g1953156-082310,298.31506,-8.386,14431,35.88317581727166,0.5414999723434448,6dFGSv,FP
g1953181-213144,298.32524,-21.5289,14545,35.728762317028504,0.5809999704360962,6dFGSv,FP
g1953222-702610,298.34249,-70.4362,11864,36.28484930309711,0.5885000228881836,6dFGSv,FP
g1953280-200958,298.36664,-20.1661,14811,36.659615716760584,0.5734999775886536,6dFGSv,FP
g1953374-211342,298.40581,-21.2283,9867,35.7796193196429,0.5665000081062317,6dFGSv,FP
g1954094-660041,298.5393,-66.0115,11036,35.05375204944656,0.5335000157356262,6dFGSv,FP
g1954156-061034,298.56494,-6.1761,8311,35.88696010291731,0.7590000629425049,6dFGSv,FP
g1954181-173931,298.57561,-17.6586,12767,36.07563790649985,0.6694999933242798,6dFGSv,FP
g1954226-172860,298.59404,-17.4833,14235,36.66598110147348,0.559499979019165,6dFGSv,FP
g1954250-470229,298.60411,-47.0414,10362,35.31391157074309,0.5,6dFGSv,FP
g1954376-032349,298.65661,-3.3968,16072,35.93704337148819,0.8160000443458557,6dFGSv,FP
g1954388-252005,298.66156,-25.3347,10715,35.58115457632585,0.6019999980926514,6dFGSv,FP
g1954564-062854,298.73506,-6.4815,8310,34.05069878651261,0.5135000348091125,6dFGSv,FP
g1955127-231622,298.80301,-23.2729,5733,33.89160341618595,0.46799999475479126,6dFGSv,FP
g1955205-055146,298.83556,-5.8628,13286,36.45466484245535,0.5900000333786011,6dFGSv,FP
g1955230-213502,298.84561,-21.5837,14692,36.87559832716224,0.5995000004768372,6dFGSv,FP
g1955268-550920,298.86166,-55.1556,13420,36.112456242209774,0.6660000085830688,6dFGSv,FP
g1955429-062304,298.92886,-6.3846,10318,36.93367132330515,0.6480000019073486,6dFGSv,FP
g1955435-043250,298.93141,-4.5471,13254,36.23492855166527,0.5674999952316284,6dFGSv,FP
g1955539-122509,298.97475,-12.4192,7599,35.04997587564023,0.6230000257492065,6dFGSv,FP
g1956028-051728,299.01166,-5.291,13254,35.828928541044334,0.6665000319480896,6dFGSv,FP
g1956131-163857,299.05455,-16.6492,13182,36.009100226187826,0.7204999923706055,6dFGSv,FP
g1956291-255516,299.12129,-25.9211,14612,36.00874204416286,0.718500018119812,6dFGSv,FP
g1956299-205612,299.12461,-20.9366,14870,37.01674860872201,0.5424999594688416,6dFGSv,FP
g1956412-183008,299.17156,-18.5022,7879,35.65554916049207,0.5745000243186951,6dFGSv,FP
g1956475-602805,299.19811,-60.468,3607,33.34192435825547,0.47699999809265137,6dFGSv,FP
g1956482-523537,299.20094,-52.5936,16107,37.131266997125614,0.6010000109672546,6dFGSv,FP
g1957059-184927,299.27476,-18.8241,14624,35.43002451205314,0.6080000400543213,6dFGSv,FP
g1957092-601006,299.28841,-60.1682,15597,36.381399078813025,0.7190000414848328,6dFGSv,FP
g1957181-322841,299.32531,-32.478,5515,34.05342131168952,0.5945000052452087,6dFGSv,FP
g1957297-192331,299.37375,-19.392,10848,35.933441946611175,0.6525000333786011,6dFGSv,FP
g1957339-094637,299.39115,-9.777,14608,36.376647435479725,0.7010000348091125,6dFGSv,FP
g1957408-590728,299.41996,-59.1243,11396,35.658955902678414,0.5870000123977661,6dFGSv,FP
g1957441-523149,299.4336,-52.5301,5434,35.63079181806,0.7524999976158142,6dFGSv,FP
g1957471-241752,299.44605,-24.2978,8610,35.18420943939667,0.574999988079071,6dFGSv,FP
g1957489-530842,299.45369,-53.145,12002,36.057961727495986,0.5505000352859497,6dFGSv,FP
g1957547-190233,299.47786,-19.0424,15104,35.911153613102364,0.7484999895095825,6dFGSv,FP
g1957600-323948,299.49989,-32.6634,5575,34.15191799881427,0.4729999899864197,6dFGSv,FP
g1958034-175317,299.51414,-17.8881,7696,35.201519103770565,0.5105000138282776,6dFGSv,FP
g1958184-191640,299.57654,-19.2778,5660,34.038275829450534,0.49449998140335083,6dFGSv,FP
g1958268-154916,299.6115,-15.8212,10720,35.56616753479838,0.5490000247955322,6dFGSv,FP
g1958280-070650,299.61674,-7.1138,10466,36.049597345019734,0.6299999952316284,6dFGSv,FP
g1958307-523739,299.6277,-52.6276,15327,36.67747959015198,0.6100000143051147,6dFGSv,FP
g1958358-523510,299.64915,-52.586,15147,36.39232679390679,0.5214999914169312,6dFGSv,FP
g1958435-523823,299.68111,-52.6398,15057,35.9138859990202,0.625,6dFGSv,FP
g1958513-115246,299.71364,-11.8796,15089,36.53549588867141,0.531000018119812,6dFGSv,FP
g1958520-522923,299.71664,-52.4898,15656,36.20009772994297,0.6665000319480896,6dFGSv,FP
g1959067-750332,299.77801,-75.059,14730,35.80020745531383,0.559499979019165,6dFGSv,FP
g1959117-594240,299.79856,-59.711,15564,36.72329983714867,0.5364999771118164,6dFGSv,FP
g1959228-002249,299.8449,-0.3804,7729,35.16581028687318,0.512499988079071,6dFGSv,FP
g1959280-434554,299.86665,-43.7649,9597,35.16187122255404,0.5685000419616699,6dFGSv,FP
g1959493-000216,299.95531,-0.0377,7668,35.27060425811767,0.49699997901916504,6dFGSv,FP
g1959508-114122,299.96175,-11.6894,13139,35.48650522305452,0.5699999928474426,6dFGSv,FP
g1959517-534333,299.96535,-53.7257,14221,37.17634434303709,0.6414999961853027,6dFGSv,FP
g2000027-524427,300.0111,-52.7409,15896,37.05863295591491,0.5839999914169312,6dFGSv,FP
g2000035-320505,300.01471,-32.0848,5811,34.461948105703925,0.5115000009536743,6dFGSv,FP
g2000249-604827,300.10351,-60.8074,9872,36.01971932017962,0.578000009059906,6dFGSv,FP
g2000376-611458,300.15644,-61.2495,8974,35.34512396209071,0.5440000295639038,6dFGSv,FP
g2000390-264814,300.16231,-26.8039,7804,34.95427992242402,0.6360000371932983,6dFGSv,FP
g2000416-525641,300.17341,-52.9447,12298,35.46936612470428,0.5795000195503235,6dFGSv,FP
g2000561-184953,300.23355,-18.8315,12821,36.08930314862916,0.659500002861023,6dFGSv,FP
g2000566-553754,300.23566,-55.6316,4394,33.51099389760208,0.4814999997615814,6dFGSv,FP
g2000574-523754,300.2391,-52.6317,5432,34.50199240226668,0.4684999883174896,6dFGSv,FP
g2001002-523234,300.25094,-52.5427,15415,37.10191126916581,0.6349999904632568,6dFGSv,FP
g2001021-522854,300.25861,-52.4816,14965,37.090577399385275,0.8115000128746033,6dFGSv,FP
g2001027-170309,300.2613,-17.0525,7601,34.67704739847275,0.49050000309944153,6dFGSv,FP
g2001046-711204,300.26925,-71.201,3470,34.26034111614553,0.5094999670982361,6dFGSv,FP
g2001122-613645,300.30061,-61.6124,9066,35.146772290126194,0.5049999952316284,6dFGSv,FP
g2001132-185658,300.3051,-18.9496,12851,35.501878392181794,0.5699999928474426,6dFGSv,FP
g2001179-200602,300.32444,-20.1006,12314,35.70368933935896,0.6475000381469727,6dFGSv,FP
g2001183-212638,300.32624,-21.4439,14895,36.43839617252542,0.6110000014305115,6dFGSv,FP
g2001196-525756,300.33165,-52.9655,11549,35.2589156534652,0.5449999570846558,6dFGSv,FP
g2001265-212040,300.36046,-21.3444,8899,36.01039974420648,0.5609999895095825,6dFGSv,FP
g2001333-503615,300.38881,-50.6041,11419,36.63233411054986,0.7455000281333923,6dFGSv,FP
g2001584-180342,300.49321,-18.0618,6913,34.73852644973488,0.4925000071525574,6dFGSv,FP
g2002026-701103,300.51061,-70.1841,14948,36.519109098977175,0.6620000600814819,6dFGSv,FP
g2002274-101759,300.61409,-10.2997,14093,36.227210906675076,0.5094999670982361,6dFGSv,FP
g2002315-104529,300.63134,-10.7582,14094,36.5933650950595,0.6260000467300415,6dFGSv,FP
g2002361-554928,300.6504,-55.8245,4514,34.22950138353601,0.5234999656677246,6dFGSv,FP
