CID,RA,DEC,zCMB,HOST_LOGMASS,IS_CALIBRATOR,V_rot,V_rot_source,U_i,X_i
05D4bj,333.749,-18.1334,0.69916,9.265,0,98.23810935867272,tully-fisher,4825.363065183268,-3.0846822643216916e-08
05D4cq,333.54,-18.2267,0.69916,10.554,0,206.3146158879023,tully-fisher,21282.860364486332,1.522675302825014e-07
1335718,52.3094,-28.3854,0.69933,8.642,0,68.63252795929367,tully-fisher,2355.211947041613,-5.833096044382913e-08
05D2ck,150.188,2.5729,0.69997,10.941,0,257.79826824605766,tully-fisher,33229.97355533314,2.851970918972477e-07
04D1si,36.2033,-4.569,0.70064,10.638,0,216.53594302545991,tully-fisher,23443.90731096261,1.7631242034381474e-07
04D4hu,333.901,-17.8389,0.70115,9.475,0,110.8613073216701,tully-fisher,6145.114730534892,-1.6162604998913502e-08
04D2iu,150.305,2.415,0.70197,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
05D2le,150.479,2.0929,0.70198,8.033,0,48.33703371506489,tully-fisher,1168.2344141856597,-7.153786662849476e-08
05D3gv,215.247,53.1789,0.71565,10.726,0,227.78755637514158,tully-fisher,25943.58541967915,2.0412509022160935e-07
05D3jh,214.356,52.6188,0.71867,10.815,0,239.7618029091698,tully-fisher,28742.86106712779,2.3527123228204192e-07
1331993,35.9718,-4.4593,0.71962,8.931,0,81.05503462893932,tully-fisher,3284.959319349276,-4.7986125784690866e-08
04D1aj,36.4748,-4.9946,0.71964,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
05D4ev,333.377,-17.7008,0.72013,10.883,0,249.33313384077803,tully-fisher,31083.505815431665,2.613144173860611e-07
06D3gh,214.631,52.4429,0.72067,9.3,0,100.23744672545449,tully-fisher,5023.772863019162,-2.8639215916379966e-08
06D3do,214.247,52.8825,0.72667,8.709,0,71.33127645249844,tully-fisher,2544.075500171379,-5.622957001406593e-08
06D3bz,214.292,53.0248,0.72767,10.293,0,177.53336942122513,tully-fisher,15759.048629026594,9.080683591161226e-08
1304127,35.1805,-6.9511,0.72861,9.315,0,101.1067139425298,tully-fisher,5111.283802128273,-2.7665525403329394e-08
06D4bw,333.766,-17.8835,0.73012,9.276,0,98.86213739736706,tully-fisher,4886.861105387942,-3.016256466440773e-08
1329166,52.3035,-28.9116,0.73163,9.996,0,149.6339001022309,tully-fisher,11195.152029902207,4.002663784322557e-08
04D1pp,36.302,-4.7016,0.73362,11.382,0,332.2997355533311,tully-fisher,55211.557124406885,5.297751938000197e-07
04D2gp,149.835,2.5089,0.734,8.834,0,76.6531480800069,tully-fisher,2937.8525552877322,-5.184820938958753e-08
05D2fq,149.785,2.602,0.73501,10.875,0,248.18755215034392,tully-fisher,30798.53052118984,2.5814363961494044e-07
05D1eo,36.3464,-4.6427,0.73562,11.125,0,286.60251404739256,tully-fisher,41070.50052914292,3.724347196662413e-07
05D2ct,150.426,2.1238,0.73602,9.761,0,130.70132661006087,tully-fisher,8541.418388814904,1.0499868998153957e-08
05D3jk,214.198,52.5925,0.73668,9.457,0,109.71853387414916,tully-fisher,6019.078337746408,-1.7564948993922534e-08
04D2ja,149.702,1.7717,0.74202,10.991,0,265.32611358865296,tully-fisher,35198.973276029385,3.0710516839327004e-07
04D3fq,214.241,52.3795,0.74269,9.299,0,100.17976201739349,tully-fisher,5017.992358930796,-2.8703532698359352e-08
05D3jb,215.542,52.8781,0.74566,10.471,0,196.68896528783904,tully-fisher,19343.27453300037,1.306867274412648e-07
04D2kr,150.156,1.7119,0.74613,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
04D4im,333.754,-17.396,0.7491,11.199,0,299.07492029406416,tully-fisher,44722.90397445041,4.1307318864775934e-07
1285160,52.3989,-28.6476,0.74932,7.978,0,46.83062950338607,tully-fisher,1096.5539298417066,-7.233541957772726e-08
04D3ks,215.64,52.1852,0.75068,8.459,0,61.77034054759759,tully-fisher,1907.7874856830892,-6.330922896393234e-08
05D2nt,150.243,2.3727,0.75904,9.054,0,87.0021521261394,tully-fisher,3784.6872372899516,-4.242590282560836e-08
05D3mn,214.689,52.3231,0.76069,10.432,0,192.32245567673297,tully-fisher,18493.963478764454,1.212368675202393e-07
05D4cn,333.381,-17.2888,0.76108,10.461,0,195.5599851728174,tully-fisher,19121.85390039628,1.282230906484811e-07
05D1if,36.1239,-4.5703,0.76159,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
04D1qd,36.6378,-4.1072,0.7656,10.496,0,199.54001276451072,tully-fisher,19908.10834703055,1.3697135118968137e-07
04D1de,36.6496,-4.4226,0.7666,9.64,0,121.90737944803386,tully-fisher,7430.704581943455,-1.858488796596495e-09
05D3hh,214.792,52.9593,0.76668,10.4,0,188.81217525718472,tully-fisher,17825.018762674918,1.1379385376170136e-07
04D4id,334.089,-17.229,0.76707,10.324,0,180.72989474446027,tully-fisher,16331.64742717184,9.717785676013768e-08
04D1pc,36.6037,-4.3994,0.7686,10.418,0,190.7787485683089,tully-fisher,18198.26545264501,1.1794678326687186e-07
1329196,53.0758,-28.9065,0.76933,9.424,0,107.65395650325762,tully-fisher,5794.687175402641,-2.0061637387519828e-08
05D4bi,333.986,-17.9861,0.77308,9.109,0,89.80075658176521,tully-fisher,4032.0879413287234,-3.967319875344392e-08
1325358,52.2841,-28.9516,0.77931,8.223,0,53.92373871363595,tully-fisher,1453.88479842824,-6.83595774681023e-08
05D4cs,334.324,-17.8802,0.78806,8.98,0,83.3738766940671,tully-fisher,3475.6016574987525,-4.586494370240879e-08
03D4fd,334.06,-17.3956,0.78905,10.005,0,150.41113749841193,tully-fisher,11311.75514178309,4.132402243292847e-08
1309749,52.5384,-27.3174,0.78929,9.115,0,90.11145365289997,tully-fisher,4060.0370397193687,-3.936222309453392e-08
04D1ks,36.0396,-4.9787,0.79656,7.966,0,46.508249717467585,tully-fisher,1081.5086458911617,-7.250282093803641e-08
03D1fq,36.7319,-4.3022,0.79858,10.651,0,218.16244673729165,tully-fisher,23797.426583200802,1.802458527245333e-07
Elvis,189.451,62.2265,0.83973,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
Spock,189.277,62.2533,0.83973,8.78,0,74.30704581943448,tully-fisher,2760.7685292057668,-5.381853490505053e-08
Manipogo,189.145,62.2636,0.85474,10.3,0,178.25018762674918,tully-fisher,15886.564694485642,9.222564348541973e-08
Vilas,189.371,62.1911,0.93577,11.1,0,282.5075089245508,tully-fisher,39905.24629937756,3.5946951782558986e-07
Ombo,53.1056,-27.7508,0.97424,9.25,0,97.39350503317262,tully-fisher,4742.747411323308,-3.176604576219882e-08
SCP05D0,35.4253,-3.3648,1.01236,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
Eagle,189.337,62.2282,1.0198,9.77,0,131.38022329525322,tully-fisher,8630.381536555296,1.1489717511354501e-08
Ferguson,189.105,62.2566,1.02081,9.02,0,85.3159037603185,tully-fisher,3639.401717219964,-4.404242224610487e-08
Strolger,189.086,62.1807,1.02781,9.61,0,119.82018772227075,tully-fisher,7178.4386929001,-4.665325352441543e-09
SCP06U4,356.373,-36.546,1.04819,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
Gabi,189.058,62.2021,1.12085,8.54,0,64.71873138592562,tully-fisher,2094.257096101797,-6.123447473908563e-08
SCP06H5,218.626,34.4492,1.23223,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
Lancaster,189.236,62.2148,1.23589,10.7,0,224.40369086039263,tully-fisher,25178.508235883328,1.9561245850725167e-07
Aphrodite,53.1563,-27.7796,1.29912,8.76,0,73.45646009961693,tully-fisher,2697.925765183307,-5.4517754954172073e-08
Thoth,53.1033,-27.7716,1.30412,10.9,0,251.7850823588335,tully-fisher,31697.863849222285,2.681500723934023e-07
Inanna,53.1847,-27.9184,1.30612,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
SCP05D6,35.4437,-3.3823,1.31311,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
washington,53.0869,-27.8282,1.32911,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
Borg,189.288,62.1914,1.34093,9.69,0,125.46713919680758,tully-fisher,7871.001509115544,3.0404752103861087e-09
SCP06G4,217.328,34.6437,1.35134,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
Mcguire,53.0418,-27.8305,1.3561,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
Sasquatch,189.225,62.1397,1.39096,10.9,0,251.7850823588335,tully-fisher,31697.863849222285,2.681500723934023e-07
SCP06K0,219.535,34.2384,1.41631,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
carter,150.061,2.1924,1.54295,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
Primo,53.1584,-27.7775,1.54903,9.46,0,109.90817477152497,tully-fisher,6039.903440804038,-1.733323847307859e-08
rutledge,215.2,53.0728,1.61499,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
geta,322.35,0.1402,1.69702,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
stone,189.32,62.2782,1.80111,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
wilson,34.4431,-5.2566,1.9116,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
colfax,189.157,62.3092,2.2613,10.0,0,149.97884186649117,tully-fisher,11246.82650380698,4.0601593906092446e-08
