CID,sn_ra,sn_dec,zCMB,HOST_LOGMASS,IS_CALIBRATOR,pgc,galaxy_name,match_sep_arcsec,log_2Vm,e_log_2Vm,u_log_2Vm,vmax_apparent,VHI,e_VHI,m21,logR25,inclination_deg,v_rot,v_rot_log,mtype,v_rot_alfalfa,w50_alfalfa,v_rot_sparc,v_rot_deep,v_rot_source
5533,328.67,0.4134,0.21887,9.959,0,,,,,,,,,,,,,,,,,,,,None
1342255,40.7435,-0.2674,0.21886,10.024,0,,,,,,,,,,,,,,,,,,,,None
1302187,52.1619,-27.1421,0.21943,10.95,0,,,,,,,,,,,,,,,,,,,,None
15433,14.8796,-0.2565,0.21935,10.806,0,,,,,,,,,,,,,,,,,,,,None
000220,150.537,2.7186,0.21982,11.335,0,,,,,,,,,,,,,,,,,,,,None
18466,48.4185,0.63,0.21967,10.917,0,,,,,,,,,,,,,,,,,,,,None
14331,7.8887,-0.1358,0.21976,9.696,0,,,,,,,,,,,,,,,,,,,,None
19230,332.891,0.7648,0.22005,10.516,0,,,,,,,,,,,,,,,,,,,,None
7512,52.0903,-0.3261,0.22055,7.0,0,,,,,,,,,,,,,,,,,,,,None
15354,6.7737,-0.126,0.22069,10.783,0,,,,,,,,,,,,,,,,,,,,None
370098,150.006,2.4311,0.22141,10.491,0,,,,,,,,,,,,,,,,,,,,None
480464,149.8,3.2216,0.22141,10.917,0,,,,,,,,,,,,,,,,,,,,None
1331123,8.0363,-42.5542,0.22157,11.23,0,,,,,,,,,,,,,,,,,,,,None
13025,341.567,0.4159,0.22287,10.836,0,,,,,,,,,,,,,,,,,,,,None
14846,7.6632,0.1416,0.22335,11.075,0,,,,,,,,,,,,,,,,,,,,None
330083,129.496,43.2977,0.22373,8.78,0,,,,,,,,,,,,,,,,,,,,None
1304442,52.1631,-28.1083,0.22451,9.568,0,,,,,,,,,,,,,,,,,,,,None
550096,52.7766,-26.3979,0.22451,10.175,0,,,,,,,,,,,,,,,,,,,,None
1292560,35.0558,-5.3611,0.22482,8.646,0,,,,,,,,,,,,,,,,,,,,None
030066,150.183,3.404,0.22552,9.134,0,,,,,,,,,,,,,,,,,,,,None
13727,317.588,0.9326,0.22534,9.953,0,,,,,,,,,,,,,,,,,,,,None
15229,4.832,1.0907,0.22536,9.165,0,,,,,,,,,,,,,,,,,,,,None
020096,161.314,58.1927,0.22563,9.059,0,,,,,,,,,,,,,,,,,,,,None
19992,357.104,-1.185,0.22632,10.628,0,,,,,,,,,,,,,,,,,,,,None
1315192,42.9859,-0.5231,0.22714,10.654,0,,,,,,,,,,,,,,,,,,,,None
1315259,40.8641,-1.6036,0.22806,11.5,0,1114868.0,,6.568043848812976,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
180561,334.462,1.4684,0.22853,8.444,0,,,,,,,,,,,,,,,,,,,,None
13072,334.96,0.0244,0.22917,10.874,0,,,,,,,,,,,,,,,,,,,,None
3452,334.672,0.6392,0.22967,9.23,0,,,,,,,,,,,,,,,,,,,,None
21033,28.8137,0.6431,0.23006,7.0,0,1172128.0,,105.20022813665716,,,,,,,,0.3700000047683716,67.38364471362173,,,,,,,,None
000006,53.3665,-28.3715,0.23044,10.793,0,,,,,,,,,,,,,,,,,,,,None
040780,243.62,54.7258,0.23066,10.963,0,,,,,,,,,,,,,,,,,,,,None
19008,331.963,-1.0699,0.23075,10.401,0,,,,,,,,,,,,,,,,,,,,None
360140,185.618,47.7162,0.23083,8.834,0,,,,,,,,,,,,,,,,,,,,None
17875,20.9834,1.255,0.23111,10.702,0,,,,,,,,,,,,,,,,,,,,None
430004,351.113,-0.7542,0.2315,10.51,0,,,,,,,,,,,,,,,,,,,,None
1302648,10.0026,-44.0541,0.23171,10.131,0,,,,,,,,,,,,,,,,,,,,None
1275946,10.404,-43.6378,0.23212,8.458,0,,,,,,,,,,,,,,,,,,,,None
15369,348.833,-0.5626,0.23269,9.078,0,,,,,,,,,,,,,,,,,,,,None
1292336,40.9988,-0.9061,0.23356,9.099,0,,,,,,,,,,,,,,,,,,,,None
350047,163.262,58.1363,0.23364,10.491,0,,,,,,,,,,,,,,,,,,,,None
1336687,35.6058,-6.1499,0.23381,8.58,0,,,,,,,,,,,,,,,,,,,,None
12971,6.6485,-0.3021,0.23381,11.5,0,,,,,,,,,,,,,,,,,,,,None
110536,54.3325,-26.9017,0.23475,10.577,0,,,,,,,,,,,,,,,,,,,,None
1279500,36.9257,-4.3149,0.23471,9.699,0,,,,,,,,,,,,,,,,,,,,None
1319366,41.4955,-1.0881,0.23483,9.611,0,1126612.0,,73.43865194842618,,,,,,,,0.1599999964237213,47.47215110988318,,,,,,,,None
1298281,40.2679,-0.9553,0.23508,9.297,0,,,,,,,,,,,,,,,,,,,,None
19341,15.8603,0.3314,0.23543,11.015,0,,,,,,,,,,,,,,,,,,,,None
15287,323.96,-1.0574,0.2363,10.621,0,,,,,,,,,,,,,,,,,,,,None
310574,352.986,0.5363,0.23649,10.234,0,,,,,,,,,,,,,,,,,,,,None
13511,40.6124,-0.7941,0.23653,11.411,0,,,,,,,,,,,,,,,,,,,,None
12881,10.1623,-0.0736,0.23671,9.679,0,,,,,,,,,,,,,,,,,,,,None
16350,323.639,-0.8858,0.23684,10.79,0,,,,,,,,,,,,,,,,,,,,None
1317277,35.9031,-5.4815,0.23711,10.05,0,,,,,,,,,,,,,,,,,,,,None
20768,40.6259,-0.9712,0.23735,11.024,0,,,,,,,,,,,,,,,,,,,,None
17884,27.5998,1.1721,0.23776,10.453,0,,,,,,,,,,,,,,,,,,,,None
470008,53.0828,-29.0138,0.23954,10.3869,0,,,,,,,,,,,,,,,,,,,,None
18486,55.18,1.0031,0.23971,7.0,0,,,,,,,,,,,,,,,,,,,,None
510251,244.494,55.7428,0.24004,11.5,0,,,,,,,,,,,,,,,,,,,,None
580300,130.334,44.7877,0.24072,9.477,0,,,,,,,,,,,,,,,,,,,,None
510550,243.275,55.6117,0.24106,10.6566,0,,,,,,,,,,,,,,,,,,,,None
460064,53.7742,-26.7649,0.24153,9.381,0,,,,,,,,,,,,,,,,,,,,None
17223,26.3614,-0.0194,0.24151,7.0,0,1153533.0,,58.61081128938482,,,,,,,,0.0799999982118606,34.51186683094512,,,,,,,,None
14481,2.6817,0.2013,0.24207,11.215,0,,,,,,,,,,,,,,,,,,,,None
20111,354.394,0.2481,0.24267,10.934,0,,,,,,,,,,,,,,,,,,,,None
480064,128.796,44.4482,0.24271,8.867,0,2244512.0,,78.8499866835273,,,,,,,,0.0399999991059303,24.747746415913262,,,,,,,,None
20088,13.2052,0.6315,0.24316,11.383,0,,,,,,,,,,,,,,,,,,,,None
13506,25.2433,-0.7278,0.24341,10.19,0,,,,,,,,,,,,,,,,,,,,None
19023,307.117,0.0062,0.24405,7.0,0,,,,,,,,,,,,,,,,,,,,None
15466,317.645,-0.1232,0.24436,10.622,0,,,,,,,,,,,,,,,,,,,,None
3377,54.1562,1.0792,0.24449,9.666,0,,,,,,,,,,,,,,,,,,,,None
000174,162.029,56.8502,0.24497,10.532,0,,,,,,,,,,,,,,,,,,,,None
420407,333.949,-0.3155,0.24512,10.504,0,,,,,,,,,,,,,,,,,,,,None
20039,9.8786,1.0243,0.24539,11.428,0,,,,,,,,,,,,,,,,,,,,None
000010,149.749,3.1575,0.24594,10.786,0,,,,,,,,,,,,,,,,,,,,None
13835,6.0596,-0.2483,0.24604,10.507,0,,,,,,,,,,,,,,,,,,,,None
15219,34.6111,0.2267,0.24637,11.081,0,,,,,,,,,,,,,,,,,,,,None
12977,13.6956,-0.2509,0.24643,9.614,0,,,,,,,,,,,,,,,,,,,,None
05D3mq,214.752,52.3851,0.24649,10.723,0,,,,,,,,,,,,,,,,,,,,None
1334645,36.3796,-5.879,0.24701,10.453,0,175047.0,,69.05073207429164,,,,,,,,0.4699999988079071,73.78967007356067,,,,,,,,None
3451,334.069,0.7081,0.24835,10.839,0,,,,,,,,,,,,,,,,,,,,None
420087,352.767,0.1062,0.24848,7.0,0,,,,,,,,,,,,,,,,,,,,None
450082,353.356,0.3105,0.24848,10.292,0,,,,,,,,,,,,,,,,,,,,None
560152,334.8,1.1602,0.24851,11.416,0,,,,,,,,,,,,,,,,,,,,None
15161,35.8429,0.819,0.24853,11.065,0,,,,,,,,,,,,,,,,,,,,None
19990,34.8064,-0.3848,0.24883,10.628,0,,,,,,,,,,,,,,,,,,,,None
120585,35.7735,-3.6103,0.24899,9.363,0,,,,,,,,,,,,,,,,,,,,None
3199,333.293,1.0505,0.24961,7.0,0,,,,,,,,,,,,,,,,,,,,None
16106,332.089,-1.1488,0.24973,11.035,0,,,,,,,,,,,,,,,,,,,,None
15868,38.0998,-0.7136,0.24974,10.387,0,,,,,,,,,,,,,,,,,,,,None
520077,244.663,55.6842,0.25004,11.3931,0,,,,,,,,,,,,,,,,,,,,None
390449,242.951,54.4558,0.25008,7.0,0,,,,,,,,,,,,,,,,,,,,None
13689,4.0161,0.8076,0.2503,10.45,0,,,,,,,,,,,,,,,,,,,,None
5717,17.896,-0.0059,0.25037,9.431,0,1154390.0,,89.48020786744185,,,,,,,,0.2199999988079071,54.54099080577416,,,,,,,,None
500004,213.023,51.6739,0.25052,9.155,0,,,,,,,,,,,,,,,,,,,,None
16213,8.9711,0.2584,0.25077,7.0,0,,,,,,,,,,,,,,,,,,,,None
17552,322.321,-1.0032,0.25191,10.693,0,,,,,,,,,,,,,,,,,,,,None
310161,352.966,-0.6604,0.25247,9.577,0,,,,,,,,,,,,,,,,,,,,None
9032,337.885,-0.4936,0.25249,9.252,0,,,,,,,,,,,,,,,,,,,,None
000034,36.0664,-3.1865,0.25319,8.938,0,,,,,,,,,,,,,,,,,,,,None
17464,6.6408,0.042,0.25345,9.285,0,,,,,,,,,,,,,,,,,,,,None
5736,22.8627,-0.6316,0.25394,10.474,0,,,,,,,,,,,,,,,,,,,,None
1336480,41.7246,-1.1646,0.25605,10.476,0,,,,,,,,,,,,,,,,,,,,None
1112,339.018,-0.3752,0.25609,11.351,0,1144607.0,,99.70801572608508,,,,,,,,0.1700000017881393,48.76560643100902,,,,,,,,None
17340,41.2121,0.3648,0.25625,11.443,0,,,,,,,,,,,,,,,,,,,,None
9457,335.814,0.253,0.25672,11.129,0,,,,,,,,,,,,,,,,,,,,None
19207,333.464,-0.9203,0.25721,10.626,0,,,,,,,,,,,,,,,,,,,,None
18325,8.9057,0.37,0.25723,11.5,0,,,,,,,,,,,,,,,,,,,,None
8046,39.1168,0.5113,0.2576,11.335,0,,,,,,,,,,,,,,,,,,,,None
6108,1.8066,0.349,0.258,9.323,0,1164301.0,,94.11369507143972,,,,,,,,0.1700000017881393,48.76560643100902,,,,,,,,None
550041,352.54,-0.8664,0.25847,7.4,0,,,,,,,,,,,,,,,,,,,,None
1297026,35.821,-5.1821,0.25855,10.607,0,,,,,,,,,,,,,,,,,,,,None
1303883,8.8633,-44.9171,0.25911,10.894,0,,,,,,,,,,,,,,,,,,,,None
1289664,40.8968,-1.1299,0.25908,7.0,0,10311.0,KDG24,60.89269250082864,,,,,,,,,,,,Sm,,,,,None
1335694,42.845,-0.6485,0.25912,10.969,0,,,,,,,,,,,,,,,,,,,,None
12972,7.9586,-0.383,0.25935,9.177,0,,,,,,,,,,,,,,,,,,,,None
1330426,53.9704,-28.6924,0.25954,7.0,0,738287.0,,101.4294000770948,,,,,,,,0.1199999973177909,41.68377078099997,,,,,,,,None
020176,211.862,53.3429,0.26051,8.7022,0,,,,,,,,,,,,,,,,,,,,None
370498,186.266,46.8062,0.26086,11.5,0,,,,,,,,,,,,,,,,,,,,None
15440,39.7207,0.0901,0.2613,10.852,0,,,,,,,,,,,,,,,,,,,,None
1337649,43.4044,0.5102,0.26151,8.682,0,,,,,,,,,,,,,,,,,,,,None
2017,328.943,0.5935,0.26162,10.547,0,,,,,,,,,,,,,,,,,,,,None
19702,47.7548,0.3568,0.26162,9.896,0,,,,,,,,,,,,,,,,,,,,None
1253,323.799,0.1631,0.26166,11.153,0,,,,,,,,,,,,,,,,,,,,None
13655,39.0202,-0.9942,0.26173,11.238,0,1129973.0,,111.72118330913996,,,,,,,,0.449999988079071,72.59538156068751,,,,,,,,None
18945,10.0784,-1.0374,0.26187,7.0,0,,,,,,,,,,,,,,,,,,,,None
13956,20.9418,0.8167,0.2629,10.757,0,,,,,,,,,,,,,,,,,,,,None
520019,241.861,54.4578,0.26309,11.266,0,,,,,,,,,,,,,,,,,,,,None
04D3ez,214.783,53.072,0.26348,10.29,0,2430431.0,NPM1G+53.0174,100.55908710804698,,,,,,,,0.3899999856948852,68.76309351277135,,,,,,,,None
350235,184.35,48.3462,0.26384,10.127,0,,,,,,,,,,,,,,,,,,,,None
330022,35.3241,-2.9491,0.26386,10.979,0,1079484.0,,41.0876526464959,,,,,,,,0.209999993443489,53.46706408792203,,,,,,,,None
12983,16.4588,0.1448,0.26395,10.418,0,,,,,,,,,,,,,,,,,,,,None
2943,17.7049,1.0079,0.26405,7.0,0,,,,,,,,,,,,,,,,,,,,None
110478,53.5803,-27.5689,0.26462,9.468,0,,,,,,,,,,,,,,,,,,,,None
13099,359.819,-1.2504,0.26451,10.86,0,,,,,,,,,,,,,,,,,,,,None
2422,1.9945,0.6382,0.2657,9.371,0,,,,,,,,,,,,,,,,,,,,None
6315,310.483,1.092,0.26576,9.72,0,,,,,,,,,,,,,,,,,,,,None
1334087,41.0084,-0.4674,0.26629,10.951,0,,,,,,,,,,,,,,,,,,,,None
18463,17.566,0.472,0.26687,10.244,0,,,,,,,,,,,,,,,,,,,,None
1309288,54.6449,-29.1944,0.26794,10.961,0,,,,,,,,,,,,,,,,,,,,None
520023,245.239,55.1548,0.26804,11.324,0,2492447.0,,107.55221243675228,,,,,,,,0.1700000017881393,48.76560643100902,,,,,,,,None
530037,333.671,-1.0504,0.2685,10.9792,0,1128415.0,,99.01128016548276,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
06D3fp,215.077,52.8972,0.26848,9.55,0,,,,,,,,,,,,,,,,,,,,None
14298,314.895,1.2233,0.26879,7.0,0,,,,,,,,,,,,,,,,,,,,None
510638,243.469,56.0842,0.27006,8.6546,0,,,,,,,,,,,,,,,,,,,,None
19002,42.6154,-0.5512,0.2701,10.716,0,,,,,,,,,,,,,,,,,,,,None
310051,353.412,-0.5525,0.27045,10.435,0,1140128.0,NPM1G-00.0627,90.09267450797616,,,,,,,,0.0299999993294477,21.507541089430337,,,,,,,,None
160039,184.975,48.1403,0.27085,7.0,0,2311296.0,,16.125954235404564,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
380378,213.525,53.4648,0.27129,10.364,0,,,,,,,,,,,,,,,,,,,,None
1292332,41.1435,-1.2851,0.27265,10.269,0,,,,,,,,,,,,,,,,,,,,None
15356,335.053,0.4099,0.2734,10.743,0,,,,,,,,,,,,,,,,,,,,None
420258,352.428,0.7054,0.27444,11.463,0,,,,,,,,,,,,,,,,,,,,None
100213,53.0671,-27.1943,0.27511,9.414,0,,,,,,,,,,,,,,,,,,,,None
150254,183.211,47.1458,0.27508,9.355,0,2293016.0,,49.845104072591674,,,,,,,,0.3000000119209289,62.028717999378486,,,,,,,,None
20227,349.12,-0.0985,0.27574,11.046,0,,,,,,,,,,,,,,,,,,,,None
19051,351.375,0.4231,0.27619,11.292,0,1165372.0,,24.206519782894844,,,,,,,,0.1099999994039535,40.0479631355386,,,,,,,,None
4000,31.016,-0.3658,0.27656,10.919,0,,,,,,,,,,,,,,,,,,,,None
4046,354.498,0.6421,0.27764,9.359,0,,,,,,,,,,,,,,,,,,,,None
1297465,51.7953,-27.8221,0.27784,10.068,0,,,,,,,,,,,,,,,,,,,,None
5957,34.7606,-0.2728,0.27924,10.463,0,,,,,,,,,,,,,,,,,,,,None
6196,337.631,-0.5027,0.2798,11.406,0,,,,,,,,,,,,,,,,,,,,None
040201,184.46,47.4468,0.27987,9.2773,0,,,,,,,,,,,,,,,,,,,,None
520188,215.524,52.5446,0.28049,8.406,0,,,,,,,,,,,,,,,,,,,,None
18485,47.9591,-0.6924,0.28122,10.908,0,,,,,,,,,,,,,,,,,,,,None
1317286,36.0079,-6.8106,0.28198,7.0,0,,,,,,,,,,,,,,,,,,,,None
06D3dt,214.34,52.4528,0.28256,9.589,0,,,,,,,,,,,,,,,,,,,,None
15584,43.4955,0.987,0.28333,10.9,0,,,,,,,,,,,,,,,,,,,,None
310238,35.5268,-3.2333,0.28395,9.906,0,,,,,,,,,,,,,,,,,,,,None
14261,328.24,0.2538,0.28436,9.135,0,,,,,,,,,,,,,,,,,,,,None
16072,3.1244,-0.9773,0.28434,10.943,0,,,,,,,,,,,,,,,,,,,,None
17791,332.373,0.7379,0.28468,9.385,0,,,,,,,,,,,,,,,,,,,,None
440050,333.867,1.5495,0.28547,11.03,0,,,,,,,,,,,,,,,,,,,,None
350080,130.635,43.9989,0.28577,11.229,0,,,,,,,,,,,,,,,,,,,,None
20040,328.879,0.8151,0.28655,10.257,0,,,,,,,,,,,,,,,,,,,,None
20245,341.706,0.7563,0.28723,11.5,0,,,,,,,,,,,,,,,,,,,,None
17809,6.3646,-0.8396,0.28746,9.84,0,,,,,,,,,,,,,,,,,,,,None
19128,354.204,-0.7822,0.28763,7.0,0,,,,,,,,,,,,,,,,,,,,None
1334644,35.1072,-5.7725,0.28806,11.217,0,,,,,,,,,,,,,,,,,,,,None
1313594,34.8329,-5.7894,0.28835,10.379,0,1040371.0,,61.5709282047665,,,,,,,,0.6100000143051147,81.64776712836814,,,,,,,,None
091869,351.908,-1.7625,0.28843,10.347,0,,,,,,,,,,,,,,,,,,,,None
2165,17.0917,-0.0962,0.28882,9.485,0,1152231.0,,87.7824971164504,,,,,,,,0.0599999986588954,30.09793122596416,,,,,,,,None
2789,344.202,0.4011,0.2889,11.224,0,,,,,,,,,,,,,,,,,,,,None
1334597,35.8313,-4.0678,0.28896,8.88,0,,,,,,,,,,,,,,,,,,,,None
1310395,36.5343,-6.76,0.28899,7.0,0,,,,,,,,,,,,,,,,,,,,None
350180,53.4627,-28.1376,0.28952,8.885,0,,,,,,,,,,,,,,,,,,,,None
1289288,10.1789,-43.9483,0.29001,10.645,0,,,,,,,,,,,,,,,,,,,,None
570056,37.0067,-3.495,0.28998,10.819,0,,,,,,,,,,,,,,,,,,,,None
19596,53.8843,0.7034,0.29036,9.959,0,,,,,,,,,,,,,,,,,,,,None
19027,328.884,-0.372,0.29114,9.592,0,,,,,,,,,,,,,,,,,,,,None
1291090,9.4631,-43.7215,0.29199,9.711,0,,,,,,,,,,,,,,,,,,,,None
1263715,41.6099,-1.5799,0.29186,8.977,0,,,,,,,,,,,,,,,,,,,,None
12841,321.347,-1.0337,0.29208,10.12,0,,,,,,,,,,,,,,,,,,,,None
390264,243.373,53.9909,0.29208,9.619,0,2457241.0,,82.87808878105315,,,,,,,,0.0900000035762786,36.47784060460967,,,,,,,,None
21006,47.9418,0.0919,0.29241,7.0,0,,,,,,,,,,,,,,,,,,,,None
420414,334.276,0.0287,0.29246,11.004,0,,,,,,,,,,,,,,,,,,,,None
150509,241.234,54.8781,0.2928,10.78,0,,,,,,,,,,,,,,,,,,,,None
130755,183.732,46.5759,0.29291,8.952,0,,,,,,,,,,,,,,,,,,,,None
6249,3.2656,-0.6201,0.29354,10.047,0,,,,,,,,,,,,,,,,,,,,None
1303004,35.2946,-6.4631,0.29496,9.369,0,,,,,,,,,,,,,,,,,,,,None
19794,359.319,0.2494,0.29568,11.367,0,,,,,,,,,,,,,,,,,,,,None
580270,130.2,44.5906,0.29576,9.851,0,,,,,,,,,,,,,,,,,,,,None
1119,320.414,0.8947,0.29639,10.804,0,,,,,,,,,,,,,,,,,,,,None
13610,326.015,0.7263,0.29683,10.471,0,,,,,,,,,,,,,,,,,,,,None
1293319,36.0024,-6.4977,0.29687,9.229,0,,,,,,,,,,,,,,,,,,,,None
420196,351.761,-1.0284,0.29842,10.315,0,,,,,,,,,,,,,,,,,,,,None
570025,335.06,0.3776,0.29845,9.973,0,1164290.0,,59.301345684709545,,,,,,,,0.0799999982118606,34.51186683094512,,,,,,,,None
6137,307.936,0.2448,0.29888,7.0,0,,,,,,,,,,,,,,,,,,,,None
10550,349.675,-1.2049,0.29923,10.289,0,1123833.0,,95.40115093660958,,,,,,,,0.2300000041723251,55.57973309955202,,,,,,,,None
120444,51.682,-27.9362,0.29947,9.389,0,,,,,,,,,,,,,,,,,,,,None
14735,35.158,0.3484,0.29936,10.326,0,,,,,,,,,,,,,,,,,,,,None
170428,243.619,54.003,0.30007,9.1073,0,,,,,,,,,,,,,,,,,,,,None
5391,52.342,-1.0947,0.30022,9.299,0,,,,,,,,,,,,,,,,,,,,None
350078,130.663,43.7841,0.30078,9.341,0,,,,,,,,,,,,,,,,,,,,None
350192,148.716,1.9617,0.3015,8.553,0,,,,,,,,,,,,,,,,,,,,None
570022,351.124,-0.4843,0.30141,9.499,0,,,,,,,,,,,,,,,,,,,,None
460037,54.727,-27.5411,0.30254,9.655,0,753564.0,,59.63456715697116,,,,,,,,0.0799999982118606,34.51186683094512,,,,,,,,None
1339002,35.8305,-6.5263,0.30296,10.871,0,,,,,,,,,,,,,,,,,,,,None
150457,161.353,57.2179,0.30339,11.454,0,,,,,,,,,,,,,,,,,,,,None
7143,345.262,-0.2074,0.30354,10.28,0,,,,,,,,,,,,,,,,,,,,None
1287626,35.9318,-5.9612,0.30396,8.203,0,,,,,,,,,,,,,,,,,,,,None
19818,35.2667,0.4964,0.30395,10.154,0,,,,,,,,,,,,,,,,,,,,None
1335717,52.8599,-28.3531,0.30478,9.773,0,742538.0,,72.46927072907428,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
1259412,36.3454,-5.3241,0.30477,10.514,0,,,,,,,,,,,,,,,,,,,,None
12883,312.626,0.3987,0.30519,11.099,0,,,,,,,,,,,,,,,,,,,,None
350630,162.404,58.9533,0.30525,11.149,0,,,,,,,,,,,,,,,,,,,,None
440005,52.9893,-28.8836,0.30551,11.388,0,,,,,,,,,,,,,,,,,,,,None
350027,163.119,57.8072,0.30568,11.059,0,,,,,,,,,,,,,,,,,,,,None
560087,352.676,-1.556,0.30641,11.27,0,,,,,,,,,,,,,,,,,,,,None
340334,163.263,57.8064,0.30668,7.0,0,2571435.0,,113.80563079202784,,,,,,,,0.0700000002980232,32.395916947825754,,,,,,,,None
1281668,9.4105,-43.9203,0.30697,10.251,0,,,,,,,,,,,,,,,,,,,,None
520062,244.451,54.6334,0.30805,10.6357,0,,,,,,,,,,,,,,,,,,,,None
5966,16.1904,0.5139,0.30822,11.011,0,,,,,,,,,,,,,,,,,,,,None
1319821,53.3579,-29.4719,0.30881,10.417,0,,,,,,,,,,,,,,,,,,,,None
6699,322.815,-1.057,0.30915,10.655,0,,,,,,,,,,,,,,,,,,,,None
5844,327.786,-0.8429,0.3093,7.0,0,,,,,,,,,,,,,,,,,,,,None
16211,348.164,0.2669,0.30939,11.5,0,,,,,,,,,,,,,,,,,,,,None
21042,315.012,0.8276,0.30955,9.374,0,,,,,,,,,,,,,,,,,,,,None
1300516,34.5464,-5.0101,0.31043,9.557,0,,,,,,,,,,,,,,,,,,,,None
15213,53.0191,-0.1001,0.31053,10.721,0,,,,,,,,,,,,,,,,,,,,None
500100,131.639,45.3562,0.31077,10.898,0,,,,,,,,,,,,,,,,,,,,None
000420,149.82,1.6135,0.31152,9.742,0,,,,,,,,,,,,,,,,,,,,None
1338128,8.0837,-43.7408,0.31185,9.265,0,,,,,,,,,,,,,,,,,,,,None
1337838,35.496,-6.4982,0.31195,8.424,0,1032458.0,,93.7481221145291,,,,,,,,0.3700000047683716,67.38364471362173,,,,,,,,None
1263369,43.2295,-0.5418,0.31252,10.845,0,,,,,,,,,,,,,,,,,,,,None
1294743,36.1025,-4.6749,0.31258,10.263,0,,,,,,,,,,,,,,,,,,,,None
20142,23.0082,-0.4297,0.31259,9.365,0,,,,,,,,,,,,,,,,,,,,None
1283878,37.1332,-4.0413,0.31287,11.409,0,,,,,,,,,,,,,,,,,,,,None
1341894,35.3025,-4.6502,0.31294,10.003,0,1055281.0,,57.34490735891787,,,,,,,,0.1500000059604644,46.12309276496313,,,,,,,,None
19632,40.2865,0.1444,0.31377,11.113,0,,,,,,,,,,,,,,,,,,,,None
530112,333.569,0.9209,0.31444,10.678,0,,,,,,,,,,,,,,,,,,,,None
15383,34.1495,-0.1552,0.31495,10.786,0,,,,,,,,,,,,,,,,,,,,None
6649,34.2759,0.5348,0.31509,7.0,0,,,,,,,,,,,,,,,,,,,,None
110716,128.986,43.4945,0.31577,7.0,0,,,,,,,,,,,,,,,,,,,,None
15776,32.8294,-0.9983,0.31582,11.211,0,1129852.0,,64.49441836314543,,,,,,,,0.4699999988079071,73.78967007356067,,,,,,,,None
6100,333.483,1.0865,0.31613,10.194,0,,,,,,,,,,,,,,,,,,,,None
100163,35.4423,-5.1516,0.31773,10.434,0,,,,,,,,,,,,,,,,,,,,None
1345553,35.3447,-4.668,0.31795,10.034,0,,,,,,,,,,,,,,,,,,,,None
080646,334.622,0.9415,0.31813,10.768,0,,,,,,,,,,,,,,,,,,,,None
550059,351.303,-1.0245,0.31839,10.2438,0,,,,,,,,,,,,,,,,,,,,None
310188,35.2776,-4.5196,0.31893,11.264,0,3080354.0,KUG0218-047.4-414810,79.7034704388698,,,,,,,,0.2199999988079071,54.54099080577416,,,Sc,,,,,None
440509,34.8496,-5.4304,0.31892,11.5,0,,,,,,,,,,,,,,,,,,,,None
170078,186.183,47.6681,0.32089,10.419,0,2302333.0,,68.14180508319808,,,,,,,,0.0900000035762786,36.47784060460967,,,,,,,,None
330128,36.8228,-3.8213,0.32095,10.812,0,,,,,,,,,,,,,,,,,,,,None
1266657,43.2731,0.5575,0.32108,2.0,0,,,,,,,,,,,,,,,,,,,,None
120085,150.471,2.0426,0.32214,10.9,0,,,,,,,,,,,,,,,,,,,,None
580104,36.1196,-4.9673,0.32214,11.5,0,,,,,,,,,,,,,,,,,,,,None
1261579,36.1196,-4.9673,0.32214,11.163,0,,,,,,,,,,,,,,,,,,,,None
7475,4.7535,-0.2815,0.32265,7.0,0,,,,,,,,,,,,,,,,,,,,None
05D2ab,150.462,2.1063,0.32454,10.098,0,,,,,,,,,,,,,,,,,,,,None
050291,244.566,55.3847,0.32535,11.169,0,2499392.0,,77.95695222365809,,,,,,,,0.2199999988079071,54.54099080577416,,,,,,,,None
500301,215.548,52.6318,0.3255,10.1963,0,,,,,,,,,,,,,,,,,,,,None
18617,345.762,0.8492,0.3257,10.076,0,,,,,,,,,,,,,,,,,,,,None
1305626,35.6546,-4.1333,0.32573,9.283,0,,,,,,,,,,,,,,,,,,,,None
1308326,42.2701,0.5823,0.32622,9.665,0,,,,,,,,,,,,,,,,,,,,None
14456,343.551,1.0507,0.32794,11.095,0,,,,,,,,,,,,,,,,,,,,None
050303,241.437,56.0744,0.32829,11.248,0,,,,,,,,,,,,,,,,,,,,None
530219,351.529,-0.3194,0.32838,11.1019,0,,,,,,,,,,,,,,,,,,,,None
430003,333.38,-0.4529,0.32843,7.0,0,,,,,,,,,,,,,,,,,,,,None
1337687,55.0471,-26.9756,0.3287,8.4,0,,,,,,,,,,,,,,,,,,,,None
1306073,36.8506,-3.7494,0.32859,10.4,0,,,,,,,,,,,,,,,,,,,,None
6924,358.969,0.877,0.3286,7.0,0,,,,,,,,,,,,,,,,,,,,None
1316465,52.7975,-27.9593,0.3291,9.316,0,,,,,,,,,,,,,,,,,,,,None
13934,342.111,-0.4353,0.32931,10.791,0,,,,,,,,,,,,,,,,,,,,None
540163,36.0723,-3.3093,0.32943,10.359,0,,,,,,,,,,,,,,,,,,,,None
