CID,sn_ra,sn_dec,zCMB,HOST_LOGMASS,IS_CALIBRATOR,pgc,galaxy_name,match_sep_arcsec,log_2Vm,e_log_2Vm,u_log_2Vm,vmax_apparent,VHI,e_VHI,m21,logR25,inclination_deg,v_rot,v_rot_log,mtype,v_rot_alfalfa,w50_alfalfa,v_rot_sparc,v_rot_deep,v_rot_source
PS15bif,305.074,-23.7435,0.07855,9.58141,0,,,,,,,,,,,,,,,,,,,,None
Gaia16acv,179.957,54.8022,0.07833,8.87001,0,,,,,,,,,,,,,,,,,,,,None
17186,31.6128,-0.8995,0.07849,10.1643,0,1131943.0,,13.881512885851937,,,,,,,,0.75,90.0,,,,,,,,None
2007hx,31.6128,-0.8995,0.07849,10.2646,0,1131943.0,,13.881512885851937,,,,,,,,0.75,90.0,,,,,,,,None
560033,353.599,-0.6831,0.07869,9.07144,0,1137558.0,,88.72488715110275,,,,,,,,0.0700000002980232,32.395916947825754,,,,,,,,None
12779,309.472,1.2211,0.07891,10.332,0,1188169.0,,6.225881463684102,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
PS15bzz,9.4247,1.7628,0.07901,10.4626,0,1205503.0,,81.28820824695302,,,,,,,,0.209999993443489,53.46706408792203,,,,78.5,157.0,,97.69577363958777,ALFALFA
350316,131.469,43.8188,0.07966,8.61131,0,,,,,,,,,,,,,,,,,,,,None
2005ag,224.182,9.3285,0.08024,10.69,0,200171.0,!IRAS14542+0931,9.767292357686296,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
12950,351.667,-0.8403,0.08141,9.42557,0,,,,,,,,,,,,,,,,,,,,None
130308,213.238,52.7437,0.08221,10.1141,0,2422566.0,,4.810654841236759,,,,,,,,0.2899999916553497,61.18419211769342,,,,,,,,None
12898,26.7931,-0.147,0.08255,9.35181,0,,,,,,,,,,,,,,,,,,,,None
12781,5.4066,-1.01,0.08282,10.4457,0,1129045.0,,5.144667141805907,,,,,,,,0.1099999994039535,40.0479631355386,,,,,,,,None
SN2016glp,354.058,23.696,0.08366,10.5245,0,,,,,,,,,,,,,,,,,,,,None
3592,19.0524,0.7919,0.08544,10.1853,0,,,,,,,,,,,,,,,,,,,,None
SN2016grz,28.8874,33.8229,0.08656,8.99392,0,,,,,,,,,,,,,,,,,,,,None
1241,337.672,-0.7766,0.08848,9.91509,0,,,,,,,,,,,,,,,,,,,,None
590194,130.237,44.5243,0.09015,9.75408,0,,,,,,,,,,,,,,,,,,,,None
370066,130.349,43.0544,0.09066,9.12019,0,,,,,,,,,,,,,,,,,,,,None
300105,351.71,-0.7301,0.09181,9.04492,0,,,,,,,,,,,,,,,,,,,,None
iPTF17dz,126.107,24.9978,0.09284,8.80725,0,,,,,,,,,,,,,,,,,,,,None
010010,150.859,1.0294,0.09968,9.50285,0,,,,,,,,,,,,,,,,,,,,None
160099,214.667,54.1831,0.10142,9.5937,0,,,,,,,,,,,,,,,,,,,,None
000190,148.988,2.2635,0.10237,7.0,0,,,,,,,,,,,,,,,,,,,,None
140181,183.738,46.845,0.10231,9.67327,0,,,,,,,,,,,,,,,,,,,,None
100405,53.6285,-27.3206,0.10298,10.3204,0,,,,,,,,,,,,,,,,,,,,None
13135,4.1723,-0.4245,0.10338,10.8558,0,1143141.0,NPM1G-00.0007,76.75655281472703,,,,,,,,0.0700000002980232,32.395916947825754,,,,,,,,None
20064,358.586,-0.9176,0.10351,10.7045,0,,,,,,,,,,,,,,,,,,,,None
13038,347.827,0.5046,0.10485,8.87462,0,1168273.0,,92.56048616990874,,,,,,,,0.209999993443489,53.46706408792203,,,,,,,,None
18697,11.2239,-0.9971,0.10638,9.67706,0,,,,,,,,,,,,,,,,,,,,None
20625,5.6834,-0.479,0.10684,10.0166,0,,,,,,,,,,,,,,,,,,,,None
3256,329.268,-0.2235,0.10694,9.894,0,,,,,,,,,,,,,,,,,,,,None
120225,150.818,3.4749,0.10728,11.4183,0,,,,,,,,,,,,,,,,,,,,None
21034,28.1414,1.2441,0.10751,10.0033,0,,,,,,,,,,,,,,,,,,,,None
500038,150.193,2.5513,0.1081,9.73659,0,1230006.0,,85.96808942847888,,,,,,,,0.3700000047683716,67.38364471362173,,,,,,,,None
7147,350.018,-0.0554,0.10886,10.039,0,,,,,,,,,,,,,,,,,,,,None
020027,186.336,46.0152,0.10988,10.0054,0,2274012.0,,5.592709540187911,,,,,,,,0.0199999995529651,17.6226322942405,,,,,,,,None
18650,328.447,0.0151,0.11243,8.53633,0,,,,,,,,,,,,,,,,,,,,None
18612,12.2879,0.597,0.11365,10.2452,0,,,,,,,,,,,,,,,,,,,,None
8719,7.7215,-0.7188,0.11628,8.80164,0,1136391.0,,96.80652044154532,,,,,,,,0.0199999995529651,17.6226322942405,,,,,,,,None
5395,49.6409,0.1233,0.11635,8.49999,0,,,,,,,,,,,,,,,,,,,,None
2561,46.3434,0.8584,0.11741,7.0,0,1177540.0,,70.54300248782512,,,,,,,,0.1199999973177909,41.68377078099997,,,,,,,,None
16259,352.03,0.8564,0.11771,10.994,0,1177432.0,,10.794517126757048,,,,,,,,0.1099999994039535,40.0479631355386,,,,,,,,None
1371,349.374,0.4294,0.11797,10.5372,0,,,,,,,,,,,,,,,,,,,,None
000137,161.159,57.8111,0.11878,10.2136,0,,,,,,,,,,,,,,,,,,,,None
5549,3.2505,0.2482,0.11992,8.5812,0,,,,,,,,,,,,,,,,,,,,None
12860,323.694,1.1759,0.12042,10.1701,0,,,,,,,,,,,,,,,,,,,,None
490008,131.449,44.4206,0.12067,8.89488,0,,,,,,,,,,,,,,,,,,,,None
19953,332.931,0.5791,0.1219,9.37542,0,,,,,,,,,,,,,,,,,,,,None
390259,242.396,53.8672,0.12208,9.15024,0,2453275.0,,20.717538463836984,,,,,,,,0.0900000035762786,36.47784060460967,,,,,,,,None
18835,53.6851,0.3555,0.12262,10.1221,0,,,,,,,,,,,,,,,,,,,,None
2916,315.922,0.5696,0.12303,9.77924,0,,,,,,,,,,,,,,,,,,,,None
16021,13.8437,-0.3888,0.12336,9.49127,0,138255.0,,116.84008216360752,,,,,,,,,,,,,,,,,None
13894,1.6906,-0.0368,0.12356,8.72392,0,,,,,,,,,,,,,,,,,,,,None
570062,353.102,0.2956,0.12363,9.98879,0,,,,,,,,,,,,,,,,,,,,None
6406,46.0886,-1.063,0.12377,10.0062,0,,,,,,,,,,,,,,,,,,,,None
19543,357.908,0.2798,0.12384,8.61533,0,,,,,,,,,,,,,,,,,,,,None
13044,332.543,0.5033,0.12455,10.0637,0,,,,,,,,,,,,,,,,,,,,None
15459,340.701,-0.9018,0.12542,8.73681,0,,,,,,,,,,,,,,,,,,,,None
2992,55.497,-0.7827,0.12608,9.72723,0,,,,,,,,,,,,,,,,,,,,None
16069,341.246,-1.0066,0.12688,10.179,0,,,,,,,,,,,,,,,,,,,,None
744,329.198,0.3175,0.12694,9.90923,0,,,,,,,,,,,,,,,,,,,,None
14871,54.2771,0.0094,0.12705,9.14823,0,,,,,,,,,,,,,,,,,,,,None
18855,48.6323,0.2698,0.12716,9.82915,0,,,,,,,,,,,,,,,,,,,,None
22075,29.9631,1.2165,0.129,10.7935,0,,,,,,,,,,,,,,,,,,,,None
1032,46.7957,1.1196,0.12904,10.2777,0,,,,,,,,,,,,,,,,,,,,None
5751,11.6342,0.8382,0.12929,10.1354,0,,,,,,,,,,,,,,,,44.5,89.0,,,None
18415,337.478,1.0586,0.1294,10.6005,0,,,,,,,,,,,,,,,,,,,,None
18809,50.8813,0.6666,0.13153,10.6395,0,,,,,,,,,,,,,,,,,,,,None
151034,185.137,46.6661,0.13269,10.6436,0,,,,,,,,,,,,,,,,,,,,None
1334084,41.734,-0.6906,0.13349,9.74734,0,,,,,,,,,,,,,,,,,,,,None
15508,27.169,-0.5766,0.13353,9.13587,0,,,,,,,,,,,,,,,,,,,,None
14108,53.5946,-1.1232,0.13463,10.2314,0,,,,,,,,,,,,,,,,,,,,None
15234,16.9583,0.8282,0.13514,9.98362,0,,,,,,,,,,,,,,,,,,,,None
000014,35.878,-4.6363,0.13599,9.80415,0,,,,,,,,,,,,,,,,,,,,None
17629,30.6364,-1.0892,0.1364,10.6342,0,2799048.0,,3.0357865537592876,,,,,,,,,,,,,,,,,None
19775,318.956,0.6513,0.13687,10.0494,0,,,,,,,,,,,,,,,,,,,,None
18602,338.984,0.6092,0.13696,8.85232,0,,,,,,,,,,,,,,,,,,,,None
21062,333.432,0.3963,0.13729,8.95999,0,,,,,,,,,,,,,,,,,,,,None
17366,315.787,-1.0292,0.13811,10.2891,0,,,,,,,,,,,,,,,,,,,,None
15171,304.793,-1.0645,0.13818,9.85121,0,,,,,,,,,,,,,,,,,,,,None
190340,334.134,0.4733,0.13824,10.0088,0,,,,,,,,,,,,,,,,,,,,None
20084,347.975,-0.5781,0.13834,9.92013,0,1139892.0,,8.372908693965453,,,,,,,,0.2899999916553497,61.18419211769342,,,,,,,,None
12928,305.009,-0.9757,0.13868,10.3657,0,,,,,,,,,,,,,,,,,,,,None
190230,333.937,0.4225,0.13864,10.1494,0,,,,,,,,,,,,,,,,,,,,None
090275,54.0721,-28.0515,0.13959,10.184,0,,,,,,,,,,,,,,,,,,,,None
1794,317.837,-0.4453,0.1407,11.0328,0,,,,,,,,,,,,,,,,,,,,None
17208,1.4916,1.1031,0.14084,11.5,0,,,,,,,,,,,,,,,,,,,,None
340229,35.879,-2.8604,0.14108,9.69378,0,,,,,,,,,,,,,,,,,,,,None
1317666,36.7711,-5.0031,0.1412,9.68561,0,,,,,,,,,,,,,,,,,,,,None
2635,52.7043,-1.2381,0.14311,9.59628,0,,,,,,,,,,,,,,,,,,,,None
17568,313.103,0.2777,0.14335,9.24061,0,,,,,,,,,,,,,,,,,,,,None
190260,333.967,-0.8252,0.14344,10.2639,0,,,,,,,,,,,,,,,,,,,,None
17497,37.1366,-1.0421,0.14388,10.0189,0,,,,,,,,,,,,,,,,,,,,None
8921,325.002,-0.0079,0.1441,9.52063,0,,,,,,,,,,,,,,,,,,,,None
17605,309.203,0.0984,0.14533,10.2332,0,,,,,,,,,,,,,,,,,,,,None
1296657,36.2552,-6.2786,0.14624,9.33695,0,,,,,,,,,,,,,,,,,,,,None
440008,52.6735,-28.8632,0.14656,9.32684,0,736746.0,,91.83066154613908,,,,,,,,0.1800000071525573,50.00806395299904,,,,,,,,None
1316385,53.526,-27.6321,0.14741,9.63951,0,,,,,,,,,,,,,,,,,,,,None
13796,350.692,0.5329,0.14729,9.66952,0,,,,,,,,,,,,,,,,,,,,None
14024,318.199,0.9163,0.14759,10.7329,0,,,,,,,,,,,,,,,,,,,,None
180166,242.843,55.0642,0.14757,10.0333,0,,,,,,,,,,,,,,,,,,,,None
1293758,8.4839,-43.3497,0.14812,11.0622,0,549851.0,,5.565788353861144,,,,,,,,0.0700000002980232,32.395916947825754,,,,,,,,None
14437,332.081,-1.1964,0.14792,9.91097,0,,,,,,,,,,,,,,,,,,,,None
1255502,33.9046,-4.2092,0.14819,10.1485,0,,,,,,,,,,,,,,,,,,,,None
13736,336.833,1.031,0.14882,9.07749,0,,,,,,,,,,,,,,,,,,,,None
2308,34.2729,0.2803,0.14923,10.3812,0,,,,,,,,,,,,,,,,,,,,None
000038,35.0957,-4.6725,0.15036,9.126,0,,,,,,,,,,,,,,,,,,,,None
460003,128.835,43.8555,0.15067,10.8761,0,,,,,,,,,,,,,,,,,,,,None
2031,312.043,-1.1714,0.15186,9.204,0,,,,,,,,,,,,,,,,,,,,None
18323,3.4286,0.6522,0.15272,9.359,0,,,,,,,,,,,,,,,,,,,,None
15132,329.7,0.1977,0.15304,11.224,0,,,,,,,,,,,,,,,,,,,,None
18740,16.8553,1.0437,0.15317,10.663,0,1183501.0,,90.01065936876736,,,,,,,,0.3100000023841858,62.851244216588995,,,,,,,,None
19353,43.1144,0.2518,0.15325,11.004,0,,,,,,,,,,,,,,,,,,,,None
16073,8.1078,-1.054,0.15339,9.751,0,,,,,,,,,,,,,,,,,,,,None
5550,3.5983,0.3331,0.15493,9.564,0,,,,,,,,,,,,,,,,,,,,None
16116,355.302,-1.1058,0.15509,9.52,0,,,,,,,,,,,,,,,,,,,,None
18030,4.933,-0.4001,0.15518,9.658,0,,,,,,,,,,,,,,,,,,,,None
19940,315.393,-0.2685,0.15591,9.91499,0,3092532.0,NPM1G-00.0541,97.08578680749568,,,,,,,,,,,,,,,,,None
13354,27.5648,-0.8873,0.15654,10.472,0,1132209.0,,3.790356183800982,,,,,,,,0.1700000017881393,48.76560643100902,,,,,,,,None
16206,5.7882,-0.0536,0.15838,10.927,0,1152843.0,,45.817376616302376,,,,,,,,0.2000000029802322,52.35549301228906,,,,,,,,None
440042,35.9021,-3.294,0.15906,9.028,0,,,,,,,,,,,,,,,,,,,,None
14782,314.234,-0.279,0.15922,11.427,0,,,,,,,,,,,,,,,,,,,,None
15425,55.5611,0.4783,0.15935,10.526,0,,,,,,,,,,,,,,,,,,,,None
1299775,53.4389,-29.6767,0.16009,10.783,0,,,,,,,,,,,,,,,,,,,,None
3317,26.9626,0.6406,0.15991,10.054,0,174168.0,,86.64776511830824,,,,,,,,0.0799999982118606,34.51186683094512,,,,,,,,None
2689,24.9003,-0.7587,0.16036,11.351,0,,,,,,,,,,,,,,,,,,,,None
390627,212.627,53.9,0.16045,11.254,0,,,,,,,,,,,,,,,,,,,,None
5103,359.884,0.7372,0.1606,9.086,0,,,,,,,,,,,,,,,,,,,,None
120336,149.082,1.4095,0.16134,9.757,0,,,,,,,,,,,,,,,,,,,,None
17825,32.9471,-0.9124,0.1622,7.0,0,,,,,,,,,,,,,,,,,,,,None
19174,25.6597,1.0304,0.16357,11.02,0,,,,,,,,,,,,,,,,,,,,None
3087,20.4067,-0.9772,0.16431,9.664,0,1130144.0,,73.8201923595483,,,,,,,,0.0599999986588954,30.09793122596416,,,,,,,,None
19616,37.1011,0.1847,0.16455,11.04,0,,,,,,,,,,,,,,,,,,,,None
20764,26.1208,0.2298,0.16478,11.011,0,,,,,,,,,,,,,,,,,,,,None
20430,312.417,0.4686,0.16593,7.0,0,,,,,,,,,,,,,,,,,,,,None
12843,323.878,-0.9803,0.16595,11.258,0,1130339.0,,97.27639179178546,,,,,,,,0.209999993443489,53.46706408792203,,,,,,,,None
12853,316.766,0.7231,0.16817,10.364,0,1174185.0,,95.24513425904424,,,,,,,,0.2399999946355819,56.58550530533143,,,,,,,,None
350233,149.466,3.4824,0.16935,9.181,0,,,,,,,,,,,,,,,,,,,,None
17389,323.295,-0.9601,0.1696,9.891,0,1130741.0,,63.695601103979,,,,,,,,0.2300000041723251,55.57973309955202,,,,,,,,None
12856,332.866,0.756,0.17029,10.352,0,,,,,,,,,,,,,,,,,,,,None
590005,151.018,1.2155,0.17137,7.0,0,1187963.0,,9.204890004756,,,,,,,,0.3499999940395355,65.94311571372272,,,,,,,,None
310039,36.2156,-3.3448,0.17156,9.953,0,,,,,,,,,,,,,,,,,,,,None
19282,359.072,-0.5059,0.17239,7.0,0,,,,,,,,,,,,,,,,,,,,None
1303279,54.9068,-27.813,0.17274,10.617,0,,,,,,,,,,,,,,,,,,,,None
100090,131.828,43.4081,0.17282,9.978,0,,,,,,,,,,,,,,,,,,,,None
3080,16.9323,-1.0395,0.17315,10.961,0,,,,,,,,,,,,,,,,,,,,None
15897,11.6814,-1.0329,0.17357,10.816,0,,,,,,,,,,,,,,,,,,,,None
120143,163.682,58.6266,0.1736,9.163,0,,,,,,,,,,,,,,,,,,,,None
15648,313.718,-0.1948,0.17383,11.339,0,,,,,,,,,,,,,,,,,,,,None
14421,31.8299,1.2521,0.174,11.5,0,,,,,,,,,,,,,,,,,,,,None
16165,30.7331,-0.5339,0.17405,7.0,0,,,,,,,,,,,,,,,,,,,,None
5350,307.219,-0.7792,0.17431,10.865,0,,,,,,,,,,,,,,,,,,,,None
15583,37.7311,0.9463,0.17427,9.434,0,,,,,,,,,,,,,,,,,,,,None
19969,31.9105,-0.324,0.17428,10.367,0,,,,,,,,,,,,,,,,,,,,None
18604,340.921,0.4214,0.17483,11.05,0,1165643.0,,63.49678417079882,,,,,,,,0.3300000131130218,64.43478676271998,,,,,,,,None
14979,54.9464,0.9928,0.17654,10.089,0,,,,,,,,,,,,,,,,,,,,None
17218,356.172,-0.0301,0.17697,10.158,0,,,,,,,,,,,,,,,,,,,,None
14451,308.195,0.9271,0.17729,10.124,0,,,,,,,,,,,,,,,,,,,,None
17220,9.7015,-0.1792,0.17769,10.863,0,,,,,,,,,,,,,,,,,,,,None
370428,184.375,47.5482,0.1778,10.124,0,,,,,,,,,,,,,,,,,,,,None
5635,333.183,-0.0349,0.17839,9.483,0,,,,,,,,,,,,,,,,,,,,None
6936,323.234,-0.6998,0.1789,10.259,0,,,,,,,,,,,,,,,,,,,,None
300179,351.142,0.227,0.17896,10.324,0,,,,,,,,,,,,,,,,,,,,None
13045,345.025,0.5377,0.17916,10.574,0,,,,,,,,,,,,,,,,,,,,None
1347120,52.8899,-28.9121,0.17955,7.773,0,735809.0,,56.776519794740295,,,,,,,,0.3300000131130218,64.43478676271998,,,,,,,,None
2372,40.5207,-0.5409,0.17959,10.597,0,,,,,,,,,,,,,,,,,,,,None
1303496,53.8482,-29.5918,0.17979,10.643,0,,,,,,,,,,,,,,,,,,,,None
13254,42.0587,-0.347,0.1799,10.005,0,,,,,,,,,,,,,,,,,,,,None
14284,49.0493,-0.6009,0.18037,10.572,0,,,,,,,,,,,,,,,,,,,,None
420159,333.685,1.2178,0.18059,11.338,0,,,,,,,,,,,,,,,,,,,,None
330023,35.7981,-2.7801,0.18064,10.623,0,,,,,,,,,,,,,,,,,,,,None
350548,128.848,44.9136,0.18067,10.636,0,,,,,,,,,,,,,,,,,,,,None
360112,130.673,43.5966,0.18071,9.381,0,2224519.0,,67.82283981089138,,,,,,,,0.0399999991059303,24.747746415913262,,,,,,,,None
17215,54.9264,1.0923,0.1808,11.331,0,1184310.0,,4.024922359452776,,,,,,,,0.1899999976158142,51.20352326028178,,,,,,,,None
370595,150.498,1.3251,0.18138,10.324,0,,,,,,,,,,,,,,,,,,,,None
15443,49.8674,-0.318,0.18123,10.339,0,,,,,,,,,,,,,,,,,,,,None
1339392,54.1245,-28.5698,0.18148,10.292,0,,,,,,,,,,,,,,,,,,,,None
17332,43.7735,-0.1474,0.18203,10.604,0,1150350.0,,56.23494998663883,,,,,,,,0.3300000131130218,64.43478676271998,,,,,,,,None
1580,45.3231,-0.6441,0.18216,10.75,0,,,,,,,,,,,,,,,,,,,,None
1250017,43.1937,-0.1275,0.18217,8.797,0,,,,,,,,,,,,,,,,,,,,None
15453,319.668,-1.0243,0.18243,8.989,0,1127890.0,,119.27279824000917,,,,,,,,0.0900000035762786,36.47784060460967,,,,,,,,None
17391,347.552,-0.9314,0.18345,7.0,0,,,,,,,,,,,,,,,,,,,,None
1257695,7.6016,-42.2982,0.18383,9.854,0,,,,,,,,,,,,,,,,,,,,None
17168,339.724,-1.1671,0.18376,9.757,0,,,,,,,,,,,,,,,,,,,,None
20048,339.308,0.7364,0.18388,10.86,0,,,,,,,,,,,,,,,,,,,,None
1296321,40.9169,-0.7619,0.18444,9.384,0,,,,,,,,,,,,,,,,,,,,None
15421,33.7416,0.6025,0.18443,10.166,0,,,,,,,,,,,,,,,,,,,,None
8213,357.521,-0.9214,0.18468,10.522,0,,,,,,,,,,,,,,,,,,,,None
15461,326.848,-0.4947,0.18482,10.516,0,,,,,,,,,,,,,,,,,,,,None
1336453,40.9697,-1.2293,0.18492,9.326,0,,,,,,,,,,,,,,,,,,,,None
6422,349.139,-0.6632,0.18501,9.765,0,,,,,,,,,,,,,,,,,,,,None
16281,352.942,-0.6681,0.18507,10.394,0,,,,,,,,,,,,,,,,,,,,None
370563,150.952,2.646,0.18538,10.859,0,,,,,,,,,,,,,,,,,,,,None
15365,354.557,1.2491,0.18651,11.178,0,,,,,,,,,,,,,,,,,,,,None
18807,46.6409,0.7933,0.18714,10.998,0,,,,,,,,,,,,,,,,,,,,None
5994,312.603,-0.1679,0.18801,7.0,0,,,,,,,,,,,,,,,,,,,,None
12927,41.7861,0.7751,0.18892,10.401,0,,,,,,,,,,,,,,,,,,,,None
16100,30.4363,-1.0324,0.18893,9.661,0,,,,,,,,,,,,,,,,,,,,None
1273127,8.5563,-43.2759,0.18937,10.406,0,,,,,,,,,,,,,,,,,,,,None
18787,29.7298,-1.0271,0.18915,11.072,0,,,,,,,,,,,,,,,,,,,,None
18749,12.5473,0.6754,0.18931,11.172,0,,,,,,,,,,,,,,,,,,,,None
440643,53.6036,-26.7739,0.18955,8.731,0,,,,,,,,,,,,,,,,,,,,None
6304,26.4976,1.196,0.18979,10.656,0,,,,,,,,,,,,,,,,,,,,None
762,15.5353,-0.879,0.19009,11.236,0,,,,,,,,,,,,,,,,,,,,None
20687,16.7181,1.1541,0.19026,10.976,0,,,,,,,,,,,,,,,,,,,,None
2440,42.6337,0.8078,0.1903,10.325,0,,,,,,,,,,,,,,,,,,,,None
16276,20.5787,1.0106,0.19397,9.288,0,90439.0,IRAS01197+0044383251,20.942015184803047,,,,,,,,0.1400000005960464,44.71307114039239,,,,,,,,None
2246,50.0904,-0.8856,0.19422,10.798,0,,,,,,,,,,,,,,,,,,,,None
20821,55.5726,1.0631,0.19534,10.572,0,,,,,,,,,,,,,,,,,,,,None
1253920,54.6293,-27.0428,0.19556,9.234,0,,,,,,,,,,,,,,,,,,,,None
14984,313.834,-0.0928,0.19549,10.395,0,,,,,,,,,,,,,,,,,,,,None
15674,340.829,0.2629,0.19555,7.0,0,,,,,,,,,,,,,,,,,,,,None
000236,131.58,44.0731,0.19602,10.902,0,,,,,,,,,,,,,,,,,,,,None
15129,318.902,-0.3214,0.19611,10.971,0,,,,,,,,,,,,,,,,,,,,None
1298893,35.724,-6.2568,0.19616,10.784,0,,,,,,,,,,,,,,,,,,,,None
1334620,35.7529,-6.2642,0.19624,10.351,0,,,,,,,,,,,,,,,,,,,,None
13070,357.785,-0.7463,0.19719,10.267,0,,,,,,,,,,,,,,,,,,,,None
18804,25.2656,-0.4484,0.19726,10.3,0,,,,,,,,,,,,,,,,,,,,None
1302058,53.3964,-29.1906,0.19786,9.664,0,,,,,,,,,,,,,,,,,,,,None
15222,2.8534,0.7027,0.19801,11.5,0,,,,,,,,,,,,,,,,,,,,None
1316431,42.2394,-0.4084,0.19815,7.0,0,,,,,,,,,,,,,,,,,,,,None
13370,27.1515,0.3282,0.19846,9.95,0,1162738.0,NPM1G+00.0069,43.58612623301144,,,,,,,,0.2300000041723251,55.57973309955202,,,,,,,,None
360145,163.669,59.019,0.1986,9.911,0,,,,,,,,,,,,,,,,,,,,None
19658,8.9032,-0.2327,0.19863,8.996,0,,,,,,,,,,,,,,,,,,,,None
18768,17.2167,1.1979,0.19892,9.778,0,,,,,,,,,,,,,,,,,,,,None
110460,53.8448,-27.8403,0.19956,9.5517,0,,,,,,,,,,,,,,,,,,,,None
500504,212.459,53.4778,0.19948,11.075,0,,,,,,,,,,,,,,,,,,,,None
560150,333.961,1.2276,0.19957,11.458,0,,,,,,,,,,,,,,,,,,,,None
19101,7.9727,0.1383,0.20062,7.0,0,,,,,,,,,,,,,,,,,,,,None
470232,129.546,45.2023,0.20068,9.737,0,,,,,,,,,,,,,,,,,,,,None
370308,131.317,43.3857,0.20074,11.239,0,,,,,,,,,,,,,,,,,,,,None
590002,149.545,0.8783,0.20139,11.269,0,,,,,,,,,,,,,,,,,,,,None
13152,7.0521,0.118,0.20216,9.387,0,,,,,,,,,,,,,,,,,,,,None
19913,333.763,-0.3413,0.20237,10.051,0,,,,,,,,,,,,,,,,,,,,None
6780,328.069,0.2671,0.20268,11.272,0,,,,,,,,,,,,,,,,,,,,None
14212,330.47,1.045,0.20308,10.497,0,,,,,,,,,,,,,,,,,,,,None
15203,15.7347,0.1831,0.20314,10.219,0,,,,,,,,,,,,,,,,,,,,None
16032,44.0692,-0.4108,0.20318,7.0,0,,,,,,,,,,,,,,,,,,,,None
7243,328.079,0.4719,0.20323,9.225,0,,,,,,,,,,,,,,,,,,,,None
15901,31.9763,-0.5354,0.20368,9.969,0,,,,,,,,,,,,,,,,,,,,None
18965,13.5091,1.069,0.20454,10.63,0,,,,,,,,,,,,,,,,,,,,None
110033,34.9031,-3.5292,0.20471,10.063,0,,,,,,,,,,,,,,,,,,,,None
17801,316.093,-0.898,0.20515,11.4,0,,,,,,,,,,,,,,,,,,,,None
15872,36.7225,-0.3278,0.20549,9.66,0,,,,,,,,,,,,,,,,,,,,None
1327978,8.28,-44.1402,0.20699,11.313,0,,,,,,,,,,,,,,,,,,,,None
15201,337.519,0.0036,0.20736,11.312,0,,,,,,,,,,,,,,,,,,,,None
1283373,54.9467,-26.7304,0.20754,10.231,0,,,,,,,,,,,,,,,,,,,,None
20376,319.396,-0.5239,0.20831,10.717,0,,,,,,,,,,,,,,,,,,,,None
15467,320.02,-0.1774,0.20847,10.43,0,,,,,,,,,,,,,,,,,,,,None
200132,334.494,-0.6969,0.20856,9.056,0,,,,,,,,,,,,,,,,,,,,None
15259,337.544,-0.4078,0.20857,9.789,0,1144113.0,,92.15148615181604,,,,,,,,0.4199999868869781,70.73122586849632,,,,,,,,None
140152,162.393,57.6157,0.20864,9.694,0,,,,,,,,,,,,,,,,,,,,None
16482,328.71,0.9337,0.20937,11.5,0,,,,,,,,,,,,,,,,,,,,None
550154,36.3556,-3.5962,0.21003,10.582,0,,,,,,,,,,,,,,,,,,,,None
19149,31.46,-0.3319,0.21023,9.612,0,,,,,,,,,,,,,,,,,,,,None
460105,129.37,44.0453,0.21071,11.5,0,,,,,,,,,,,,,,,,,,,,None
14157,51.1367,1.0224,0.21083,11.127,0,,,,,,,,,,,,,,,,,,,,None
18940,10.349,0.412,0.21099,10.226,0,,,,,,,,,,,,,,,,,,,,None
1257366,53.8996,-26.9693,0.21137,10.965,0,,,,,,,,,,,,,,,,,,,,None
7847,32.4599,-0.0618,0.2116,10.696,0,8259.0,UM402,83.66128136718814,,,,,,,,,,,,,,,,,None
17811,12.8787,-0.9474,0.21186,7.0,0,,,,,,,,,,,,,,,,,,,,None
18927,46.6825,-0.754,0.21214,11.5,0,,,,,,,,,,,,,,,,,,,,None
13305,331.1,0.6912,0.21339,10.055,0,67982.0,CGCG377-20,89.82222664794756,,,,,,,,0.2000000029802322,52.35549301228906,,,,,,,,None
8495,335.261,-0.7482,0.21353,11.034,0,,,,,,,,,,,,,,,,,,,,None
6933,11.3517,1.0756,0.21383,7.0,0,,,,,,,,,,,,,,,,62.5,125.0,,,None
110567,52.7131,-26.46,0.21442,11.403,0,,,,,,,,,,,,,,,,,,,,None
1249851,55.218,-29.4,0.21511,11.303,0,,,,,,,,,,,,,,,,,,,,None
14019,316.642,-0.648,0.21513,9.931,0,,,,,,,,,,,,,,,,,,,,None
1316,334.864,0.4945,0.21566,9.835,0,,,,,,,,,,,,,,,,,,,,None
100206,52.5182,-28.2567,0.21653,11.5,0,743671.0,,98.62192859601238,,,,,,,,0.3700000047683716,67.38364471362173,,,,,,,,None
17435,20.3446,-0.0148,0.21674,8.818,0,,,,,,,,,,,,,,,,,,,,None
7473,4.3264,-0.2573,0.21677,8.954,0,,,,,,,,,,,,,,,,,,,,None
20364,25.7566,-0.9455,0.21729,10.389,0,,,,,,,,,,,,,,,,,,,,None
13641,345.219,-0.9811,0.21781,7.0,0,,,,,,,,,,,,,,,,,,,,None
1290816,54.1725,-27.84,0.21848,8.859,0,,,,,,,,,,,,,,,,,,,,None
1304678,54.8701,-27.6439,0.21884,11.23,0,,,,,,,,,,,,,,,,,,,,None
9467,328.951,1.1808,0.21885,10.93,0,,,,,,,,,,,,,,,,,,,,None
