CID,sn_ra,sn_dec,zCMB,HOST_LOGMASS,IS_CALIBRATOR,pgc,galaxy_name,match_sep_arcsec,log_2Vm,e_log_2Vm,u_log_2Vm,vmax_apparent,VHI,e_VHI,m21,logR25,inclination_deg,v_rot,v_rot_log,mtype
ASASSN-16bq,212.86,1.286,0.02582,10.6831,0,50662.0,IC986,4.712748667272938,,,,,,,,0.029999999329447746,21.507541089430337,,,
PS15ahs,269.874,43.3901,0.02522,9.35319,0,61234.0,MCG7-37-011,6.667053322111976,,,,,,,,0.47999998927116394,74.37436461439302,,,Sbc
PSNJ0153424,28.4267,29.9363,0.02474,10.2733,0,7023.0,UGC1359,9.223708581700269,2.4030001163482666,0.02500000037252903,0.0,126.46493370248407,7658.0,7.0,16.510000228881836,0.029999999329447746,21.507541089430337,344.9448026765427,344.9448026765427,SBbc
SN2017hn,196.914,6.3376,0.02492,10.8634,0,45478.0,UGC8204,6.6977309590375045,,,,,,,,0.17000000178813934,48.76560643100902,,,SO-a
1992ag,201.041,-23.8788,0.02592,10.3918,0,46839.0,ESO508-67,3.9588382133900137,,,,,,,,0.699999988079071,90.0,,,Sbc
SN2017ms,156.676,36.6805,0.02538,8.61119,0,,,,,,,,,,,,,,,
PSNJ2352371,358.155,14.5525,0.02525,10.5389,0,72709.0,UGC12822,12.649110640663363,,,,,,,,0.2199999988079071,54.54099080577416,,,E-SO
2005M,144.385,23.2007,0.02584,8.67964,0,27404.0,NGC2930,7.628918665172684,,,,,,,,0.3499999940395355,65.94311571372272,,,Sb
SN2017mf,214.129,39.5864,0.02618,10.508,0,50991.0,NGC5541,16.06118301996147,,,,,,,,0.18000000715255737,50.00806395299904,,,Sb
2005mc,126.776,21.646,0.02597,10.5777,0,23700.0,UGC4414,4.440720662290924,2.0339999198913574,0.028999999165534973,0.0,54.07168759099653,7561.0,11.0,16.8799991607666,0.03999999910593033,24.747746415913266,129.16527791989097,129.16527791989097,SO-a
ASASSN-15uu,25.9859,17.0626,0.02579,9.70579,0,6366.0,MCG3-05-013,3.7838076061024837,2.194000005722046,0.04600000008940697,0.0,78.15738316181012,8057.0,6.0,16.760000228881836,0.11999999731779099,41.68377078099997,117.52656982468342,117.52656982468342,Scd
2005ms,132.31,36.13,0.02595,8.49436,0,24788.0,UGC4614,47.63402145518357,2.11899995803833,0.0560000017285347,0.0,65.7612352557403,7556.0,8.0,15.489999771118164,0.05000000074505806,27.571955431350222,142.07518761148913,142.07518761148913,SBb
1999gp,37.9131,39.3812,0.02603,10.9727,0,9618.0,UGC1993,18.378465659535266,2.6459999084472656,0.020999999716877937,0.0,221.29413953074194,8018.0,12.0,15.59000015258789,0.6700000166893005,85.57726014913855,221.9550717837975,221.9550717837975,Sb
ASASSN-15mf,213.595,2.9755,0.02691,10.9913,0,50861.0,CGCG46-69,7.799999999960341,2.8350000381469727,0.02199999988079071,0.0,341.95585367697015,7639.0,5.0,17.520000457763672,,,,,
ASASSN-17at,174.64,25.3971,0.02643,10.1022,0,1735060.0,,3.3277019097285137,,,,,,,,0.3100000023841858,62.851244216588995,,,
SNF20071021-000,3.7493,16.335,0.0264,7.0,0,1506233.0,NPM1G+16.0009,6.507718494225343,,,,,,,,0.30000001192092896,62.028717999378486,,,
2013fn,315.099,-14.4978,0.02724,7.2614,0,65878.0,IC1342,27.043232055357166,,,,,,,,0.3799999952316284,68.08060555469923,,,Sc
2002eb,334.772,24.5944,0.02633,7.0,0,68560.0,CGCG473-11,19.068969557853737,2.296999931335449,0.023000000044703484,0.0,99.07633562569342,8255.0,10.0,16.90999984741211,0.1899999976158142,51.20352326028178,127.12256050257925,127.12256050257925,Sbc
2007co,275.765,29.8971,0.02655,9.81719,0,61808.0,MCG5-43-016,18.742294416533714,,,,,,,,0.07999999821186066,34.51186683094512,,,
1992P,190.704,10.3601,0.02643,10.1744,0,42732.0,IC3690,10.967661555655429,2.5290000438690186,0.035999998450279236,0.0,169.03243517731931,7569.0,6.0,16.75,0.4000000059604645,69.43187188696385,180.54100152605378,180.54100152605378,Sb
2007su,334.787,13.1779,0.0266,8.47416,0,,,,,,,,,,,,,,,
ASASSN-15fa,257.442,62.9743,0.02721,10.6915,0,59717.0,NGC6319,31.677600919474482,,,,,,,,0.0,0.0,,,E-SO
2005na,105.403,14.1333,0.02717,8.83614,0,20020.0,UGC3634,11.184560787074455,,,,,,,,0.23000000417232513,55.57973309955202,,,SBa
ASASSN-16av,177.868,22.0261,0.02676,10.9106,0,37080.0,(NGC3926),2.040000000055684,,,,,,,,0.30000001192092896,62.028717999378486,,,
2006gj,49.3992,-1.6917,0.0277,10.9096,0,12241.0,UGC2650,22.2312572744192,,,,,,,,0.6800000071525574,86.46407340963525,,,Sab
2010ii,339.555,35.4917,0.02704,7.97988,0,69374.0,NGC7342,24.879999999990332,2.489000082015991,0.02199999988079071,0.0,154.1594266252875,8073.0,8.0,16.719999313354492,0.019999999552965164,17.6226322942405,509.20319512367746,509.20319512367746,SBa
2006ev,322.747,13.9892,0.02759,11.3017,0,66880.0,UGC11758,27.54440778109555,2.756999969482422,0.014000000432133675,0.0,285.7392982572265,8613.0,6.0,16.3799991607666,0.7400000095367432,90.0,285.7392982572265,285.7392982572265,Sbc
PSNJ0252467,43.1946,46.9464,0.02748,7.0,0,10886.0,UGC2351,42.88770453173126,2.421999931335449,0.02199999988079071,0.0,132.12041697706886,8420.0,12.0,16.059999465942383,0.10999999940395355,40.0479631355386,205.33810032929017,205.33810032929017,SBb
2009aa,170.926,-22.2707,0.02827,9.29935,0,34991.0,ESO570-20,17.284686864395397,,,,,,,,0.20999999344348907,53.46706408792203,,,Sc
2011hb,351.981,8.7794,0.02775,11.031,0,71504.0,NGC7674,20.482812306766636,2.5260000228881836,0.08399999886751175,0.0,167.8688159684978,8857.0,6.0,15.289999961853027,0.05000000074505806,27.571955431350222,362.67557064723786,362.67557064723786,
2005eq,47.2055,-7.0332,0.02831,10.3697,0,11767.0,MCG-1-09-006,31.370693329933516,,,,,,,,0.5299999713897705,77.20331779904653,,,S?
2003U,260.69,62.164,0.02794,10.2925,0,60138.0,NGC6365A,28.0492424141796,2.0869998931884766,0.027000000700354576,0.0,61.08996798361486,8488.0,305.0,15.619999885559082,0.07999999821186066,34.51186683094512,107.82290362606226,107.82290362606226,
2009ad,75.8891,6.6599,0.02834,10.4871,0,16650.0,UGC3236,10.992142648283352,2.569000005722046,0.010999999940395355,0.0,185.3403633332395,8510.0,8.0,15.84000015258789,0.41999998688697815,70.73122586849632,196.33909490155662,196.33909490155662,SBbc
2002el,314.125,-18.5595,0.02778,7.0,0,65750.0,NGC6986,27.324714088162565,,,,,,,,0.1899999976158142,51.20352326028178,,,E-SO
2008ar,186.158,10.8382,0.02732,9.98914,0,40400.0,IC3284,5.928777277023513,,,,,,,,0.05000000074505806,27.571955431350222,,,SBab
AT2017ns,42.2932,14.6008,0.02802,9.90071,0,3090699.0,NPM1G+14.0093,2.522855525027781,,,,,,,,,,,,
2004gs,129.597,17.6277,0.02829,10.7301,0,24286.0,MCG3-22-020,15.404168266967025,,,,,,,,0.07000000029802322,32.395916947825754,,,E-SO
SN2017ckx,117.045,28.2307,0.02779,10.2137,0,21841.0,(UGC4030),3.044733157334143,,,,,,,,0.30000001192092896,62.028717999378486,,,
2007is,251.811,40.2436,0.02953,10.7887,0,58981.0,UGC10553,5.119726555182737,,,,,,,,0.3499999940395355,65.94311571372272,,,SBab
2013bs,259.342,41.0667,0.02859,10.8022,0,60010.0,NGC6343,100.95550703152985,,,,,,,,0.11999999731779099,41.68377078099997,,,
1998ab,192.197,41.9245,0.02806,10.3527,0,43288.0,NGC4704,17.311268006820367,1.5609999895095825,0.09700000286102295,0.0,18.19575136684054,8167.0,6.0,17.280000686645508,0.019999999552965164,17.6226322942405,60.10229109240464,60.10229109240464,SBbc
1993ah,357.959,-27.9618,0.02828,10.5245,0,72657.0,ESO471-27,13.027294423610732,,,,,,,,0.5099999904632568,76.0874474873425,,,SO
2006qo,120.035,56.3688,0.02871,11.1792,0,22428.0,UGC4133,22.60845859401734,2.2750000953674316,0.04500000178813934,0.0,94.18247515617065,8905.0,8.0,17.290000915527344,1.0199999809265137,90.0,94.18247515617065,94.18247515617065,
ASASSN-15la,213.213,35.7112,0.02845,10.5989,0,50758.0,NGC5517,1.2419339756343788,,,,,,,,0.17000000178813934,48.76560643100902,,,SO-a
1996C,207.702,49.3186,0.02875,9.36646,0,49153.0,MCG8-25-047,13.82033284693637,,,,,,,,0.25,57.560316007187964,,,
PS16cvc,318.097,14.7793,0.02844,7.95752,0,,,,,,,,,,,,,,,
ASASSN-15fs,284.67,43.4689,0.0285,10.0517,0,62636.0,CGCG229-10,1.0399999999748388,,,,,,,,0.25,57.560316007187964,,,
2003ch,109.491,9.693,0.02895,11.2701,0,20602.0,UGC3787,14.712239802290384,,,,,,,,0.23000000417232513,55.57973309955202,,,
ASASSN-16ay,108.059,7.2395,0.02895,10.3341,0,20384.0,UGC3738,12.907362240169403,2.5769999027252197,0.023000000044703484,0.0,188.7860531777501,8496.0,7.0,17.760000228881836,0.25,57.560316007187964,223.691660256871,223.691660256871,Sbc
PSNJ0859349,134.895,45.9259,0.02874,10.2177,0,25251.0,UGC4709,4.810155922695075,,,,,,,,0.10999999940395355,40.0479631355386,,,Sbc
ASASSN-16fs,221.777,11.5949,0.0299,11.2163,0,52781.0,UGC9521,96.28966507372816,2.7009999752044678,0.02199999988079071,0.0,251.17128042086452,9355.0,10.0,17.239999771118164,0.33000001311302185,64.43478676271998,278.43116793581623,278.43116793581623,SO-a
LSQ12gdj,358.681,-25.6761,0.02886,8.87386,0,72841.0,ESO472-7,27.623388640566482,,,,,,,,0.15000000596046448,46.12309276496313,,,Sc
2000cw,356.855,28.3877,0.02896,7.0,0,72411.0,MCG5-56-007,25.538371130559618,2.5390000343322754,0.01899999938905239,0.0,172.96970258683183,9034.0,8.0,16.079999923706055,0.3499999940395355,65.94311571372272,189.42273561472234,189.42273561472234,Sbc
2002de,244.127,35.7084,0.0305,9.07466,0,57684.0,NGC6104,3.525280130566604,,,,,,,,0.10000000149011612,38.31727915996693,,,SBa
ASASSN-16aj,65.4509,-15.7554,0.03053,10.9323,0,14956.0,NGC1562,9.256954142799398,,,,,,,,0.11999999731779099,41.68377078099997,,,SO
ASASSN-16br,236.376,-13.1528,0.029,9.6179,0,942083.0,IRAS15427-1259,4.96954726298091,,,,,,,,0.17000000178813934,48.76560643100902,,,
AT2017zd,203.176,-21.8011,0.03048,9.91749,0,3082261.0,NPM1G-21.0380,2.1003809178522097,,,,,,,,0.28999999165534973,61.18419211769342,,,
ASASSN-16hh,31.1559,21.5861,0.02935,7.0,0,7906.0,MCG3-06-031,27.624250216063963,,,,,,,,0.1599999964237213,47.47215110988318,,,SBbc
ATLAS17ajn,176.111,-28.4574,0.02988,10.6465,0,36531.0,ESO440-1,21.45063169238928,2.5369999408721924,0.007000000216066837,0.0,172.1749419405988,8609.0,6.0,,0.3100000023841858,62.851244216588995,193.49307279669725,193.49307279669725,Sbc
Gaia16bba,15.398,17.1013,0.02934,7.97207,0,,,,,,,,,,,,,,,
1997dg,355.059,26.2033,0.02962,8.80558,0,,,,,,,,,,,,,,,
2004ef,340.542,19.9946,0.02978,10.3255,0,69533.0,UGC12158,12.245554295312752,2.1010000705718994,0.02800000086426735,0.0,63.091386981744506,9286.0,6.0,15.800000190734863,0.03999999910593033,24.747746415913266,150.71134075729023,150.71134075729023,Sb
ASASSN-15nq,259.33,33.4621,0.03025,10.6826,0,,,,,,,,,,,,,,,
AT2017lm,45.3849,-15.016,0.03002,9.52589,0,916830.0,NPM1G-15.0160,4.545283269506591,,,,,,,,0.09000000357627869,36.47784060460967,,,
ASASSN-16fo,203.149,-5.2725,0.02994,10.0329,0,1046966.0,,1.1661903789267996,,,,,,,,0.18000000715255737,50.00806395299904,,,
ASASSN-16es,177.727,2.3069,0.02973,7.0,0,,,,,,,,,,,,,,,
AT2016cyt,317.399,15.1255,0.02965,10.685,0,66228.0,NGC7033,7.1693793314927605,,,,,,,,0.17000000178813934,48.76560643100902,,,E-SO
2013fy,324.363,-47.0319,0.03099,10.7658,0,67061.0,ESO287-40,20.25600157980147,,,,,,,,0.11999999731779099,41.68377078099997,,,SBbc
ASASSN-15uw,38.893,-6.0629,0.03004,10.3471,0,175267.0,NPM1G-06.0111,4.5698577658408555,,,,,,,,0.07000000029802322,32.395916947825754,,,
ASASSN-16hr,336.382,38.9844,0.0298,9.46113,0,2140995.0,NPM1G+38.0457,3.2673536693682284,,,,,,,,0.1599999964237213,47.47215110988318,,,
PS15cwx,78.6992,7.0504,0.03007,10.0401,0,75275.0,DRCG11-94,8.552075771405434,,,,,,,,0.44999998807907104,72.59538156068751,,,SO
1990O,258.901,16.322,0.03093,10.4738,0,59955.0,MCG3-44-003,30.705862632590257,,,,,,,,0.17000000178813934,48.76560643100902,,,Sb
2001ba,174.507,-32.3308,0.03136,10.7576,0,36028.0,ESO439-18,28.927225929994083,2.561000108718872,0.00800000037997961,0.0,181.95756361384522,8819.0,6.0,15.720000267028809,0.12999999523162842,43.235793359656256,265.6305615563892,265.6305615563892,SBbc
2009eu,247.171,39.5535,0.03072,11.5,0,3084828.0,NGC6166B,24.862019226323874,,,,,,,,,,,,
2009fv,247.434,40.8116,0.03072,11.4959,0,58348.0,NGC6173,11.238665401103207,,,,,,,,0.15000000596046448,46.12309276496313,,,E
SNF20080909-030,330.454,13.0553,0.03013,7.0,0,,,,,,,,,,,,,,,
2008gg,21.346,-18.1724,0.03107,10.9334,0,5269.0,NGC539,37.484658195059716,,,,,,,,0.09000000357627869,36.47784060460967,,,
1999cc,240.675,37.3596,0.03132,11.2896,0,56812.0,NGC6038,24.00653244429388,,,,,,,,0.05999999865889549,30.09793122596416,,,Sc
AT2017wb,165.331,70.6649,0.03093,9.28082,0,2737614.0,,7.03275195067389,,,,,,,,0.05999999865889549,30.09793122596416,,,
MASTEROTJ08,128.237,-3.8579,0.03156,10.638,0,152788.0,NPM1G-03.0264,5.047137802712261,,,,,,,,0.23999999463558197,56.58550530533143,,,
2007bd,127.889,-1.1994,0.03141,10.4344,0,23918.0,UGC4455,9.694617063112124,,,,,,,,0.10000000149011612,38.31727915996693,,,SBa
2006bt,239.127,20.046,0.03241,10.8988,0,1614506.0,,35.727440434702984,,,,,,,,0.3700000047683716,67.38364471362173,,,
2006bw,218.486,3.7988,0.03075,11.5,0,1258718.0,,22.6245972339451,,,,,,,,0.1899999976158142,51.20352326028178,,,
ASASSN-15hg,148.452,9.1939,0.03107,10.2789,0,28525.0,CGCG63-98,10.849958525215264,,,,,,,,0.10999999940395355,40.0479631355386,,,Sbc
ATLAS17axb,205.847,-19.9437,0.03264,9.60754,0,848856.0,,118.81187819404681,,,,,,,,0.18000000715255737,50.00806395299904,,,
2010gn,259.458,40.8811,0.03123,8.98332,0,,,,,,,,,,,,,,,
CSS160428,200.78,52.6491,0.03081,10.078,0,,,,,,,,,,,,,,,
2000dn,346.274,-3.2003,0.03081,7.0,0,70429.0,IC1468,30.063539378941286,,,,,,,,0.3199999928474426,63.65291084323507,,,SO-a
2006en,347.521,30.2233,0.03081,10.183,0,70600.0,MCG5-54-041,7.226645141571521,2.546999931335449,0.01899999938905239,0.0,176.18540766527641,9575.0,10.0,17.06999969482422,0.05000000074505806,27.571955431350222,380.64331898731837,380.64331898731837,
2008bq,100.26,-38.0386,0.03279,10.9133,0,19423.0,ESO308-25,12.468023099127201,,,,,,,,0.5099999904632568,76.0874474873425,,,Sb
ASASSN-16oz,135.056,-13.634,0.03207,8.01111,0,,,,,,,,,,,,,,,
2006az,183.061,56.1794,0.03158,11.1124,0,38887.0,NGC4172,10.35884163401892,,,,,,,,0.05999999865889549,30.09793122596416,,,Sbc
010026,160.674,58.8438,0.03174,9.61222,0,31927.0,MCG10-15-120,8.503081794339476,,,,,,,,0.10000000149011612,38.31727915996693,,,
AT2017po,240.965,39.9901,0.03201,8.98827,0,214452.0,,17.066329423835676,,,,,,,,0.25,57.560316007187964,,,
2007ai,243.224,-21.6302,0.03212,10.7402,0,57502.0,ESO584-7,25.302932636384387,,,,,,,,0.11999999731779099,41.68377078099997,,,SBc
2007ux,152.333,14.9924,0.03183,10.0948,0,213672.0,,7.406051579658859,,,,,,,,0.10999999940395355,40.0479631355386,,,
ASASSN-15pr,346.664,-12.5728,0.03189,9.55707,0,950898.0,,5.100627412403549,,,,,,,,0.09000000357627869,36.47784060460967,,,
2008gl,20.2284,4.8053,0.03246,11.1311,0,4861.0,UGC881,24.840974216002667,,,,,,,,0.12999999523162842,43.235793359656256,,,E
SN2016hpx,90.8194,-26.8986,0.0337,9.09468,0,762493.0,,3.8402083277586505,,,,,,,,0.12999999523162842,43.235793359656256,,,
SN2017cii,248.333,23.7313,0.03337,8.8988,0,,,,,,,,,,,,,,,
2006te,122.929,41.5547,0.03212,10.4808,0,22976.0,CGCG207-42,8.17168281314056,,,,,,,,0.12999999523162842,43.235793359656256,,,
2006os,43.7542,16.0097,0.03212,10.8407,0,10998.0,UGC2384,11.088318177265542,,,,,,,,0.4399999976158142,71.98438585328682,,,Sbc
2004as,171.413,22.8304,0.0325,8.76504,0,35125.0,MCG4-27-034,94.85269421599064,2.194999933242798,0.03799999877810478,0.0,78.33754146381882,6471.0,15.0,15.359999656677246,0.07000000029802322,32.395916947825754,146.21579224519562,146.21579224519562,
ASASSN-16bc,181.357,-21.4004,0.03314,10.3011,0,157340.0,,13.640879737054593,,,,,,,,,,,,
2008gp,50.753,1.3619,0.03245,10.4696,0,12669.0,MCG0-09-074,17.80858220074137,,,,,,,,0.10999999940395355,40.0479631355386,,,SBa
2010ag,255.973,31.5017,0.03336,10.6105,0,59529.0,UGC10679,12.00059998509935,,,,,,,,0.6399999856948853,83.45284089474015,,,Sb
2005iq,359.635,-18.7092,0.03292,10.49,0,73098.0,ESO538-13,20.017352472385628,,,,,,,,0.3199999928474426,63.65291084323507,,,Sb
PS15bsq,355.467,-8.6379,0.03309,10.9397,0,72147.0,MCG-2-60-012,37.724310464167836,,,,,,,,0.6899999976158142,87.59749691205899,,,Sb
2004L,156.767,16.0187,0.03344,10.1437,0,30719.0,MCG3-27-038,2.3393161393653905,,,,,,,,0.05000000074505806,27.571955431350222,,,Sc
2003gn,338.465,20.8024,0.03316,7.0,0,69160.0,CGCG452-24,22.541064748669047,2.5850000381469727,0.035999998450279236,0.0,192.29590791330452,10328.0,5.0,16.899999618530273,0.47999998927116394,74.37436461439302,199.6754845638353,199.6754845638353,Sbc
2003cq,179.059,60.522,0.03323,10.4839,0,37502.0,NGC3978,56.40035460894716,2.194999933242798,0.026000000536441803,0.0,78.33754146381882,9956.0,9.0,16.100000381469727,0.029999999329447746,21.507541089430337,213.67288932419441,213.67288932419441,SBbc
2006S,191.413,35.0868,0.0331,10.2024,0,43011.0,UGC7934,13.980000000052838,,,,,,,,0.3499999940395355,65.94311571372272,,,Sbc
2011dl,244.521,21.5511,0.03432,9.08368,0,57765.0,(UGC10321),10.080257933198224,,,,,,,,0.11999999731779099,41.68377078099997,,,
2006gr,338.095,30.8287,0.03352,10.0957,0,69095.0,UGC12071,34.425316265631395,2.565999984741211,0.01899999938905239,0.0,184.06448035422264,10372.0,10.0,16.020000457763672,0.3700000047683716,67.38364471362173,199.3980981908593,199.3980981908593,SBb
ASASSN-16dw,202.503,-27.9739,0.03565,10.1423,0,2800872.0,,7.784702948759224,,,,,,,,,,,,
2007ba,229.178,7.3966,0.03533,11.1077,0,54516.0,UGC9798,13.85559814664644,,,,,,,,0.33000001311302185,64.43478676271998,,,SO-a
ATLAS17ajs,171.977,27.3458,0.0337,9.50928,0,1805291.0,,5.427190801860327,,,,,,,,0.3100000023841858,62.851244216588995,,,
1996bl,9.0749,11.3946,0.03481,10.1459,0,1392929.0,,6.496399002523626,,,,,,,,0.03999999910593033,24.747746415913266,,,
2003kc,146.643,30.6553,0.0341,10.3635,0,28061.0,MCG5-23-037,10.720839519340373,,,,,,,,0.20999999344348907,53.46706408792203,,,SBb
2003iv,42.5302,12.8462,0.03351,10.8038,0,10738.0,MCG2-08-014,24.722071110629287,,,,,,,,0.09000000357627869,36.47784060460967,,,
ASASSN-15jl,230.671,50.9766,0.03492,8.79586,0,,,,,,,,,,,,,,,
1992bg,115.486,-62.5194,0.03574,10.4968,0,343503.0,,8.057021782249624,,,,,,,,0.4399999976158142,71.98438585328682,,,
2005eu,36.9303,28.1768,0.03369,8.86794,0,,,,,,,,,,,,,,,
2008at,156.801,71.4157,0.03497,11.3036,0,30737.0,UGC5645,14.168641431003987,,,,,,,,0.5199999809265137,76.64742885797187,,,SBb
ASASSN-15tg,5.171,25.229,0.03445,10.227,0,,,,,,,,,,,,,,,
2007hu,254.125,27.9779,0.03518,11.2439,0,59286.0,NGC6261,7.63698893543292,,,,,,,,0.4099999964237213,70.08767526333723,,,SO-a
PTSS-16efw,263.908,8.809,0.03542,9.96056,0,1354110.0,,3.6124783736641426,,,,,,,,0.1599999964237213,47.47215110988318,,,
2016fbk,26.0272,34.3827,0.03495,10.765,0,6372.0,UGC1212,28.665044915360998,2.4690001010894775,0.014999999664723873,0.0,147.22111595816983,10748.0,10.0,16.040000915527344,0.05000000074505806,27.571955431350222,318.0668305391051,318.0668305391051,Sb
AT2016fbk,26.0272,34.3827,0.03495,10.7289,0,6372.0,UGC1212,28.665044915360998,2.4690001010894775,0.014999999664723873,0.0,147.22111595816983,10748.0,10.0,16.040000915527344,0.05000000074505806,27.571955431350222,318.0668305391051,318.0668305391051,Sb
1994T,200.378,-2.149,0.03564,10.2173,0,46640.0,CGCG16-58,12.36931687687469,,,,,,,,0.4000000059604645,69.43187188696385,,,
ASASSN-15mi,210.815,41.6041,0.03501,9.51083,0,50065.0,KUG1401+418B,4.831935429932592,,,,,,,,0.18000000715255737,50.00806395299904,,,
ASASSN-15ss,93.1391,-14.2575,0.03592,10.7564,0,18622.0,MCG-2-16-004,22.76197706701739,,,,,,,,0.28999999165534973,61.18419211769342,,,
2001ck,219.459,30.4839,0.03544,7.0,0,87675.0,(UGC9425),4.13782551581749,,,,,,,,0.4099999964237213,70.08767526333723,,,
PS15bbn,315.99,13.3684,0.03602,7.94021,0,,,,,,,,,,,,,,,
ASASSN-15lu,200.304,40.2657,0.03577,9.65851,0,,,,,,,,,,,,,,,
2008hj,1.008,-11.1687,0.03643,9.9461,0,282.0,MCG-2-01-015,21.169374105061586,,,,,,,,0.07000000029802322,32.395916947825754,,,Sa
2000dg,1.5575,8.8882,0.03725,7.0,0,465.0,MCG1-01-029,6.492333940888225,,,,,,,,0.3499999940395355,65.94311571372272,,,Sbc
2002G,196.98,34.0851,0.03631,10.5613,0,45498.0,MCG6-29-043,11.441136307222012,,,,,,,,0.09000000357627869,36.47784060460967,,,S?
2006mo,11.6606,36.3327,0.03616,10.793,0,2720.0,UGC480,105.36467149856512,2.640000104904175,0.03999999910593033,0.0,218.25796884046122,11252.0,8.0,16.690000534057617,0.17000000178813934,48.76560643100902,290.2291832086522,290.2291832086522,
2008ei,334.388,33.2559,0.03654,7.0,0,68507.0,UGC11977,5.705050394305509,2.444999933242798,0.01899999938905239,0.0,139.3060370181794,11284.0,10.0,16.350000381469727,0.14000000059604645,44.71307114039239,198.0025331774817,198.0025331774817,Sd
2002hu,34.5836,37.4663,0.03591,10.099,0,8796.0,MCG6-06-012,25.83842100439333,,,,,,,,0.09000000357627869,36.47784060460967,,,Sc
2000cf,238.234,65.9369,0.03646,9.49238,0,56286.0,MCG11-19-025,8.428261979847777,,,,,,,,0.3499999940395355,65.94311571372272,,,Sbc
2001eh,24.5504,41.6552,0.03627,11.1794,0,6056.0,UGC1162,51.27769495598935,,,,,,,,0.20000000298023224,52.35549301228906,,,SBb
ASASSN-16db,167.357,29.5732,0.03589,10.678,0,33809.0,UGC6198,15.624032770057378,,,,,,,,0.12999999523162842,43.235793359656256,,,SO
AT2016hns,324.921,24.4065,0.03704,10.4701,0,1706561.0,NPM1G+24.0470,5.879625838291191,,,,,,,,0.33000001311302185,64.43478676271998,,,
ASASSN-15bc,61.561,-8.8856,0.03639,8.86694,0,170061.0,,3.532081539285851,,,,,,,,0.27000001072883606,59.424190634892426,,,Sc
2007jg,52.4617,0.0568,0.03652,8.21426,0,,,,,,,,,,,,,,,
AT2016cvw,341.553,10.5588,0.03761,10.8943,0,69682.0,MCG2-58-008,5.726464878238033,,,,,,,,0.07000000029802322,32.395916947825754,,,
2002eu,27.4317,32.6286,0.03672,10.5735,0,212843.0,,15.687447211079766,,,,,,,,0.3799999952316284,68.08060555469923,,,
2008gb,44.488,46.8657,0.03641,9.17934,0,11205.0,UGC2427,8.349874250566591,,,,,,,,0.30000001192092896,62.028717999378486,,,Sbc
2007O,224.022,45.4047,0.03732,10.8351,0,53387.0,UGC9612,14.846427179756814,,,,,,,,0.05000000074505806,27.571955431350222,,,SBc
2008fr,17.9548,14.6408,0.0379,8.07746,0,,,,,,,,,,,,,,,
SN2017ciy,256.029,25.0529,0.03762,9.7066,0,59533.0,MCG4-40-015,86.4733114897338,,,,,,,,0.10000000149011612,38.31727915996693,,,
2008O,104.394,-45.8123,0.0394,11.4466,0,19925.0,ESO256-11,6.722975531627477,,,,,,,,0.36000001430511475,66.67142237937365,,,SO
2009bv,196.835,35.7844,0.03748,10.123,0,45449.0,MCG6-29-039,16.2294670276015,,,,,,,,0.05000000074505806,27.571955431350222,,,Sc
2008051,229.995,4.9046,0.03835,8.26419,0,,,,,,,,,,,,,,,
ASASSN-15np,226.511,7.5615,0.03832,10.1408,0,1324967.0,,0.7211102551941844,,,,,,,,0.17000000178813934,48.76560643100902,,,
2010dw,230.668,-5.9211,0.03871,10.008,0,1038853.0,NPM1G-05.0551,7.356738407709405,,,,,,,,0.1899999976158142,51.20352326028178,,,
ASASSN-15pn,60.8598,-5.492,0.038,9.1308,0,1044047.0,,2.288755120197226,,,,,,,,0.12999999523162842,43.235793359656256,,,
1999aw,165.402,-6.1088,0.03928,9.41836,0,,,,,,,,,,,,,,,
2008dr,332.715,2.1082,0.03996,11.3888,0,68224.0,NGC7222,9.032740447947193,,,,,,,,0.009999999776482582,12.50496314947571,,,SBab
PS15cze,56.8476,0.8772,0.03891,10.4136,0,,,,,,,,,,,,,,,
2003fa,266.032,40.881,0.04015,10.3091,0,60771.0,MCG7-36-033,50.13232490121931,,,,,,,,0.1599999964237213,47.47215110988318,,,Sb
SN2016glz,1.4732,8.4302,0.03975,9.40195,0,,,,,,,,,,,,,,,
PS16axi,162.03,0.1635,0.04056,10.1805,0,32277.0,,13.191285001847268,,,,,,,,0.17000000178813934,48.76560643100902,,,
SN2017coa,132.48,56.099,0.04045,8.76499,0,,,,,,,,,,,,,,,
2009do,188.743,50.8512,0.04027,10.4649,0,41909.0,?NGC4537,14.703482580593054,,,,,,,,0.3400000035762787,65.1978713212099,,,
2001az,248.615,76.0297,0.04059,10.239,0,58525.0,UGC10483,19.521690500348964,,,,,,,,0.3499999940395355,65.94311571372272,,,Sbc
2007jh,54.0064,1.1034,0.04023,10.84,0,13297.0,CGCG391-14,5.839452029083282,,,,,,,,0.2199999988079071,54.54099080577416,,,
1992bl,348.805,-44.7433,0.0428,10.8343,0,70827.0,ESO291-11,28.332567832910488,,,,,,,,0.17000000178813934,48.76560643100902,,,SBb
2014bj,290.663,43.8908,0.04239,7.87303,0,,,,,,,,,,,,,,,
2006cf,163.511,46.0267,0.04223,10.9479,0,32729.0,UGC6015,5.292863119352035,,,,,,,,0.10999999940395355,40.0479631355386,,,Sc
2006cz,222.153,-4.7419,0.04251,10.8544,0,52882.0,MCG-1-38-002,20.917590683445717,,,,,,,,0.12999999523162842,43.235793359656256,,,Sc
